sentence,prediction,gold,is_same
[CLS] Monroe Beardsley:3 works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,aesthetics:3 | aesthetics:3 | esthetics:3 | philosophy of art,False
[CLS] August Johann Gottfried Bielenstein:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] mutual aid works in the field of [MASK] [MASK] . [SEP],mutual aid,organizational:2 theory | organizational:2 theory,False
[CLS] Alfred Weber works in the field of [MASK] [MASK] . [SEP],pedagogue:2,sociology:2 | Sociology ( General ) | Subject:2 : Sociology | sociology:2,False
[CLS] John Miers:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Nikolai Turczaninov:4 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Institute for the Study of the Ancient World works in the field of [MASK] [MASK] [MASK] . [SEP],anthropolo:3,archaeology:3 | Archaeology | archaeology:3 | archeology:3 | archæology:3 | excavation:3,False
[CLS] Peter Walter works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,molecular biology | molecular biology,False
[CLS] Jacobus Golius:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,"Oriental studies | Asian Studies | Oriental Studies , | Oriental Studies , Orientalics:2 | Oriental studies | Orientalics:2",False
[CLS] Adolph Daniel Edward Elmer works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Alexander Garden works in the field of [MASK] [MASK] [MASK] . [SEP],garden . Alexander,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Ken Kirkwood works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,bioethics:3 | bioethics:3,False
"[CLS] Sir William Jardine:2 , 7th Baronet works in the field of [MASK] [MASK] [MASK] . [SEP]",conjurious:3,ornithology:4 | ornithology:4,False
[CLS] Mikhail Alekseyev:3 works in the field of [MASK] [MASK] [MASK] . [SEP],Art . Art,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] Yuri Alexandrovich:3 Orlov:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Wilhelm Stekel:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,psychoanalysis:5 | Freudism:2 | psychoanalysis:5,False
[CLS] Oskar Pfister:3 works in the field of [MASK] [MASK] [MASK] . [SEP],Pfister:3,psychoanalysis:5 | Freudism:2 | psychoanalysis:5,False
[CLS] Domenico Vandelli:3 works in the field of [MASK] [MASK] [MASK] . [SEP],"art , art",botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Arthur Gardiner Butler works in the field of [MASK] [MASK] . [SEP],chamber music,arachnology:3 | arachnology:3,False
[CLS] Nicolaus Kleinenberg:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Hacktivismo:4 works in the field of [MASK] [MASK] [MASK] . [SEP],self - self,hacktivism:4 | hacktivism:4,False
[CLS] David Nachmansohn:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,biochemistry:4 | Biochemistry | biochemistry:4 | biological chemistry,False
[CLS] Dmitry:3 Morduhai:3 - Boltovskoi:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,history of mathematics | history of mathematics | history of maths:2,False
[CLS] Erik Albert Holmgren:2 works in the field of [MASK] [MASK] [MASK] . [SEP],investigator:3,partial differential equation | PDE:2 | partial differential equation,False
[CLS] Frederick Grinnell:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,bioethics:3 | bioethics:3,False
[CLS] Arno Tausch:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,political science | Political science | Political science ( General ) | polisci:2 | political science | political studies,False
[CLS] World Population Foundation works in the field of [MASK] [MASK] . [SEP],sociology:2,reproductive:3 rights | reproductive:3 freedom | reproductive:3 rights,False
[CLS] Rifkat:3 Bogdanov:2 works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,bifurcation:3 theory | bifurcation:3 theory,False
[CLS] Michael Ruse:2 works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,philosophy of science | Science ( General ) | philosophy of science,False
[CLS] Nikolay:2 Ilminsky:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,Turkology:2 | Turcology:2 | Turkish studies | Turkologie:2 | Turkology:2,False
[CLS] Bernhard Dorn:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,"Oriental studies | Asian Studies | Oriental Studies , | Oriental Studies , Orientalics:2 | Oriental studies | Orientalics:2",False
[CLS] Anna - Teresa Tymieniecka:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,phenomenology:4 | phenomenology:4,False
[CLS] Julius Victor Carus:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Shahab:2 al - Din Suhrawardi:4 works in the field of [MASK] [MASK] . [SEP],Shahab:2,Sufism:3 | Sufi:2 | Sufi:2 ( person ) | Sufism:3,False
[CLS] Norair:2 Sisakian:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,biochemistry:4 | Biochemistry | biochemistry:4 | biological chemistry,False
[CLS] Cai Xitao:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Tomek:2 Bartoszyński:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,set theory | set theory,False
[CLS] Nikita Moiseyev:3 works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,applied mathematics | applied mathematics,False
[CLS] Friedrich Daniel von Recklinghausen:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,anatomical:3 pathology:2 | anatomic:3 pathology:2 | anatomical:3 pathology:2,False
[CLS] Luigi Broglio:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,astronautics:4 | astronautical:4 engineering | astronautics:4,False
[CLS] Expert:2 Opinion:3 on Drug Metabolism:2 & Toxicology:3 works in the field of [MASK] [MASK] . [SEP],metabolism:2,toxicology:3 | toxicology:3,False
[CLS] Hans Spemann:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,embryology:3 | embryology:3,False
[CLS] Hans Hahn works in the field of [MASK] [MASK] . [SEP],astronomy:2,set theory | set theory,False
[CLS] Ophthalmology:5 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],Ophthalmol:4,ophthalmology:5 | Ophthalmology:5 | eye care | eye medicine | ophthalmology:5,False
[CLS] Stanisław Kostanecki:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,organic chemistry | Organic Chemistry | Organic chemistry | organic chemistry,False
[CLS] John Tradescant:3 the Younger works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] William Menasco:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychologists:3,topology:2 | topology:2,False
[CLS] George Smith works in the field of [MASK] [MASK] . [SEP],science fiction,Assyriology:3 | Assyriology:3,False
[CLS] Albert Ellis works in the field of [MASK] [MASK] . [SEP],astronomy:2,clinical psychology | clinical psychology,False
[CLS] Cornell Lab of Ornithology:4 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],Ornithology:4,ornithology:4 | ornithology:4,True
[CLS] Wilhelm Hofmeister:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Alexander Beilinson:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,algebraic:2 geometry | algebraic:2 geometry,False
[CLS] Hermann von Helmholtz:3 works in the field of [MASK] [MASK] [MASK] . [SEP],mag mag mag,physiology:3 | Physiology | physiology:3,False
[CLS] Chushiro:3 Hayashi:2 works in the field of [MASK] [MASK] . [SEP],visual arts,astrophysics:5 | Astrophysics | astrophysics:5,False
[CLS] Julius Rudolph Theodor Vogel works in the field of [MASK] . [SEP],Vogel,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Aaron Aaronsohn:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Pharmacotherapy:5 works in the field of [MASK] [MASK] [MASK] . [SEP],pharmacology:3,pharmacology:3 | Therapeutics:4 . Pharmacology:3 | pharmacology:3,True
[CLS] Thomas Robert Soderstrom:4 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Steven N . S . Cheung:2 works in the field of [MASK] [MASK] . [SEP],Cheung:2,microeconomics:4 | microeconomics:4 | price theory,False
[CLS] Shigefumi:4 Mori works in the field of [MASK] [MASK] [MASK] . [SEP],visual visual visual,algebraic:2 geometry | algebraic:2 geometry,False
[CLS] Wernher:3 von Braun works in the field of [MASK] [MASK] . [SEP],astronomy:2,aerospace:3 engineering | Aerospace engineering | aerospace:3 engineering,False
[CLS] Paul Heinrich von Groth:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,mineralogy:2 | Mineralogy:2 | mineralogy:2,False
[CLS] Gérard Encausse:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,occult:3 | occult:3 | occultism:4,False
[CLS] Jisaburo:3 Ohwi:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],Tōkyō:4,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Richard M . Dudley works in the field of [MASK] [MASK] . [SEP],astronomy:2,probability theory | probability theory,False
[CLS] Jean - Baptiste Claudot:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Alfréd:3 Rényi:2 works in the field of [MASK] [MASK] . [SEP],sociology:2,combinatorics:4 | combinatorics:4,False
[CLS] Christos:2 Tsountas:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,classical archaeology:3 | classical archaeology:3 | classical archeology:3,False
[CLS] Naum:2 Akhiezer:3 works in the field of [MASK] [MASK] [MASK] . [SEP],co - operation,approximation:3 theory | approximation:3 theory,False
[CLS] Václav E . Beneš:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,queueing:2 theory | queueing:2 theory | queuing:2 theory,False
[CLS] Dukinfield:3 Henry Scott works in the field of [MASK] [MASK] [MASK] . [SEP],invertebrata:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Juan José Linz works in the field of [MASK] [MASK] [MASK] . [SEP],investigator:3,political science | Political science | Political science ( General ) | polisci:2 | political science | political studies,False
[CLS] Titanic Thompson works in the field of [MASK] [MASK] . [SEP],swimmer:2,Hustling:2 | Hustling:2,False
[CLS] Martin Margiela:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,fashion design | fashion design,False
[CLS] Arnold Squitieri:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,illegal drug trade | Drug traffic | drug trafficking:2 | illegal drug trade,False
[CLS] Lotte van Beek:2 works in the field of [MASK] [MASK] [MASK] . [SEP],television and television,speed skating:2 | speed skating:2 | speed - skating:2 | speedskating:3,False
[CLS] Boris Delaunay:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,crystallography:3 | Crystallography:3 | crystallography:3,False
[CLS] Ruth Faden:2 works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,bioethics:3 | bioethics:3,False
[CLS] James Edward Smith works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] European Journal of Pharmacology:3 works in the field of [MASK] [MASK] [MASK] . [SEP],pharmacology:3,pharmacology:3 | Therapeutics:4 . Pharmacology:3 | pharmacology:3,True
[CLS] Eric Hoffer:2 works in the field of [MASK] [MASK] [MASK] . [SEP],physicist:3,social psychology | social psychology,False
[CLS] Gensim:2 works in the field of [MASK] [MASK] . [SEP],the field,natural language processing | NLP:2 | natural language processing,False
[CLS] Bernd J . Kröger:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,phonetics:2 | phonetics:2,False
[CLS] Judith Butler works in the field of [MASK] [MASK] . [SEP],literary criticism,literary theory | Literary theory | literary theory,False
[CLS] August Schenk:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Cleve:2 Backster:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],Cyclist:4,polygraph:4 | lie detector:2 | lie detector:2 test | polygraph:4,False
[CLS] Sociedad para el Estudio:2 del Andaluz:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,Andalusian:3 Spanish | Andalusian:3 Spanish,False
[CLS] Neuropharmacology:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],neuropharmacology:5,neuropharmacology:5 | neuropharmacology:5,True
[CLS] Brian Bowditch:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,topology:2 | topology:2,False
[CLS] Stephen Wiesner:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,quantum information science | quantum informatics:2 | quantum information science | quantum information theory,False
[CLS] Eduardo Naranjo:2 works in the field of [MASK] [MASK] . [SEP],the arts,art of painting | art of painting | painting,False
[CLS] Joachim Wilhelm Franz Philipp von Holtzendorff:4 works in the field of [MASK] [MASK] . [SEP],astronomy:2,jurisprudence:4 | jurisprudence:4 | law | legal science | legal theory,False
[CLS] Raymond Thayer:2 Birge:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,physical chemistry | physical chemistry,False
[CLS] Johannes Boersma:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,mathematical analysis | Analysis | analysis | mathematical analysis,False
[CLS] Ignatz:3 Urban works in the field of [MASK] [MASK] [MASK] . [SEP],archaeology:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Philip Miller works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] knot:2 works in the field of [MASK] [MASK] . [SEP],knot:2,knot:2 theory | knot:2 theory,False
[CLS] Callippus:3 works in the field of [MASK] [MASK] . [SEP],myths:2,astronomy:2 | Astronomy | astronomy:2,False
[CLS] Josef Holub:2 works in the field of [MASK] [MASK] [MASK] . [SEP],scenics:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Don Zagier:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,number theory | arithmetic:4 | number theory,False
[CLS] Catherine Lord works in the field of [MASK] [MASK] [MASK] . [SEP],Cooping:3,colonialism:2 | colonialism:2,False
[CLS] Earle:2 Gorton:2 Linsley:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Cooping:3,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Ivan M . Niven:2 works in the field of [MASK] [MASK] [MASK] . [SEP],physicist:3,number theory | arithmetic:4 | number theory,False
[CLS] Tobis:2 Film works in the field of [MASK] [MASK] [MASK] . [SEP],sub - production,film distribution | film distribution | motion picture distribution | movie distribution,False
[CLS] Arthur Milgram:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,differential geometry | differential geometry,False
[CLS] Yodelin:3 ' Slim Clark works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],women ' s literature,yodeling:2 | Yodeling:2 | yodel:2 | yodeling:2,False
[CLS] Donald Knuth:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,computer science | CS | CompSci:4 | Computer Science | Electronic computers . Computer science | computation:2 science | computer science | computer sciences | computing science | computing sciences | informatics:2 | information processing science | science of computing | sciences of computing,False
[CLS] Otto Neurath:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,sociology:2 | Sociology ( General ) | Subject:2 : Sociology | sociology:2,False
[CLS] Dag Prawitz:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,proof theory | proof theory,False
[CLS] Carl Fredrik Nyman:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] John Nathaniel Couch:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,mycology:2 | mycology:2,False
[CLS] KOS:2 works in the field of [MASK] [MASK] [MASK] . [SEP],co - operation,counterintelligence:4 | counter - espionage:3 | counterintelligence:4,False
[CLS] N . U . Prabhu:3 works in the field of [MASK] [MASK] [MASK] . [SEP],social sociology:2,queueing:2 theory | queueing:2 theory | queuing:2 theory,False
[CLS] Rudolf Kner:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychology and psychology,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Christian de Duve:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,cell biology | cell biology | cellular:2 biology | cytology:3,False
[CLS] Dresden school works in the field of [MASK] [MASK] . [SEP],Dresden school,art of sculpture | art of sculpture | sculpture,False
[CLS] quality - adjusted:2 life year works in the field of [MASK] [MASK] [MASK] . [SEP],health and health,health economics | health economics,False
[CLS] David Eisenbud:2 works in the field of [MASK] [MASK] . [SEP],sociology:2,algebraic:2 geometry | algebraic:2 geometry,False
[CLS] Rinchen:2 Barsbold:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,paleontology:3 | palaeontology:4 | paleontology:3 | palæontology:4,False
[CLS] Andy Miah:2 works in the field of [MASK] [MASK] [MASK] . [SEP],media and media,bioethics:3 | bioethics:3,False
[CLS] pointillism:3 works in the field of [MASK] [MASK] [MASK] . [SEP],post - post,art of painting | art of painting | painting,False
[CLS] Ruqaya:4 Al - Ghasra:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,"100 metres | 100 m | 100 meter | 100 meters | 100 metre | 100 metres | 100 metres run | 100 metres , 100 - metre dash:2 | 100 - metre dash:2 | 100 - metre run",False
[CLS] Stephen Hawking:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,quantum gravity | QG:2 | quantum gravity,False
[CLS] Murray Rothbard:2 works in the field of [MASK] [MASK] . [SEP],sociology:2,libertarianism:3 | libertarianism:3,False
[CLS] Boris Hessen works in the field of [MASK] [MASK] [MASK] . [SEP],Art . Art,history of science | Scientific History | history of science | Нistory:3 of Science,False
[CLS] Goichi:2 Suda:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,video game | game | video game | video games | videogame:2 | videogames:3,False
[CLS] Aby Warburg:2 works in the field of [MASK] [MASK] . [SEP],Warburg:2,history of art | art history | history of art,False
[CLS] W . Hugh Woodin:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,set theory | set theory,False
[CLS] Lorenz Oken:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] graph works in the field of [MASK] [MASK] [MASK] . [SEP],the graph works,computer science | CS | CompSci:4 | Computer Science | Electronic computers . Computer science | computation:2 science | computer science | computer sciences | computing science | computing sciences | informatics:2 | information processing science | science of computing | sciences of computing,False
[CLS] Ernst Specker:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,set theory | set theory,False
[CLS] Solomon W . Golomb:2 works in the field of [MASK] [MASK] [MASK] . [SEP],microscopy:3,number theory | arithmetic:4 | number theory,False
[CLS] G . H . Hardy works in the field of [MASK] [MASK] . [SEP],sociology:2,number theory | arithmetic:4 | number theory,False
[CLS] Ciro:2 Mancuso:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,illegal drug trade | Drug traffic | drug trafficking:2 | illegal drug trade,False
[CLS] Vasily:2 Zuyev:2 works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Richard Assmann:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,meteorology:3 | meteorology:3,False
[CLS] Marinus:2 of Tyre:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,cartography:2 | Cartography:2 | cartography:2 | map making | maps,False
[CLS] Fuad:2 Aleskerov:3 works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,game theory | game theory,False
[CLS] Fayyazuddin:4 works in the field of [MASK] [MASK] [MASK] . [SEP],Shaykh:3,mathematical physics | mathematical physics,False
[CLS] Sébastien Vaillant:2 works in the field of [MASK] [MASK] [MASK] . [SEP],investigator:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Samantha Power works in the field of [MASK] [MASK] . [SEP],climate change,freedom of religion | freedom of faith | freedom of religion | freedom of worship | religious freedom,False
[CLS] Diederich:3 Franz Leonhard von Schlechtendal:4 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Karl Wilhelm von Kupffer:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,anatomy:3 | anatomy:3 | general anatomy:3,False
[CLS] Ulrich Eisenlohr:3 works in the field of [MASK] [MASK] [MASK] . [SEP],cooperatives:3,classical music | European classical music | Western art music | Western classical music | classical music,False
[CLS] Carey Price works in the field of [MASK] [MASK] . [SEP],cooperative:2,goaltender:2 | goalie:2 | goalkeeper | goaltender:2 | ice hockey goalkeeper | ice hockey goaltender:2,False
[CLS] Baruch:2 Brody works in the field of [MASK] [MASK] . [SEP],sociology:2,bioethics:3 | bioethics:3,False
[CLS] programming style works in the field of [MASK] [MASK] [MASK] . [SEP],programming and language,computer science | CS | CompSci:4 | Computer Science | Electronic computers . Computer science | computation:2 science | computer science | computer sciences | computing science | computing sciences | informatics:2 | information processing science | science of computing | sciences of computing,False
[CLS] Joseph Anselm:3 Feuerbach:2 works in the field of [MASK] [MASK] [MASK] . [SEP],philosophy and theology,archaeology:3 | Archaeology | archaeology:3 | archeology:3 | archæology:3 | excavation:3,False
[CLS] Harold Davenport works in the field of [MASK] [MASK] [MASK] . [SEP],physicist:3,number theory | arithmetic:4 | number theory,False
[CLS] Irina Glushkova:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,Indology:2 | Indology:2 | South Asian studies,False
[CLS] Leonora:2 A . Hohl:2 works in the field of [MASK] [MASK] [MASK] . [SEP],invertebrata:3,Saccharomyces:5 cerevisiae:4 | Saccharomyces:5 cerevisiae:4 | brewer:3 ' s yeast:2 | budding:3 yeast:2,False
[CLS] David Paintin:2 works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,obstetrics:4 and gynaecology:4 | OB:2 - GYN:3 | OB:2 / GYN:3 | OBG:3 | obstetrics:4 and gynaecology:4 | obstetrics:4 and gynecology:3,False
[CLS] Hiroshi Ishiguro:3 works in the field of [MASK] [MASK] [MASK] . [SEP],shō:2 sh,robotics:2 | robotics:2,False
[CLS] Hipólito:3 Ruiz López works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Cees:2 Dekker:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,nanotechnology:4 | nano:2 science | nanoscience:3 | nanotech:3 | nanotechnology:4 | nanotechnology:4 engineering,False
[CLS] Ilia:2 Vekua:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,integral equation | integral equation,False
[CLS] K . B . Reid works in the field of [MASK] [MASK] . [SEP],astronomy:2,graph theory | graph theory,False
[CLS] Graham Higman:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,group theory | Symmetry:3 point group | group theory,False
[CLS] Wilhelm Anderson works in the field of [MASK] [MASK] . [SEP],astronomy:2,astrophysics:5 | Astrophysics | astrophysics:5,False
[CLS] Jared Diamond works in the field of [MASK] [MASK] . [SEP],myth:2,ecology:2 | Ecology | Environmental sciences | ecology:2,False
[CLS] William Edward de Winton:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Louis de Broglie:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,theoretical physics | theoretical physics,False
[CLS] Doro:2 Levi works in the field of [MASK] [MASK] . [SEP],sociology:2,archaeology:3 | Archaeology | archaeology:3 | archeology:3 | archæology:3 | excavation:3,False
[CLS] Merritt:2 Lyndon Fernald:3 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Gheorghe Panaiteanu:4 Bardasare:3 works in the field of [MASK] [MASK] . [SEP],cultural heritage,art of painting | art of painting | painting,False
[CLS] Filaret:3 Kolessa:2 works in the field of [MASK] [MASK] [MASK] . [SEP],cooperatives:3,musicology:2 | Music | Musicology:2,False
[CLS] Renato Caccioppoli:4 works in the field of [MASK] [MASK] [MASK] . [SEP],co - operation,functional analysis | functional analysis,False
[CLS] Raymond Louis Wilder works in the field of [MASK] [MASK] . [SEP],sociology:2,topology:2 | topology:2,False
[CLS] Emanuel Sperner:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,combinatorics:4 | combinatorics:4,False
[CLS] Nepalese:2 Journal of Ophthalmology:5 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],Ophthalmol:4,ophthalmology:5 | Ophthalmology:5 | eye care | eye medicine | ophthalmology:5,False
[CLS] Satoshi:2 Tajiri:2 works in the field of [MASK] [MASK] [MASK] . [SEP],shōjo:3,video game | game | video game | video games | videogame:2 | videogames:3,False
[CLS] Paul Halmos:2 works in the field of [MASK] [MASK] . [SEP],myths:2,set theory | set theory,False
[CLS] Karl Theodor Ernst von Siebold:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Adrian Hardy Haworth:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Dimitris:2 Dimitrakos:4 works in the field of [MASK] [MASK] . [SEP],the arts,epistemology:3 | epistemology:3,False
[CLS] Rudi Studer:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],women ' s literature,Semantic:3 Web | Semantic:3 Web,False
[CLS] Nicola Levoli:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychologists:3,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Boleslav Mlodzeevskii:5 works in the field of [MASK] [MASK] [MASK] . [SEP],archaeology:3,algebraic:2 geometry | algebraic:2 geometry,False
[CLS] Carolus Clusius:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Bundesgrenzschutz:4 works in the field of [MASK] [MASK] . [SEP],intelligence intelligence,border guard | border guard,False
[CLS] Robert Minlos:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,probability theory | probability theory,False
[CLS] Helen E . Fisher works in the field of [MASK] [MASK] . [SEP],astronomy:2,anthropology:4 | Anthropology | anthropology:4,False
[CLS] Richard Hertwig:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
