sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Peter Geach:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.42637
[CLS] Kim Deal is a member of The Breeders:3 . [SEP],The Breeders:3,The Breeders:3,1,The Breeders:3,1,-1.33186
[CLS] John Haffenden:3 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.94961
[CLS] Michael Jackson is a member of The Jackson 5 . [SEP],The Jackson 5,The Jackson 5,1,The Jackson 5,1,-1.54755
[CLS] Joaquín José Lavín:3 Infante is a member of Opus Dei . [SEP],Opus Dei,Opus Dei,1,Opus Dei,1,-0.43390
[CLS] Vulimiri:3 Ramalingaswami:4 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.63152
[CLS] Steven Cowley:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.88639
[CLS] John Strode:2 is a member of Cavalier:2 Parliament . [SEP],Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-3.16545
[CLS] Gerard A . Alphonse is a member of Institute of Electrical and Electronics Engineers . [SEP],Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers,1,Institute of Electrical and Electronics Engineers,1,-0.58456
[CLS] Kurt Lambeck:2 is a member of Australian Academy of Science . [SEP],Australian Academy of Science,Australian Academy of Science,1,Australian Academy of Science,1,-2.85734
[CLS] Elizabeth Blackburn is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.43852
[CLS] Alfred Bester is a member of Psi:2 Corps . [SEP],Psi:2 Corps,Psi:2 Corps,1,Psi:2 Corps,1,-6.12162
[CLS] James Gould is a member of Cavalier:2 Parliament . [SEP],Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-3.72117
[CLS] Wolfgang Müller - Wiener is a member of German Archaeological Institute . [SEP],German Archaeological Institute,German Archaeological Institute,1,German Archaeological Institute,1,-4.35959
[CLS] Augustus George Vernon Harcourt is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.98406
[CLS] Tunisia is a member of Arab League . [SEP],Arab League,Arab League,1,Arab League,1,-5.25354
[CLS] Edmund Davy is a member of Royal Irish Academy . [SEP],Royal Irish Academy,Royal Irish Academy,1,Royal Irish Academy,1,-5.52018
[CLS] Ivan Roitt:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.29778
[CLS] Patrick Stump:2 is a member of Fall Out Boy . [SEP],Fall Out Boy,Fall Out Boy,1,Fall Out Boy,1,-0.12734
[CLS] Eric W . Mountjoy:2 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.53606
[CLS] Kuwait Football Association is a member of Asian Football Confederation . [SEP],Asian Football Confederation,Asian Football Confederation,1,Asian Football Confederation,1,-3.71623
[CLS] Craig Mabbitt:3 is a member of Escape the Fate . [SEP],Escape the Fate,Escape the Fate,1,Escape the Fate,1,-1.25318
[CLS] Dave McClain:4 is a member of Machine Head . [SEP],Machine Head,Machine Head,1,Machine Head,1,-2.97702
[CLS] John Russell is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.35745
[CLS] William Falconer:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.32364
[CLS] Felix Booth is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.21589
[CLS] Ric:2 Ocasek:3 is a member of The Cars . [SEP],The Cars,The Cars,1,The Cars,1,-5.34741
[CLS] Donald Blackburn is a member of Special Forces . [SEP],Special Forces,Special Forces,1,Special Forces,1,-2.07252
[CLS] Mugur:2 Isărescu:3 is a member of Romanian Academy . [SEP],Romanian Academy,Romanian Academy,1,Romanian Academy,1,-4.33171
[CLS] Giles Nuttgens:3 is a member of British Society of Cinematographers:4 . [SEP],British Society of Cinematographers:4,British Society of Cinematographers:4,1,British Society of Cinematographers:4,1,-1.09126
[CLS] Italian Pirate Party is a member of Pirate Parties:2 International . [SEP],Pirate Parties:2 International,Pirate Parties:2 International,1,Pirate Parties:2 International,1,-2.08547
[CLS] Leonard Hawkes:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.47377
[CLS] Clarke Abel is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.19091
[CLS] Archibald Fletcher is a member of Faculty of Advocates:4 . [SEP],Faculty of Advocates:4,Faculty of Advocates:4,1,Faculty of Advocates:4,1,-1.05614
[CLS] Akira Yamada:2 is a member of Japan Academy . [SEP],Japan Academy,Japan Academy,1,Japan Academy,1,-4.31551
[CLS] John Fryer:2 is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.24136
[CLS] Semir:2 Zeki:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.98632
"[CLS] Sir Richard Vyvyan:4 , 1st Baronet is a member of Cavalier:2 Parliament . [SEP]",Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-2.59679
[CLS] John Bayley:2 is a member of Royal Society of Literature . [SEP],Royal Society of Literature,Royal Society of Literature,1,Royal Society of Literature,1,-2.05524
[CLS] William James Smythe:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.44941
[CLS] John Eklund:2 is a member of Ohio Senate . [SEP],Ohio Senate,Ohio Senate,1,Ohio Senate,1,-7.91844
[CLS] Étienne Ghys:2 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.07243
[CLS] Hans Clevers:3 is a member of Royal Netherlands Academy of Arts and Sciences . [SEP],Royal Netherlands Academy of Arts and Sciences,Royal Netherlands Academy of Arts and Sciences,1,Royal Netherlands Academy of Arts and Sciences,1,-1.83910
[CLS] Henry Barkly:3 is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-1.79848
[CLS] Chris Wallace is a member of Association for Computing Machinery:2 . [SEP],Association for Computing Machinery:2,Association for Computing Machinery:2,1,Association for Computing Machinery:2,1,-0.92579
[CLS] William Archibald Mackintosh:3 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.81726
[CLS] Bolivia is a member of Mercosur:3 . [SEP],Mercosur:3,Mercosur:3,1,Mercosur:3,1,-0.10238
[CLS] Federação Maranhense:3 de Futebol is a member of Brazilian Football Confederation . [SEP],Brazilian Football Confederation,Brazilian Football Confederation,1,Brazilian Football Confederation,1,-2.29321
[CLS] Francisco Frutos:2 is a member of Workers ' Commissions:2 . [SEP],Workers ' Commissions:2,Workers ' Commissions:2,1,Workers ' Commissions:2,1,-3.72502
[CLS] Thomas Thomson is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-0.76380
[CLS] Georges Dreyer:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.69920
[CLS] G . G . Coulton:3 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.37471
[CLS] George V . Chilingar:2 is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-1.23943
[CLS] Bruno Beger:2 is a member of Schutzstaffel:3 . [SEP],Schutzstaffel:3,Schutzstaffel:3,1,Schutzstaffel:3,1,-0.72159
[CLS] Thailand is a member of Asian Development Bank . [SEP],Asian Development Bank,Asian Development Bank,1,Asian Development Bank,1,-3.25847
[CLS] James Alderson:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.52321
[CLS] University of Liverpool is a member of Russell Group . [SEP],Russell Group,Russell Group,1,Russell Group,1,-5.84075
[CLS] Grigory:3 Zinoviev:3 is a member of Politburo:4 of the Central Committee of the Communist Party of the Soviet Union . [SEP],Politburo:4 of the Central Committee of the Communist Party of the Soviet Union,Politburo:4 of the Central Committee of the Communist Party of the Soviet Union,1,Politburo:4 of the Central Committee of the Communist Party of the Soviet Union,1,-0.38463
[CLS] Germany is a member of World Bank . [SEP],World Bank,World Bank,1,World Bank,1,-2.41204
[CLS] member state of the Bolivarian:3 Alliance for the Americas is a member of Bolivarian:3 Alliance for the Americas . [SEP],Bolivarian:3 Alliance for the Americas,Bolivarian:3 Alliance for the Americas,1,Bolivarian:3 Alliance for the Americas,1,-0.02357
[CLS] Teru:2 is a member of Glay:2 . [SEP],Glay:2,Glay:2,1,Glay:2,1,-7.19657
[CLS] Charles Townshend is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-6.54067
[CLS] John Bratby:3 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-1.79478
[CLS] John Goodsir:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.18035
[CLS] William IV of the United Kingdom is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.81021
[CLS] C . F . Powell is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.33529
[CLS] Wilfrid:3 James Hemp:2 is a member of Society of Antiquaries:3 of London . [SEP],Society of Antiquaries:3 of London,Society of Antiquaries:3 of London,1,Society of Antiquaries:3 of London,1,-0.52870
[CLS] Karsten:2 Anker:2 Solhaug:3 is a member of The Salvation:2 Army . [SEP],The Salvation:2 Army,The Salvation:2 Army,1,The Salvation:2 Army,1,-1.95354
[CLS] Sam Wang is a member of 5566:2 . [SEP],5566:2,5566:2,1,5566:2,1,-5.37193
[CLS] Martin Gore is a member of Depeche:2 Mode . [SEP],Depeche:2 Mode,Depeche:2 Mode,1,Depeche:2 Mode,1,-0.01015
[CLS] Rachel Summers is a member of X - Men . [SEP],X - Men,X - Men,1,X - Men,1,-0.15126
[CLS] Murray Barr is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.40518
[CLS] Roland Orzabal:3 is a member of Tears for Fears:2 . [SEP],Tears for Fears:2,Tears for Fears:2,1,Tears for Fears:2,1,-0.18730
[CLS] Rod Davies is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.39669
[CLS] Peter D . Mitchell is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.21185
[CLS] Dave Swarbrick:4 is a member of Fairport:2 Convention . [SEP],Fairport:2 Convention,Fairport:2 Convention,1,Fairport:2 Convention,1,-0.76211
[CLS] Arkillo:2 is a member of Sinestro:2 Corps . [SEP],Sinestro:2 Corps,Sinestro:2 Corps,1,Sinestro:2 Corps,1,-3.38559
[CLS] Oxblood:4 Ruffin:2 is a member of Hacktivismo:4 . [SEP],Hacktivismo:4,Hacktivismo:4,1,Hacktivismo:4,1,-5.73476
[CLS] Eric Moon is a member of American Library Association . [SEP],American Library Association,American Library Association,1,American Library Association,1,-3.14834
[CLS] Antal Hekler:2 is a member of Hungarian Academy of Sciences . [SEP],Hungarian Academy of Sciences,Hungarian Academy of Sciences,1,Hungarian Academy of Sciences,1,-0.63998
[CLS] Henry Elderfield:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.61741
[CLS] Roel:2 Sterckx:4 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.77316
[CLS] James Craig is a member of Ulster Defence Association . [SEP],Ulster Defence Association,Ulster Defence Association,1,Ulster Defence Association,1,-6.46980
[CLS] Harald Fuchs is a member of German Academy of Science and Engineering . [SEP],German Academy of Science and Engineering,German Academy of Science and Engineering,1,German Academy of Science and Engineering,1,-1.71015
[CLS] European Union is a member of Quartet on the Middle East . [SEP],Quartet on the Middle East,Quartet on the Middle East,1,Quartet on the Middle East,1,-4.05571
"[CLS] George Finch , 9th Earl of Winchilsea:4 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-2.25581
[CLS] Lesotho Football Association is a member of Confederation of African Football . [SEP],Confederation of African Football,Confederation of African Football,1,Confederation of African Football,1,-3.61365
[CLS] James Petrie:2 is a member of Royal College of Physicians:3 . [SEP],Royal College of Physicians:3,Royal College of Physicians:3,1,Royal College of Physicians:3,1,-0.65257
[CLS] Denmark is a member of United Nations . [SEP],United Nations,United Nations,1,United Nations,1,-1.70022
[CLS] Fergie:2 is a member of The Black Eyed Peas:2 . [SEP],The Black Eyed Peas:2,The Black Eyed Peas:2,1,The Black Eyed Peas:2,1,-0.24493
[CLS] Leroy Chang is a member of Academia Sinica:2 . [SEP],Academia Sinica:2,Academia Sinica:2,1,Academia Sinica:2,1,-2.14374
[CLS] Jal:2 Cooper is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-1.83161
[CLS] Abraham Bennet:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.59370
"[CLS] William Penney:2 , Baron Penney:2 is a member of Royal Society of Edinburgh . [SEP]",Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.19244
[CLS] Victor Ivrii:3 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-3.04604
[CLS] Frederick L . Ransome:3 is a member of National Academy of Sciences . [SEP],National Academy of Sciences,National Academy of Sciences,1,National Academy of Sciences,1,-1.19610
[CLS] Li Sanli:2 is a member of Chinese Academy of Engineering . [SEP],Chinese Academy of Engineering,Chinese Academy of Engineering,1,Chinese Academy of Engineering,1,-2.99424
[CLS] Paul Corkum:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.45649
[CLS] Georg Loeschcke:3 is a member of German Archaeological Institute . [SEP],German Archaeological Institute,German Archaeological Institute,1,German Archaeological Institute,1,-4.48647
[CLS] Jonathan Goddard is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.23608
[CLS] Samuel Logan Brengle:3 is a member of The Salvation:2 Army . [SEP],The Salvation:2 Army,The Salvation:2 Army,1,The Salvation:2 Army,1,-0.99449
[CLS] Czesław:3 Zakaszewski:4 is a member of Warsaw Scientific Society . [SEP],Warsaw Scientific Society,Warsaw Scientific Society,1,Warsaw Scientific Society,1,-4.76754
[CLS] Csaba:2 Földes:3 is a member of Hungarian Academy of Sciences . [SEP],Hungarian Academy of Sciences,Hungarian Academy of Sciences,1,Hungarian Academy of Sciences,1,-0.91104
[CLS] Barry Weiss is a member of Sigma Pi . [SEP],Sigma Pi,Sigma Pi,1,Sigma Pi,1,-5.01015
[CLS] Petrus Houttuyn:4 is a member of German Academy of Sciences Leopoldina:2 . [SEP],German Academy of Sciences Leopoldina:2,German Academy of Sciences Leopoldina:2,1,German Academy of Sciences Leopoldina:2,1,-1.52387
[CLS] Roger McGough:4 is a member of Royal Society of Literature . [SEP],Royal Society of Literature,Royal Society of Literature,1,Royal Society of Literature,1,-2.21801
[CLS] Francis Hayman:2 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.31381
[CLS] Joseph Jekyll:3 is a member of Inner Temple . [SEP],Inner Temple,Inner Temple,1,Inner Temple,1,-3.04790
[CLS] Yurii:2 Reshetnyak:4 is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-0.76440
[CLS] LeRoy:3 Battle is a member of Tuskegee:3 Airmen:2 . [SEP],Tuskegee:3 Airmen:2,Tuskegee:3 Airmen:2,1,Tuskegee:3 Airmen:2,1,-2.64378
[CLS] Brian North Lee is a member of Society of Antiquaries:3 of London . [SEP],Society of Antiquaries:3 of London,Society of Antiquaries:3 of London,1,Society of Antiquaries:3 of London,1,-0.53901
[CLS] Nikolay:2 Kruchina:3 is a member of Central Committee of the Communist Party of the Soviet Union . [SEP],Central Committee of the Communist Party of the Soviet Union,Central Committee of the Communist Party of the Soviet Union,1,Central Committee of the Communist Party of the Soviet Union,1,-0.35939
[CLS] John Scott is a member of Addled:3 Parliament . [SEP],Addled:3 Parliament,Addled:3 Parliament,1,Addled:3 Parliament,1,-7.65407
[CLS] Bernard Etkin:2 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.86155
[CLS] Robert Stalnaker:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.26524
[CLS] Bernardine:2 Evaristo:2 is a member of Royal Society of Literature . [SEP],Royal Society of Literature,Royal Society of Literature,1,Royal Society of Literature,1,-3.01057
[CLS] Nina Akamu:3 is a member of National Sculpture Society . [SEP],National Sculpture Society,National Sculpture Society,1,National Sculpture Society,1,-4.92655
[CLS] Pieter Ramp:2 is a member of Haarlem schutterij:4 . [SEP],Haarlem schutterij:4,Haarlem schutterij:4,1,Haarlem schutterij:4,1,-2.60270
[CLS] Martin T . Barlow is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.45053
[CLS] Hendrick:3 Coning:2 is a member of Haarlem schutterij:4 . [SEP],Haarlem schutterij:4,Haarlem schutterij:4,1,Haarlem schutterij:4,1,-2.49957
[CLS] John O ' Keefe:2 is a member of University College London . [SEP],University College London,University College London,1,University College London,1,-1.92669
[CLS] The Scout Association is a member of World Organization of the Scout Movement . [SEP],World Organization of the Scout Movement,World Organization of the Scout Movement,1,World Organization of the Scout Movement,1,-1.63049
[CLS] Robert Haynes is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.97042
[CLS] Douglas Samuel Jones is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.23447
[CLS] Pirna:2 - Sebnitz:3 Upper Elbe Transport Company is a member of Verkehrsverbund:4 Oberelbe:3 . [SEP],Verkehrsverbund:4 Oberelbe:3,Verkehrsverbund:4 Oberelbe:3,1,Verkehrsverbund:4 Oberelbe:3,1,-0.45101
[CLS] Lou Bernstein is a member of Photo League . [SEP],Photo League,Photo League,1,Photo League,1,-9.47131
"[CLS] William Lowther:2 , 2nd Earl of Lonsdale:3 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-1.62731
[CLS] New Orleans Saints is a member of National Football League . [SEP],National Football League,National Football League,1,National Football League,1,-0.91387
[CLS] Tourtour:2 is a member of The Most Beautiful Villages of France . [SEP],The Most Beautiful Villages of France,The Most Beautiful Villages of France,1,The Most Beautiful Villages of France,1,-1.93736
[CLS] Guofang:2 Wei is a member of American Mathematical Society . [SEP],American Mathematical Society,American Mathematical Society,1,American Mathematical Society,1,-3.21463
[CLS] William Henry Perkin:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.52508
[CLS] Wilhelm Ebel:2 is a member of Schutzstaffel:3 . [SEP],Schutzstaffel:3,Schutzstaffel:3,1,Schutzstaffel:3,1,-0.28549
[CLS] Patrick Cordingley:3 is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-2.06696
[CLS] Constantin C . Giurescu:3 is a member of Romanian Academy . [SEP],Romanian Academy,Romanian Academy,1,Romanian Academy,1,-3.67834
[CLS] Emil Kunze is a member of German Archaeological Institute . [SEP],German Archaeological Institute,German Archaeological Institute,1,German Archaeological Institute,1,-4.21532
[CLS] Pirate Party Belgium is a member of Pirate Parties:2 International . [SEP],Pirate Parties:2 International,Pirate Parties:2 International,1,Pirate Parties:2 International,1,-2.43664
[CLS] Mike Davies is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-2.24017
[CLS] Noel Malcolm is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.72739
[CLS] Arnold Alexander Hall is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.60079
[CLS] Paul Farley:2 is a member of Royal Society of Literature . [SEP],Royal Society of Literature,Royal Society of Literature,1,Royal Society of Literature,1,-2.35244
[CLS] Abednego:3 Mazibuko:4 is a member of Ladysmith:2 Black Mambazo:3 . [SEP],Ladysmith:2 Black Mambazo:3,Ladysmith:2 Black Mambazo:3,1,Ladysmith:2 Black Mambazo:3,1,-5.40546
[CLS] J . Clyde Mitchell is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.16065
[CLS] Roderic:2 Alfred Gregory is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.13474
[CLS] Libyan:2 Football Federation is a member of Confederation of African Football . [SEP],Confederation of African Football,Confederation of African Football,1,Confederation of African Football,1,-2.96624
[CLS] Karl Ernst von Baer:2 is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-1.72661
[CLS] Netherlands is a member of Accreditation:4 Organisation of the Netherlands and Flanders . [SEP],Accreditation:4 Organisation of the Netherlands and Flanders,Accreditation:4 Organisation of the Netherlands and Flanders,1,Accreditation:4 Organisation of the Netherlands and Flanders,1,-1.63568
[CLS] Risto:2 Kovačić:3 is a member of Serbian Academy of Sciences and Arts . [SEP],Serbian Academy of Sciences and Arts,Serbian Academy of Sciences and Arts,1,Serbian Academy of Sciences and Arts,1,-0.96692
[CLS] Bertrand Russell is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-0.38451
[CLS] Andrzej Chwalba:3 is a member of Polish Historical Society . [SEP],Polish Historical Society,Polish Historical Society,1,Polish Historical Society,1,-1.66502
[CLS] Ben Jealous:3 is a member of National Association for the Advancement:2 of Colored:2 People . [SEP],National Association for the Advancement:2 of Colored:2 People,National Association for the Advancement:2 of Colored:2 People,1,National Association for the Advancement:2 of Colored:2 People,1,-0.78640
[CLS] Jeffrey F . Hamburger is a member of American Philosophical Society . [SEP],American Philosophical Society,American Philosophical Society,1,American Philosophical Society,1,-1.27319
[CLS] Gordon Manley:2 is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-1.79297
[CLS] Jeon:2 Bo - ram:2 is a member of T - ara . [SEP],T - ara,T - ara,1,T - ara,1,-3.63226
[CLS] Johann Amman is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-1.85847
[CLS] William Tierney:2 Clark is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.78472
[CLS] Stanhope:3 Forbes is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.38880
[CLS] Wolfgang Suschitzky:4 is a member of British Society of Cinematographers:4 . [SEP],British Society of Cinematographers:4,British Society of Cinematographers:4,1,British Society of Cinematographers:4,1,-1.28613
[CLS] William Owfield:3 is a member of Cavalier:2 Parliament . [SEP],Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-3.17617
[CLS] Saki:2 Shimizu:3 is a member of Berryz:2 Kobo:2 . [SEP],Berryz:2 Kobo:2,Berryz:2 Kobo:2,1,Berryz:2 Kobo:2,1,-4.20102
[CLS] Timothy Clarke is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.30389
[CLS] Joseph Woods is a member of Geological Society of London . [SEP],Geological Society of London,Geological Society of London,1,Geological Society of London,1,-1.67028
[CLS] Geoffrey Beale:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.83151
[CLS] Izzy:2 Stradlin:3 is a member of Guns N ' Roses . [SEP],Guns N ' Roses,Guns N ' Roses,1,Guns N ' Roses,1,-0.35773
[CLS] Charles - François Brisseau:3 de Mirbel:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.96267
[CLS] Robin Saxby:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.00383
[CLS] Francis Wall Oliver is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.46713
[CLS] George Everest is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-0.69273
[CLS] Samuel Cousins:2 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.52813
"[CLS] Philip Henry Stanhope:3 , 4th Earl Stanhope:3 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-1.44542
[CLS] Abraham Woodhull:3 is a member of Culper:3 Ring . [SEP],Culper:3 Ring,Culper:3 Ring,1,Culper:3 Ring,1,-5.28482
[CLS] Emanuel Schäfer:3 is a member of Sturmabteilung:2 . [SEP],Sturmabteilung:2,Sturmabteilung:2,1,Sturmabteilung:2,1,-2.36091
[CLS] Bernhard Krüger is a member of Schutzstaffel:3 . [SEP],Schutzstaffel:3,Schutzstaffel:3,1,Schutzstaffel:3,1,-0.44462
[CLS] Thom Tuck:2 is a member of The Penny Dreadfuls:4 . [SEP],The Penny Dreadfuls:4,The Penny Dreadfuls:4,1,The Penny Dreadfuls:4,1,-1.84874
[CLS] Jack Hildyard:3 is a member of British Society of Cinematographers:4 . [SEP],British Society of Cinematographers:4,British Society of Cinematographers:4,1,British Society of Cinematographers:4,1,-1.02265
[CLS] Winifred:3 Burkle:3 is a member of Angel Investigations:2 . [SEP],Angel Investigations:2,Angel Investigations:2,1,Angel Investigations:2,1,-5.13714
[CLS] Mauritius is a member of United Nations . [SEP],United Nations,United Nations,1,United Nations,1,-1.53439
[CLS] Vasily:2 Vasilievsky:4 is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-0.90273
[CLS] Eric Clapton is a member of Derek and the Dominos:2 . [SEP],Derek and the Dominos:2,Derek and the Dominos:2,1,Derek and the Dominos:2,1,-0.68531
[CLS] Patrik:2 Rorsman:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.80338
[CLS] Vitaly:2 Bergelson:3 is a member of American Mathematical Society . [SEP],American Mathematical Society,American Mathematical Society,1,American Mathematical Society,1,-2.12977
[CLS] Debbi:2 Peterson is a member of The Bangles:2 . [SEP],The Bangles:2,The Bangles:2,1,The Bangles:2,1,-1.96199
[CLS] David Hidalgo is a member of Los Lobos:2 . [SEP],Los Lobos:2,Los Lobos:2,1,Los Lobos:2,1,-0.65486
[CLS] Japan is a member of World Trade Organization . [SEP],World Trade Organization,World Trade Organization,1,World Trade Organization,1,-1.00507
[CLS] Walter F . Bossert:2 is a member of Ku Klux:2 Klan . [SEP],Ku Klux:2 Klan,Ku Klux:2 Klan,1,Ku Klux:2 Klan,1,-0.26497
[CLS] Rana Mitter:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.90444
[CLS] Graham Hutchings:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.98784
"[CLS] Sir William Lawrence , 1st Baronet is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-2.05094
[CLS] Michael McVerry:4 is a member of Provisional Irish Republican Army . [SEP],Provisional Irish Republican Army,Provisional Irish Republican Army,1,Provisional Irish Republican Army,1,-4.93785
[CLS] Tanzania is a member of Commonwealth of Nations . [SEP],Commonwealth of Nations,Commonwealth of Nations,1,Commonwealth of Nations,1,-0.67096
[CLS] Edward Armstrong is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.75690
