Q2	पृथ्वी
Q13989	होन्शू
Q13990	वॅले डेल काऊका विभाग
Q14056	यान मायेन
Q14088	मोजारेला
Q14103	शांपेन-अॅर्देन
Q14112	कॉर्स
Q14116	macOS	ओएस एक्स
Q14132	उत्तर कोरिया फुटबॉल संघ
Q14169	सिंगकावांग
Q14182	बंजर्मसीन
Q14185	ऑक्सितान भाषा
Q14196	आफ्रिकान्स भाषा
Q14212	पंतप्रधान
Q14266	प्रॉक्झिमा सेन्टॉरी
Q14278	जॉन हर्षल
Q14294	ताहो नदी
Q14314	सांतियागो दे कोंपोस्तेला
Q14317	Uviéu	ओव्हियेदो
Q14318	व्हितोरिया
Q14325	लोग्रोन्यो
Q14328	सांता क्रुझ दे तेनेरीफ
Q14382	बीटा
Q14383	सावा नदी
Q14387	गामा
Q14390	डेल्टा
Q14392	इप्सिलॉन
Q14394	झीटा
Q14396	ईटा
Q14398	थीटा
Q14399	आयोटा
Q14401	कापा
Q14402	न्यू
Q14406	झी
Q14408	ओमिक्रॉन
Q14412	रो
Q14413	सिग्मा
Q14415	टाउ
Q14423	उप्सिलॉन
Q14425	काय
Q14432	साय
Q14440	इकिके
Q14452	ईस्टर द्वीप
Q14467	ला सेरेना
Q14549	स्कॉट्स भाषा
Q14634	मकस्सर
Q14773	मकाओ
Q14799	लेनोव्हो
Q14960	ब्रनो
Q15028	आंतरराष्ट्रीय मानकीकरण संघटना
Q15029	हू चिंताओ
Q15031	षी चिन्पिंग
Q15056	ज्यॉँ-लुक डेहेन
Q15059	२००० ऑस्ट्रेलियन ग्रांप्री
Q15091	कुनेओचे प्रांत
Q15094	ब्रीएलला प्रांत
Q15096	वॉर्सेली प्रांत
Q15097	अलेस्सांद्रिया प्रांत
Q15099	असती प्रांत
Q15104	प्रोव्हाँस-आल्प-कोत देझ्युर
Q15112	अरियालूर जिल्हा
Q15121	मिलान प्रांत
Q15174	षेंचेन
Q15175	क्वांगतोंग
Q15176	क्वांग्शी	गुआंगशी झुआँग स्वायत्त प्रदेश
Q15180	सोव्हियेत संघ
Q15182	करुर जिल्हा
Q15188	निलगिरी जिल्हा
Q15189	पहिला पॉल
Q15191	रामनाथपुरम जिल्हा
Q15194	तंजावूर जिल्हा
Q15205	विलुपुरम जिल्हा
Q15206	वेल्लूर जिल्हा
Q15282	नुएव्हो लेओन
Q15284	नगरपालिका
Q15338	पूर्व गोदावरी जिल्हा
Q15340	हैदराबाद जिल्हा
Q15341	गुंटुर जिल्हा
Q15342	वायएसआर कडप्पा जिल्हा
Q15379	केंडारी
Q15382	कृष्णा जिल्हा
Q15384	नालगोंडा जिल्हा
Q15390	प्रकाशम जिल्हा
Q15404	पश्चिम गोदावरी जिल्हा
Q15424	पूर्व कामेंग जिल्हा
Q15432	पापुम पारे जिल्हा
Q15459	पश्चिम कामेंग जिल्हा
Q15674	कागोशिमा
Q15679	बदाजोज
Q15682	काडिस
Q15684	सिगॉविया	सेगोविया
Q15695	सालामांका, स्पेन
Q15696	ज़मोरा
Q15701	कागोशिमा
Q15755	एफ.से. आउग्सबुर्ग
Q15786	१. एफ.से. न्युर्नबर्ग
Q15789	एफ.से. बायर्न म्युन्शन
Q15826	पलू
Q15847	मानदो
Q15862	क्विन (बॅंड)
Q15864	नेदरलँड्सचे संघटित राजतंत्र
Q15869	फ्रेडी मर्क्युरी
Q15878	नोर्मंदी
Q15906	पटुज
Q15975	मॅान्टेस्क्यू
Q16117	असकोली पिकिओ प्रांत
Q16126	बेलुनो प्रांत
Q16134	बेनेवेंटो प्रांत
Q16137	बेरगामो प्रांत
Q16144	ब्रेशिया चा प्रांत
Q16152	कार्बोनिया-इग्लेसियस प्रांत
Q16154	केटेनियाचा प्रांत
Q16163	क्रिमोना प्रांत
Q16168	फेरारा प्रांत
Q16172	फ्लॉरेन्स  प्रांत
Q16186	इंपीरीया प्रांत
Q16188	ला स्पेझिया प्रांत
Q16197	लेक्सेचे प्रांत
Q16199	लेक्को प्रांत
Q16200	लिवोर्नो प्रांत
Q16201	लॉडी प्रांत
Q16207	मेदिओ कॅम्पिडानो प्रांत
Q16209	मोडेना प्रांत
Q16210	मोंझा अँड ब्रायनझा प्रांत
Q16216	नोवारा प्रांत
Q16231	पाव्हिया प्रांत
Q16240	परूगिया प्रांत
Q16244	पिसा प्रांत
Q16245	पस्तोआ प्रांत
Q16247	पॉर्नडेनोन प्रांत
Q16250	प्रतो प्रांत
Q16252	रेवेना प्रांत
Q16253	रेजिओ कॅलब्रिया प्रांत
Q16258	मॉल्डोनाडो
Q16274	सावोना प्रांत
Q16282	सोंड्रिओ प्रांत
Q16287	ट्यूरिन प्रांत
Q16292	ट्रेव्हिसो प्रांत
Q16294	उडीन प्रांत
Q16297	विल्यम शॅटनर
Q16299	वारेसे प्रांत
Q16310	व्हेनिस प्रांत
Q16314	वेरोना प्रांत
Q16316	व्हिसेना प्रांत
Q16422	हरिकेन कत्रिना
Q16520	बुसान
Q16521	टॅक्सॉन
Q16533	न्यायाधीश
Q16538	साउथ पार्क
Q16551	व्हरमाँट
Q16552	सॅन डियेगो
Q16553	सॅन होजे
Q16554	डेन्व्हर
Q16555	ह्युस्टन
Q16556	फीनिक्स
Q16557	डॅलस
Q16558	फोर्ट वर्थ, टेक्सास
Q16559	ऑस्टिन
Q16563	मेम्फिस
Q16565	शार्लट
Q16567	कोलंबस
Q16568	जॅक्सनव्हिल
Q16572	क्वांगचौ
Q16574	चंग काई-शेक
Q16628	वन च्यापाओ
Q16635	ग्वॉम
Q16641	अमेरिकन सामोआ
Q16644	उत्तर मेरियाना द्वीपसमूह
Q16666	नांजिंग
Q16739	लाँग बीच, कॅलिफोर्निया
Q16867	एडगर अॅलन पो
Q16868	लॅरेडो
Q16950	सोल महानगरी सबवे
Q16954	बास-नोर्मंदी
Q16957	पूर्व जर्मनी
Q16959	उरुम्छी
Q16961	ऑत-नोर्मंदी
Q16963	च्यांग्सू
Q16967	च-च्यांग
Q16970	चर्च
Q16975	पोप पॉल सहावा
Q16987	नोर-पा-द-कॅले
Q16994	पेई दा ला लोआर
Q17005	लांगूदोक-रूसियों
Q17009	पॉयतू-शाराँत
Q17012	ग्वादेलोप
Q17054	मार्टिनिक
Q17063	मायोत
Q17070	रेयूनियों
Q17139	अकिता
Q17151	थेसालोनिकी
Q17167	रोमन प्रजासत्ताक
Q17175	मारीकिना	मॅरिकिना
Q17179	नावोतास
Q17189	पेंसेय	पेये	पेसेय
Q17193	पेसो	फिलिपिन पेसो
Q17205	विमानवाहू नौका
Q17252	तिबेट
Q17269	तिबेट स्वायत्त प्रदेश
Q17293	चौदावे दलाई लामा
Q17410	चौ एन्लाय
Q17427	चीनचा कम्युनिस्ट पक्ष
Q17455	जॉन फोन न्यूमन
Q17457	डोनाल्ड क्नुथ
Q17497	एफ.सी. डायनॅमो मॉस्को
Q17515	दिएगो मारादोना
Q17714	स्टीफन हॉकिंग
Q17856	बेल्लारत
Q17888	लैंगिक कल
Q17915	अॅरामासॉटन प्रदेश
Q18013	साक्रामेंटो
Q18021	बीएल्ला
Q18094	होनोलुलु
Q18097	कोरिया
Q18125	मँचेस्टर
Q18281	भरतकाम
Q18334	मूलकण भौतिकशास्त्र
Q18383	प्रॉव्हिडन्स
Q18389	न्यू इंग्लंड
Q18419	ब्रूकलिन
Q18424	क्वीन्स
Q18426	द ब्राँक्स
Q18430	जोसेफ स्तिगलित्झ
Q18434	लेओन ब्लुम
Q18656	मँचेस्टर युनायटेड एफ.सी.
Q18708	फुलहॅम एफ.सी.
Q18716	न्यूकॅसल युनायटेड एफ.सी.
Q18721	नॉरिच सिटी एफ.सी.
Q18723	क्वीन्स पार्क रेंजर्स एफ.सी.
Q18729	रीडिंग एफ.सी.
Q18732	साउथहँप्टन एफ.सी.
Q18736	स्टोक सिटी एफ.सी.
Q18739	संडरलँड ए.एफ.सी.
Q18744	वेस्ट ब्रॉम्विच अल्बियन एफ.सी.
Q18747	वेस्टहॅम युनायटेड एफ.सी.
Q18750	विगन ॲथलेटिक एफ.सी.
Q18808	प्याँगयांग
Q18813	नवा करार	न्यू टेस्टामेंट
Q19008	आर्थर जेम्स बॅलफोर	आर्थर बॅलफोर
Q19020	ऑस्कर	ऑस्कर अवॉर्ड	ऑस्कर पारितोषिक	ऑस्कर पुरस्कार
Q19038	गुरीया
Q19039	समष्टखे-जवखेती
Q19101	लियोनार्दो दा विन्ची-फ्युमिचिनो विमानतळ
Q19185	जॉर्ज बर्नार्ड शॉ
Q19206	हैलोंगच्यांग
Q19313	बेरीसावं
Q19353	एफ.सी. आन्झी मखच्कला
Q19442	बार्नस्ले एफ.सी.
Q19444	बर्मिंगहॅम सिटी एफ.सी.
Q19446	ब्लॅकबर्न रोव्हर्स एफ.सी.
Q19449	ब्लॅकपूल एफ.सी.
Q19451	बोल्टन वाँडरर्स एफ.सी.
Q19458	बर्नली एफ.सी.
Q19462	चार्लटन अॅथलेटिक एफ.सी.
Q19467	क्रिस्टल पॅलेस एफ.सी.
Q19470	डर्बी काउंटी एफ.सी.
Q19477	हल सिटी ए.एफ.सी.
Q19481	लेस्टर सिटी एफ.सी.
Q19516	लिली ओ.एस.सी.	लील ओ.एस.सी.
Q19523	ए.एस. नॅन्सी
Q19546	पोप
Q19557	अल्क धातू
Q19563	अल्कमृदा धातू
Q19566	सिंफेरोपोल
Q19580	कॉव्हेंट्री सिटी एफ.सी.
Q19583	गोरी
Q19593	सेल्टिक	सेल्टिक एफ.सी.	सेल्टीक एफ.सी.
Q19597	रेंजर्स एफ.सी.
Q19604	पोर्टस्मथ एफ.सी.
Q19628	ओलिंपिकॉस एफ.सी.
Q19660	बुखारेस्ट
Q19673	अॅल गोर
Q19689	तिराना
Q19770	स-च्वान
Q19771	जी-२०
Q19786	ओल्ड टेस्टामेंट	जुना करार
Q19809	ख्रिसमस	नाताळ	युलेटाइड
Q19828	लिप वर्ष	लीप वर्ष
Q19837	Steve jobs	स्टीव जॉब्स	स्टीवन पॉल जॉब्स	स्टीव्ह जॉब्ज	स्टीव्ह जॉब्स
Q19860	इंडो-युरोपीय भाषाकुळ	इंडो-युरोपीय भाषासमूह	इंडो-युरोपीयlanguages
Q19900	ऑरॅकल
Q19943	हुआन कार्लोस पहिला, स्पेन
Q20075	लंडन अंडरग्राउंड
Q20716	सॅमसंग
Q20875	सातवा एडवर्ड, युनायटेड किंग्डम
Q20921	देजॉन
Q20927	दैगू
Q20934	इंचेवॉन
Q20937	ग्याँगी प्रांत
Q20969	२००० बेल्जियम ग्रांप्री
Q21195	स्कँडिनेव्हिया	स्कॅन्डिनेव्हिया
Q21196	ईस्टर
Q21197	चिशिनाउ	चिसिनाउ
Q21198	संगणक विज्ञान
Q21199	नैसर्गिक अंक	नैसर्गिक संख्या
Q21200	जर्मानिक भाषा	जर्मेनिक भाषा
Q21201	समाजशास्त्र
Q21203	अरुबा	अरूबा
Q21208	हपै
Q21578	प्रिन्स्टन विद्यापीठ
Q22048	ओडिशा
Q22424	पंजाब
Q22647	ट्रॉय
Q22649	ज्यूविरोध
Q22656	कच्चे तेल	क्रूड तेल	खनिज तेल
Q22669	युएफा युरो २०१२	युएफा यूरो २०१२	२०१२ युएफा युरोपियन फुटबॉल अजिंक्यपद	२०१२ युरोपियन फुटबॉल अजिंक्यपद
Q22686	डॉनल्ड जॉन ट्रंप	डॉनल्ड ट्रंप	डॉनल्ड ट्रम्प	डोनाल्ड जॉन ट्रंप	डोनाल्ड ट्रंप	डोनाल्ड ट्रम्प
Q22687	बँक
Q22690	मेस
Q22889	बाथ
Q22890	आयर्लंड
Q22905	ब्रॅडफोर्ड
Q23051	स्वॉन्झी
Q23058	स्वित्झर्लंडची राज्ये
Q23064	चेशायर
Q23066	कंब्रिया
Q23077	लँकेशायर
Q23079	नॉर्थअंबरलँड
Q23080	टाईन व वेयर
Q23082	ड्युरॅम
Q23083	वेस्ट यॉर्कशायर
Q23086	नॉर्थ यॉर्कशायर
Q23088	ईस्ट रायडिंग ऑफ यॉर्कशायर
Q23090	लिंकनशायर
Q23092	नॉटिंगहॅमशायर
Q23095	साउथ यॉर्कशायर
Q23098	डर्बीशायर
Q23099	ग्रेटर मँचेस्टर
Q23100	मर्सिसाइड
Q23103	श्रॉपशायर
Q23105	स्टॅफर्डशायर
Q23106	लेस्टरशायर
Q23107	रटलँड
Q23109	नॉरफोक
Q23111	सफोक
Q23112	केंब्रिजशायर
Q23115	नॉर्थअँप्टनशायर	नॉर्थहँप्टनशायर
Q23129	हर्फर्डशायर
Q23135	वूस्टरशायर
Q23140	वॉरविकशायर
Q23143	बेडफर्डशायर
Q23148	कॉर्नवॉल
Q23154	ब्रिस्टल
Q23156	डेव्हॉन
Q23157	सॉमरसेट
Q23159	डॉर्सेट
Q23165	ग्लॉस्टरशायर
Q23169	ऑक्सफर्डशायर
Q23183	विल्टशायर
Q23204	हँपशायर
Q23215	अॅडेल
Q23220	बर्कशायर
Q23229	बकिंगहॅमशायर
Q23240	एसेक्स
Q23276	सरे
Q23287	वेस्ट ससेक्स
Q23293	ईस्ट ससेक्स
Q23298	केंट
Q23306	ग्रेटर लंडन
Q23311	लंडनचे शहर	सिटी ऑफ लंडन
Q23317	ऑडी
Q23333	गॉफ व्हिटलॅम
Q23334	अबखाझिया	अब्खाझिया
Q23337	सॉल्ट लेक शहर	सॉल्ट लेक सिटी
Q23362	जेम्स स्कलिन
Q23375	जॉन कर्टीन
Q23379	बेन चिफली
Q23404	मानववंशशास्त्र
Q23406	तांबडा समुद्र	लाल समुद्र
Q23413	गढी
Q23427	दक्षिण ऑसेटिया	दक्षिण ऑसेशिया	दक्षिण ओसेशिया	साउथ ओसेशिया
Q23430	उलानबातर	उलानबातार
Q23434	अर्नेस्ट हेमिंग्वे
Q23436	एडिंबरा	एडिंबरो	एडिनबरा	एडिनबरो	एडिनबर्ग
Q23438	अश्काबाद	अश्गाबाट	अश्गाबाद
Q23441	ओक्तव मिर्बो
Q23482	मार्सेल
Q23498	पुरातत्त्वशास्त्र	पुरातत्वशास्त्र
Q23526	स्लाविक भाषा	स्लाविक भाषाकुळ	स्लाव्हिक भाषासमूह
Q23530	दिमित्री मेदवेदेव
Q23540	प्रोटेस्टंट पंथ
Q23548	नासा
Q23551	मेरिडा
Q23556	अटलांटा
Q23559	बेनितो मुसोलिनी	मुसोलिनी
Q23564	पॉडगोरिका
Q23635	बर्मुडा	बर्म्युडा
Q23640	डोके
Q23661	वेलिंग्टन
Q23666	ग्रेट ब्रिटन	ग्रेट ब्रिटेन	ब्रिटन	ब्रिटेन
Q23681	उत्तर सायप्रस
Q23685	जिमी कार्टर	जेम्स अर्ल कार्टर
Q23691	राष्ट्रगीत
Q23768	लास व्हेगस	लास व्हेगास
Q23800	वलेता	व्हॅलेटा
Q23810	आल्फ्रेड नोबेल	नोबेल
Q23873	पोप जॉन तेविसावा
Q24260	कॅनिलो
Q24489	कोळसा
Q24603	इंडिपेंडंन्स
Q24639	व्हँकुव्हर	व्हँकूव्हर	व्हानकूवर	व्हॅनकुवर	व्हॅनकूवर
Q24826	लिवरपुल	लिव्हरपूल
Q24861	आल्बनी
Q24879	ब्रेमन
Q24905	क्रियापद
Q24925	विज्ञान कथा
Q25173	टायटॅनिक
Q25188	इन्सेप्शन
Q25227	नेदरलँड्स अँटिल्स	नेदरलँड्स अँटीलेस
Q25228	अँग्विला
Q25230	गर्न्सी	गुएर्नसी	ग्युर्नझी
Q25231	स्वालबार्ड
Q25261	हवामानशास्त्र
Q25263	असोरेस	एझोर्स द्वीपसमूह	एझोर्स बेटे
Q25270	प्रिस्टिना
Q25271	आंतरराष्ट्रीय अंतराळ स्थानक
Q25275	आय.एस.ओ. ३१६६-१
Q25276	समस्थानिक	समस्थानिके	समस्थानीय
Q25277	हिस्पॅनियोला
Q25279	कुरकावो	कुरसावो	क्युरासावो
Q25280	हॅरिसबर्ग
Q25282	दानांग
Q25285	तातर भाषा
Q25286	उप्साला
Q25287	गोथेनबर्ग	ग्योटेबोर्ग	योहतेबोर्य
Q25289	कॉर्निश भाषा
Q25304	Pichilemu	पिच्हिलेमु
Q25305	ब्रिटिश व्हर्जिन द्वीपसमुह	ब्रिटिश व्हर्जिन द्वीपसमूह	ब्रिटीश व्हर्जिन द्विपे	ब्रिटीश व्हर्जिन द्वीपसमूह	ब्रिटीश व्हर्जिन द्वीपे
Q25319	आर्हुस
Q25330	ट्रेंटन, न्यू जर्सी
Q25331	ओडिन्से
Q25351	क्रिस्चियन मॅथियास थियोडोर मोम्सेन	थियोडोर मोम्सेन
Q25362	सेंट बार्थेलेमी
Q25379	नाटक	नाट्यकला
Q25395	नुवार्क, न्यु जर्सी	नेवार्क	न्युअर्क, न्यू जर्सी	न्यूअर्क	न्यूअर्क, न्यू जर्सी
Q25396	बोनरे
Q25409	कोशित्सा
Q25410	अलबोर्ग
Q25411	हेल्सिंगबर्ग
Q25416	स्टावांग्यिर
Q25444	फुंकल
Q25475	बातुमी
Q25504	एलईडी	लाइट एमिटिंग डायोड
Q25596	सेंट मार्टिन
Q25789	कार्लस्क्रोन
Q25797	झीलिना
Q25804	ट्रोनहाइम
Q25923	लॉन्गयेर्बाइन
Q26040	बोरस
Q26067	उत्तर डेन्मार्क प्रदेश
Q26087	ट्रोम्सो
Q26132	सभा जिल्हा
Q26175	ट्रनावा
Q26180	सिंट उस्ताशिअस
Q26234	एस्बजर्ग
Q26253	मादेईरा
Q26268	लुलिया
Q26273	सिंट मार्टेन
Q26339	जर्सी शहर	जर्सी सिटी, न्यू जर्सी
Q26345	काल्मर
Q26397	नीटरा
Q26410	योकेकाची
Q26418	हकोदेट
Q26421	डॉरडरेच
Q26430	टिलबर्ग
Q26476	सुन्दस्वेल
Q26498	एस्किलस्ट्यूना
Q26525	ड्रॅमन
Q26540	उपग्रह
Q26586	सेंट्रल डेनमार्क प्रदेश
Q26590	सिउदाद हुआरेझ
Q26600	फुकुओका
Q26678	बी.एम.डब्लू	बी.एम.डब्ल्यू	बीएमडब्ल्यू
Q26777	सियेरा नेव्हाडा
Q26793	बार्गन
Q26921	अल्फा रोमियो
Q26927	लक्षद्विप	लक्षद्वीप
Q26988	कुक द्वीपसमूह	कुक बेटे	कूक द्विपे	कूक द्वीपसमूह	कूक द्वीपे
Q27038	झगाबेब काउंटी
Q27116	वेज्ले
Q27119	कॉल्डिंग
Q27224	बेंटले
Q27231	पूर्व आशिया
Q27275	मध्य आशिया
Q27293	पश्चिम आशिया
Q27306	प्रशियाचे राजतंत्र	प्रशियाचे राज्य
Q27381	उत्तर आफ्रिका
Q27433	मध्य आफ्रिका
Q27447	ऑडेवाला
Q27449	दक्षिण युरोप
Q27468	पूर्व युरोप
Q27479	उत्तर युरोप
Q27496	पश्चिम युरोप
Q27509	मध्य युरोप
Q27530	डाईमलर आ.गे.
Q27564	डॉज
Q27611	मध्य अमेरिका
Q27827	क्रीस्तादेल्फियान
Q27971	ट्युनिसिया फुटबॉल संघ
Q28089	इजिप्त फुटबॉल संघ
Q28179	चोसून
Q28180	जेफरसन शहर	जेफरसन सिटी
Q28189	अब्दुस सलाम	मोहम्मद अब्दुस सलाम
Q28198	जॅकसन	जॅक्सन
Q28218	बॅटन रुज	बॅटन रूज
Q28227	माघरेब
Q28237	लान्सिंग
Q28244	अम्हारिक भाषा
Q28249	काँकोर्ड
Q28260	लिंकन
Q28271	अॅनापोलिस	ऍनापोलिस
Q28389	पटकथाकार
Q28470	लॉरेन्स ऑलिव्हर पुरस्कार	लॉरेन्स ऑलिव्हिये पुरस्कार
Q28476	गोरखा जिल्हा
Q28513	ऑस्ट्रिया-हंगेरी
Q28573	इंका साम्राज्य	इन्का साम्राज्य
Q28602	ॲरेमाइक भाषा
Q28614	गॅरी कास्पारोव्ह	गॅरी किमोविच कास्पारोव्ह	गॅरी कॅस्पारोव्ह
Q28693	उत्स्फूर्त गर्भपात	गर्भस्राव
Q28848	सेंट पॉल
Q28892	इस्लामी कालगणना	चांद्र हिजरी कालगणना
Q28911	लाटी
Q28934	ब्रसेल्स विमानतळ
Q28996	जिनझोउ
Q29103	एफ.सी. कुबान क्रास्नोदर
Q29108	एफ.सी. झेनित सेंट पीटर्सबर्ग
Q29110	पाव्हो टापियो लिप्पोनेन	पाव्हो लिप्पोनेन
Q29112	एफ.सी. स्पार्ताक मॉस्को	स्पार्ताक मस्क्वा
Q29115	एफ.सी. लोकोमोटिव मॉस्को
Q29135	मोनो विभाग
Q29136	बॉर्गो विभाग
Q29141	कॉलिन्स विभाग
Q29154	अटकोर विभाग
Q29171	पायदळ	पायदळ सैनिक
Q29179	फ्रांसिस्को फ्रँको
Q29182	बिशप
Q29213	तार्या कारिना हेलोनेन	तार्या हेलोनेन
Q29303	कँटेरबरी
Q29364	माँटगोमेरी
Q29401	आसामी भाषा
Q29445	जुनू
Q29552	अमेरिकन डेमोक्रॅटिक पक्ष	डेमोक्रॅटिक पक्ष
Q29921	इनुक्टिटुट भाषा
Q30002	छंतू
Q30055	जॅग्वार कार्स
Q30185	महापौर
Q30319	सिलेसियन भाषा
Q30340	चंचौ
Q30461	राष्ट्राध्यक्ष
Q30487	मिखाइल गोर्बाचेव	मिखाईल गोर्बाचेव्ह	मिखाईल गोर्बाचोव	मिखाईल गोर्बाचोव्ह
Q30547	ऍग्नेस गॉन्झा बोयाझियू	मदर तेरेसा
Q30617	कार्टगो
Q30628	टेरा पॅट्रिक
Q30642	नॅचरल लँग्वेज प्रोसेसिंग	नैसर्गिक भाषा प्रक्रिया
Q30662	नॉर्थ सिनाई गव्हर्नोरेट
Q30687	पंटारेनास
Q30768	पूर्व तिमोरचा ध्वज
Q30805	कैरो गव्हर्नोरेट
Q30966	अलोफी
Q30971	फ्रेंच पॉलिनेशिया
Q30974	रुआ	रूआँ	रोआँ
Q30985	हॅमिल्टन
Q31026	यारेन जिल्हा
Q31057	नॉरफोक द्वीप
Q31058	बर्लिंग्टन, व्हरमाँट
Q31063	क्रिसमस द्वीप	ख्रिसमस द्वीप
Q31487	क्राकूफ	क्राकोव	क्राकोव्ह
Q32096	सुपर बोल
Q32112	बॉक्सिंग	मुष्टियुद्ध
Q32141	कॅथे पॅसिफिक
Q32245	सिंगापूर एअरलाइन्स
Q32342	सोनाली बेंद्रे
Q32494	एफ.से. शाल्क ०४
Q32500	पहिला कार्लोस, स्पेन
Q32656	दिवॅही
Q32724	व्हेनेशियन भाषा
Q32788	स्टेला अॅडलर	स्टेला ऍडलर
Q32815	मशिद	मशीद
Q32999	व्हियेना आंतरराष्ट्रीय विमानतळ
Q33077	कोमोरियन भाषा
Q33081	जोंगखा भाषा
Q33196	भ्रूण
Q33254	टास्मान समुद्र
Q33262	चामोरो भाषा
Q33268	भोजपुरी भाषा
Q33295	फिजीयन भाषा
Q33296	मुघल साम्राज्य	मोगल साम्राज्य
Q33298	फिलिपिनो भाषा
Q33311	द्रविड भाषाकुळ	द्रविडीय भाषा	द्राविड भाषाकुळ	द्राविड भाषासमूह	द्राविडीयन भाषा
Q33348	चुवाश भाषा
Q33349	मेलिटोपोल
Q33350	चेचन भाषा
Q33391	लिओन ट्रोट्स्की	लेऑन ट्रॉट्स्की	लेओन ट्रोट्स्की	लेव्ह डेव्हिडोविच ब्रॉन्स्टाइन
Q33405	लिटल रॉक
Q33428	विन्ह
Q33486	हार्टफर्ड
Q33491	हैतीयन क्रियोल
Q33518	डोव्हर
Q33577	हिंद-आर्य भाषासमूह
Q33613	क्रमटोर्स्क
Q33629	कारा समुद्र
Q33673	कन्नड भाषा	कानडी	कानडी भाषा
Q33748	हानोफर ९६
Q33760	बर्ट्रांड रसेल	बर्ट्रान्ड आर्थर विल्यम रसेल	बर्ट्रान्ड रसेल
Q33788	न्यू कालेदोनिया	न्यू कॅलिडोनिया	न्यू कॅलेडोनिया
Q33837	द्वीपसमूह
Q33866	टेडी रूझवेल्ट	थिओडोर रुझवेल्ट	थियोडोर रुझवेल्ट	थियोडोर रुझव्हेल्ट	थियोडोर रूझवेल्ट
Q33868	मणिपुरी भाषा
Q33881	तूर द फ्रांस
Q33923	सेंट पीटर
Q33935	तेल अविव	तेल अवीव	तेल अवीव याफो	तेल अवीव्ह
Q33946	चेकोस्लोवाकिया	चेकोस्लोवाकीया	चेकोस्लोव्व्हाकिया	चेकोस्लोव्हाकिया	चेकोस्लोव्हेकिया	झेकोस्लोव्हेकिया
Q33959	नीस
Q33973	सिसिलियन भाषा
Q33977	जुल्स गॅब्रियेल व्हर्न	जुल्स व्हर्न	जूल गाब्रिए वेर्न	जूल वेर्न
Q33986	बाल्परेझो
Q33997	सिंधी भाषा
Q33999	अभिनेता	अभिनेत्री	नट	नटी
Q34001	रूबे
Q34002	बासा सुंडा
Q34004	शोना भाषा
Q34006	Hollywood	हॉलिवुड	हॉलिवूड	हॉलीवुड	हॉलीवूड
Q34011	सामोअन भाषा
Q34012	मार्लन ब्रँडो	मार्लन ब्रान्डो
Q34014	स्वाती भाषा
Q34020	न्युए
Q34044	स्कॉटलंड फुटबॉल संघ
Q34049	सामी भाषासमूह
Q34057	टागालोग भाषा
Q34090	तुर्की भाषासमूह
Q34106	सार्नीया
Q34110	Oaxaca	ओवाहाका	वाशाका	वाहाका
Q34124	तिग्रिन्या भाषा
Q34126	फुनाफुती
Q34144	ग्रँड फोर्क्स
Q34172	लोणी
Q34180	ब्रँटफोर्ड
Q34183	बॅरीए
Q34211	यासर अराफात
Q34216	मोसाद
Q34217	ऑक्सफर्ड	ऑक्सफर्ड,इंग्लंड
Q34218	बर्लिंगटन
Q34221	नायगारा धबधबा	नायगारा धबधबे
Q34239	कोंकणी भाषा	कोकणी बोलीभाषा	कोकणी भाषा
Q34251	तुळु भाषा	तुळु लिपी	तुळू	तुळू भाषा
Q34253	लिनस टॉरवॉल्डस	लिनस टोरवल्ड्स	लिनस टोरवाल्ड्स	लिनस टोरवॉल्डस	लिनस टोरवॉल्डस्	लिनस तोरवाल्ड्स	लिनस बेनेडिक्ट तोरवाल्ड्स	लीनस तोरवाल्ड्स
Q34261	पोर्ट ओ प्रिन्स	पोर्ट औ प्रिन्स	पोर्ट-औ-प्रिंस	पोर्ट-औ-प्रिन्स
Q34266	रशियन साम्राज्य
Q34271	तिबेटी भाषा
Q34290	वू चिनी	वू भाषा
Q34296	थॉमस वूड्रो विल्सन	वुड्रो विल्सन	वूड्रो विल्सन
Q34340	सोथो भाषा
Q34362	ज्योतिष
Q34366	टास्मानिया	तास्मानिया
Q34370	रॉटरडॅम
Q34374	क्रीट
Q34389	व्हिटनी ह्युस्टन	व्हिटनी ह्यूस्टन
Q34404	न्यू ऑर्लिअन्स	न्यू ऑर्लिन्स
Q34405	जिंगडेझेन
Q34413	बेनझीर भुट्टो
Q34424	शकिरा
Q34433	ऑक्सफर्ड विद्यापीठ
Q34442	रस्ते
Q34448	महमूद अहमदिनेजाद
Q34453	बोरिस निकोलायेविच येल्त्सिन	बोरिस येल्त्सिन
Q34474	अलेक्झांडर सोल्झेनित्सिन	अलेक्सांदर सोल्झेनित्झिन	अलेक्सांद्र इसायेविच सोल्झेनित्झिन	अलेक्सांद्र इसायेविच सोल्झेनित्सिन	अलेक्सांद्र सोल्झेनित्झिन	अलेक्सांद्र सोल्झेनित्सिन
Q34479	इचितोमिया हिरोहितो	मिचियोमिया हिरोहितो	सम्राट शोवा	हिरोहिटो	हिरोहितो
Q34486	चॉपर	हेलिकॉप्टर
Q34490	अल कायदा	अल-कायदा	अल् कायदा
Q34497	सेंट हेलेना
Q34503	दुसरा मेहमेद, ओस्मानी सम्राट	महमद दुसरा ऑट्टोमन सम्राट	महमद दुसरा, ऑट्टोमन सम्राट	मेहमेद दुसरा, ऑट्टोमन सम्राट
