sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] ο Ζωρζ:4 Ντιμπί:5 ειδικεύεται:6 στο πεδίο:4 του Μεσαίωνα:4 . [SEP],Μεσαίωνα:4,Μεσαίωνα:4,1,Μεσαίωνας:4,0,-0.35911
[CLS] ο Ρίτσαρντ:5 Φίλλιπς:6 Φάινμαν:4 ειδικεύεται:6 στο πεδίο:4 του Κβαντικής:3 ηλεκτροδυναμικής:7 . [SEP],Κβαντικής:3 ηλεκτροδυναμικής:7,Κβαντικής:3 ηλεκτροδυναμικής:7,1,Κβαντική:3 ηλεκτροδυναμική:7,0,-0.89204
[CLS] ο Γουίλιαμ:5 Ρόουαν:4 Χάμιλτον:5 ειδικεύεται:6 στο πεδίο:4 των μαθηματικών:5 . [SEP],μαθηματικών:5,μαθηματικών:5,1,μαθηματικά:5,0,-0.15143
[CLS] ο Καρλ:4 Μαρξ:4 ειδικεύεται:6 στο πεδίο:4 του κοινωνιολογίας:5 . [SEP],κοινωνιολογίας:5,κοινωνιολογίας:5,1,κοινωνιολογία:5,0,-0.46843
[CLS] ο Τζον:3 Όστρομ:3 ειδικεύεται:6 στο πεδίο:4 του Παλαιοντολογίας:7 . [SEP],Παλαιοντολογίας:7,Παλαιοντολογίας:7,1,Παλαιοντολογία:7,0,-1.63987
[CLS] το Πρώιμη:5 φλαμανδική:4 ζωγραφική:3 ειδικεύεται:6 στο πεδίο:4 του σχεδίου:3 . [SEP],σχεδίου:3,σχεδίου:3,1,σχέδιο:2,0,-0.15174
[CLS] το φυλή:3 ειδικεύεται:6 στο πεδίο:4 του Κτηνοτροφίας:6 . [SEP],Κτηνοτροφίας:6,Κτηνοτροφίας:6,1,Κτηνοτροφία:5,0,-0.55309
[CLS] ο Πολ:3 Ντιράκ:4 ειδικεύεται:6 στο πεδίο:4 του θεωρητικής:5 φυσικής:3 . [SEP],θεωρητικής:5 φυσικής:3,θεωρητικής:5 φυσικής:3,1,θεωρητική:5 φυσική:3,0,-0.28113
[CLS] το Βοτανικός:4 Κήπος:3 ειδικεύεται:6 στο πεδίο:4 του Βοτανικής:4 . [SEP],Βοτανικής:4,Βοτανικής:4,1,Βοτανική:4,0,-1.23025
[CLS] ο Στυλιανός:5 Αντωναράκης:4 ειδικεύεται:6 στο πεδίο:4 του ανθρώπινη:7 γενετικής:4 . [SEP],ανθρώπινη:7 γενετικής:4,ανθρώπινη:7 γενετικής:4,1,ανθρώπινη:7 γενετική:3,0,-0.67450
[CLS] το Σπέισγουοτς:8 ειδικεύεται:6 στο πεδίο:4 του Μικρός:4 πλανήτη:4 . [SEP],Μικρός:4 πλανήτη:4,Μικρός:4 πλανήτη:4,1,Μικρός:4 πλανήτης:4,0,-1.15532
[CLS] ο Φράνσις:5 Πέιτον:4 Ρους:2 ειδικεύεται:6 στο πεδίο:4 του παθολογοανομίας:9 . [SEP],παθολογοανομίας:9,παθολογοανομίας:9,1,παθολογοανατομία:10,0,-3.20539
[CLS] το Αρ:2 Ντεκό:3 ειδικεύεται:6 στο πεδίο:4 των Γραφικές:4 τέχνες:4 . [SEP],Γραφικές:4 τέχνες:4,Γραφικές:4 τέχνες:4,1,Γραφικές:4 τέχνες:4,1,-1.45588
[CLS] ο Ρεγιομοντάνος:7 ειδικεύεται:6 στο πεδίο:4 του αστρολογίας:3 . [SEP],αστρολογίας:3,αστρολογίας:3,1,αστρολογία:3,0,-3.41596
[CLS] ο Αλεξάντρ:6 Βινογκράντοφ:8 ειδικεύεται:6 στο πεδίο:4 του Γεωχημείας:6 . [SEP],Γεωχημείας:6,Γεωχημείας:6,1,Γεωχημεία:5,0,-1.07884
[CLS] ο Τζον:3 Στιούαρτ:5 Μιλ:2 ειδικεύεται:6 στο πεδίο:4 του φιλοσοφίας:6 . [SEP],φιλοσοφίας:6,φιλοσοφίας:6,1,φιλοσοφία:5,0,-0.05863
[CLS] ο Καρλ:4 Λινέ:3 ο Νεώτερος:4 ειδικεύεται:6 στο πεδίο:4 του Βοτανικής:4 . [SEP],Βοτανικής:4,Βοτανικής:4,1,Βοτανική:4,0,-3.24530
[CLS] ο Γκέρχαρντ:5 Αρμάουερ:5 Χάνσεν:4 ειδικεύεται:6 στο πεδίο:4 του λέπρα:4 ή νόσος:3 του χάνσεν:4 . [SEP],λέπρα:4 ή νόσος:3 του χάνσεν:4,λέπρα:4 ή νόσος:3 του χάνσεν:4,1,λέπρα:4 ή νόσος:3 του χάνσεν:4,1,-2.14641
[CLS] ο Μένανδρος:5 ο Ρήτορας:4 ειδικεύεται:6 στο πεδίο:4 του Ρητορικής:4 . [SEP],Ρητορικής:4,Ρητορικής:4,1,Ρητορική:4,0,-2.77642
[CLS] το IEMN:3 - Institut d ' électronique de microélectronique:5 et de nanotechnologie:4 ειδικεύεται:6 στο πεδίο:4 του μικροηλεκτρονικής:9 . [SEP],μικροηλεκτρονικής:9,μικροηλεκτρονικής:9,1,μικροηλεκτρονική:9,0,-0.92974
[CLS] ο Εουτζένιο:6 Μπελτράμι:7 ειδικεύεται:6 στο πεδίο:4 του Διαφορικής:4 γεωμετρίας:6 . [SEP],Διαφορικής:4 γεωμετρίας:6,Διαφορικής:4 γεωμετρίας:6,1,Διαφορική:4 γεωμετρία:6,0,-1.43587
[CLS] ο Γιαν:2 Ντάβιντς:5 ντε Χέιμ:4 ειδικεύεται:6 στο πεδίο:4 του Νεκρή:4 φύσης:3 Νεκρησ:5 . [SEP],Νεκρή:4 φύσης:3 Νεκρησ:5,Νεκρή:4 φύσης:3 Νεκρησ:5,1,Νεκρή:4 φύση:2,0,-2.28155
[CLS] ο Νίκολα:3 Τέσλα:4 ειδικεύεται:6 στο πεδίο:4 του ηλεκτρολογία:5 μηχανικής:3 . [SEP],ηλεκτρολογία:5 μηχανικής:3,ηλεκτρολογία:5 μηχανικής:3,1,ηλεκτρολογία:5 μηχανική:3,0,-2.41583
[CLS] ο Αλεξάντερ:5 Γουίλιαμσον:6 ειδικεύεται:6 στο πεδίο:4 του χημείας:4 . [SEP],χημείας:4,χημείας:4,1,χημεία:3,0,-0.43470
[CLS] ο Νικολάϊ:5 Ντεμιάνοφ:6 ειδικεύεται:6 στο πεδίο:4 του οργανικής:4 χημείας:4 . [SEP],οργανικής:4 χημείας:4,οργανικής:4 χημείας:4,1,οργανική:4 χημεία:3,0,-0.29215
[CLS] η Τζέιν:4 Έλεν:3 Χάρισον:3 ειδικεύεται:6 στο πεδίο:4 του κλασικισμού:5 . [SEP],κλασικισμού:5,κλασικισμού:5,1,κλασικισμός:5,0,-0.97373
[CLS] ο Πολ:3 Έρντος:3 ειδικεύεται:6 στο πεδίο:4 του Θεωρία:3 πιθανοτήτων:6 . [SEP],Θεωρία:3 πιθανοτήτων:6,Θεωρία:3 πιθανοτήτων:6,1,Θεωρία:3 πιθανοτήτων:6,1,-1.07068
[CLS] ο Τζορντάνο:6 Μπρούνο:4 ειδικεύεται:6 στο πεδίο:4 του κοσμολογίας:5 . [SEP],κοσμολογίας:5,κοσμολογίας:5,1,κοσμολογία:5,0,-1.24957
[CLS] ο Λουδοβίκος:5 Ρος:2 ειδικεύεται:6 στο πεδίο:4 του κλασική:3 αρχαιολογίας:5 . [SEP],κλασική:3 αρχαιολογίας:5,κλασική:3 αρχαιολογίας:5,1,κλασική:3 αρχαιολογία:5,0,-0.64922
[CLS] το Κλίμα:4 ειδικεύεται:6 στο πεδίο:4 του κλιματολογίας:5 . [SEP],κλιματολογίας:5,κλιματολογίας:5,1,κλιματολογία:5,0,-1.74377
[CLS] ο Αντόνιο:3 Μαρία Βαλσάλβα:6 ειδικεύεται:6 στο πεδίο:4 του ανατομίας:4 . [SEP],ανατομίας:4,ανατομίας:4,1,ανατομία:4,0,-2.25850
[CLS] ο Ταούς:2 ιμπν:4 Καϊσάν:5 ειδικεύεται:6 στο πεδίο:4 του Φικχ:4 . [SEP],Φικχ:4,Φικχ:4,1,Φικχ:4,1,-4.35770
[CLS] ο Ντμίτρι:6 Μεντελέγιεφ:8 ειδικεύεται:6 στο πεδίο:4 του φυσικής:3 . [SEP],φυσικής:3,φυσικής:3,1,φυσική:3,0,-1.74975
[CLS] ο Σαρλ:4 Λουί:3 Λ ' Εριτιέ:4 ντε Μπρυτέλ:7 ειδικεύεται:6 στο πεδίο:4 του Βοτανικής:4 . [SEP],Βοτανικής:4,Βοτανικής:4,1,Βοτανική:4,0,-3.43203
[CLS] ο Ιάκωβος:6 Ερρίκος:4 βαν:2 ' τ Χοφ:3 ειδικεύεται:6 στο πεδίο:4 του Φυσικοχημείας:7 . [SEP],Φυσικοχημείας:7,Φυσικοχημείας:7,1,Φυσικοχημεία:6,0,-1.42608
[CLS] ο Μαρσέλ:6 Μος:2 ειδικεύεται:6 στο πεδίο:4 του κοινωνιολογίας:5 . [SEP],κοινωνιολογίας:5,κοινωνιολογίας:5,1,κοινωνιολογία:5,0,-0.44855
[CLS] ο Τσαρλς:5 Μπάμπατζ:7 ειδικεύεται:6 στο πεδίο:4 των μαθηματικών:5 . [SEP],μαθηματικών:5,μαθηματικών:5,1,μαθηματικά:5,0,-0.10862
[CLS] ο Αναξαγόρας:6 ειδικεύεται:6 στο πεδίο:4 του φιλοσοφίας:6 . [SEP],φιλοσοφίας:6,φιλοσοφίας:6,1,φιλοσοφία:5,0,-0.10230
[CLS] ο Αλεξάντρ:6 Τσέλικοφ:6 ειδικεύεται:6 στο πεδίο:4 του Μεταλλουργίας:5 . [SEP],Μεταλλουργίας:5,Μεταλλουργίας:5,1,Μεταλλουργία:5,0,-2.18302
[CLS] ο Αζίζ:4 Σανκάρ:4 ειδικεύεται:6 στο πεδίο:4 του κυτταρικός:6 κύκλου:4 . [SEP],κυτταρικός:6 κύκλου:4,κυτταρικός:6 κύκλου:4,1,κυτταρικός:6 κύκλος:4,0,-1.79770
[CLS] ο Φρανσουά:5 Ασελινώ:5 ειδικεύεται:6 στο πεδίο:4 του θεωρία:3 συνωμοσίας:5 . [SEP],θεωρία:3 συνωμοσίας:5,θεωρία:3 συνωμοσίας:5,1,θεωρία:3 συνωμοσίας:5,1,-0.62820
[CLS] ο Τζων:3 Ντάλτον:4 ειδικεύεται:6 στο πεδίο:4 του χημείας:4 . [SEP],χημείας:4,χημείας:4,1,χημεία:3,0,-0.49470
[CLS] το Κυβοφουτουρισμός:7 ειδικεύεται:6 στο πεδίο:4 του ζωγραφικής:4 . [SEP],ζωγραφικής:4,ζωγραφικής:4,1,ζωγραφική:3,0,-1.06294
[CLS] ο Αμάμπλ:5 Ωντέν:3 ειδικεύεται:6 στο πεδίο:4 του αρχαιολογίας:5 . [SEP],αρχαιολογίας:5,αρχαιολογίας:5,1,αρχαιολογία:5,0,-0.30321
[CLS] ο Γεώργιος Χορτάτσης:6 ειδικεύεται:6 στο πεδίο:4 του θεατρικού:5 . [SEP],θεατρικού:5,θεατρικού:5,1,θεατρικός:5 συγγραφέας:2,0,-0.07605
[CLS] τα Πιέρ:3 ντε Φερμά:3 ειδικεύεται:6 στο πεδίο:4 του θεωρία:3 αριθμών:4 . [SEP],θεωρία:3 αριθμών:4,θεωρία:3 αριθμών:4,1,θεωρία:3 αριθμών:4,1,-0.25824
[CLS] ο Μπορίς:4 Ριμπακόφ:6 ειδικεύεται:6 στο πεδίο:4 του αρχαιολογίας:5 . [SEP],αρχαιολογίας:5,αρχαιολογίας:5,1,αρχαιολογία:5,0,-0.42927
[CLS] ο Πιέρ:3 Σιμόν:4 Λαπλάς:5 ειδικεύεται:6 στο πεδίο:4 του Θεωρία:3 πιθανοτήτων:6 . [SEP],Θεωρία:3 πιθανοτήτων:6,Θεωρία:3 πιθανοτήτων:6,1,Θεωρία:3 πιθανοτήτων:6,1,-1.05833
[CLS] ο Ανατόλι:4 Λογκούνοφ:6 ειδικεύεται:6 στο πεδίο:4 του θεωρητικής:5 φυσικής:3 . [SEP],θεωρητικής:5 φυσικής:3,θεωρητικής:5 φυσικής:3,1,θεωρητική:5 φυσική:3,0,-0.36898
[CLS] ο Κονσταντίν:6 Σκριάμπιν:6 ειδικεύεται:6 στο πεδίο:4 του ελμινθολογίας:7 . [SEP],ελμινθολογίας:7,ελμινθολογίας:7,1,ελμινθολογία:7,0,-2.78649
[CLS] ο Βάινε:3 Ααλτόνεν:6 ειδικεύεται:6 στο πεδίο:4 του τέχνης:2 . [SEP],τέχνης:2,τέχνης:2,1,τέχνη:3,0,-0.65848
[CLS] το εθνόσημο:5 ειδικεύεται:6 στο πεδίο:4 του Εραλδικής:5 . [SEP],Εραλδικής:5,Εραλδικής:5,1,Εραλδική:4,0,-5.03650
[CLS] το τριγωνομετρική:6 συνάρτηση:5 ειδικεύεται:6 στο πεδίο:4 του Τριγωνομετρίας:7 . [SEP],Τριγωνομετρίας:7,Τριγωνομετρίας:7,1,Τριγωνομετρία:7,0,-1.75184
[CLS] ο Μστισλάβ:6 Κέλντις:5 ειδικεύεται:6 στο πεδίο:4 των μαθηματικών:5 . [SEP],μαθηματικών:5,μαθηματικών:5,1,μαθηματικά:5,0,-0.08628
[CLS] ο Τσαρλς:5 Άμποτ:4 ειδικεύεται:6 στο πεδίο:4 του αστροφυσικής:5 . [SEP],αστροφυσικής:5,αστροφυσικής:5,1,αστροφυσική:5,0,-1.90021
[CLS] ο Ερνστ:4 Τσέιν:4 ειδικεύεται:6 στο πεδίο:4 του Βιοχημείας:5 . [SEP],Βιοχημείας:5,Βιοχημείας:5,1,Βιοχημεία:4,0,-1.00940
[CLS] ο Τζων:3 Γκάρντνερ:5 Γουίλκινσον:7 ειδικεύεται:6 στο πεδίο:4 του Αιγυπτιολογίας:7 . [SEP],Αιγυπτιολογίας:7,Αιγυπτιολογίας:7,1,Αιγυπτιολογία:7,0,-2.77796
[CLS] ο Τζον:3 Λόρενς:5 ΛεΚοντ:5 ειδικεύεται:6 στο πεδίο:4 του εντομολογίας:3 . [SEP],εντομολογίας:3,εντομολογίας:3,1,εντομολογία:3,0,-3.35936
[CLS] ο Ισαάκ:4 Νεύτων:4 ειδικεύεται:6 στο πεδίο:4 του φυσικής:3 . [SEP],φυσικής:3,φυσικής:3,1,φυσική:3,0,-2.76056
[CLS] ο Ονούφριος:4 ειδικεύεται:6 στο πεδίο:4 του Αγιογραφίας:4 . [SEP],Αγιογραφίας:4,Αγιογραφίας:4,1,Αγιογραφία:3,0,-1.96755
[CLS] ο Χάινριχ:5 Χερτζ:4 ειδικεύεται:6 στο πεδίο:4 του ηλεκτρολογία:5 μηχανικής:3 . [SEP],ηλεκτρολογία:5 μηχανικής:3,ηλεκτρολογία:5 μηχανικής:3,1,ηλεκτρολογία:5 μηχανική:3,0,-2.26681
[CLS] ο Αρχιμήδης:6 ειδικεύεται:6 στο πεδίο:4 του Γεωμετρίας:6 . [SEP],Γεωμετρίας:6,Γεωμετρίας:6,1,Γεωμετρία:6,0,-0.63681
[CLS] ο Νιλ:2 Ντεγκράς:4 Τάισον:4 ειδικεύεται:6 στο πεδίο:4 του αστροφυσικής:5 . [SEP],αστροφυσικής:5,αστροφυσικής:5,1,αστροφυσική:5,0,-2.09267
[CLS] το IEMN:3 - Institut d ' électronique de microélectronique:5 et de nanotechnologie:4 ειδικεύεται:6 στο πεδίο:4 του Νανοτεχνολογίας:7 . [SEP],Νανοτεχνολογίας:7,Νανοτεχνολογίας:7,1,Νανοτεχνολογία:7,0,-2.01935
[CLS] ο Ιωσήφ:4 Σηφάκης:5 ειδικεύεται:6 στο πεδίο:4 του Επιστήμη:5 υπολογιστών:6 . [SEP],Επιστήμη:5 υπολογιστών:6,Επιστήμη:5 υπολογιστών:6,1,Επιστήμη:5 υπολογιστών:6,1,-0.95128
[CLS] ο Μπόρις:5 Πάβλοβιτς:7 Μπελούσοφ:6 ειδικεύεται:6 στο πεδίο:4 του χημείας:4 . [SEP],χημείας:4,χημείας:4,1,χημεία:3,0,-0.41971
[CLS] ο Γαληνός:4 ειδικεύεται:6 στο πεδίο:4 του ανατομίας:4 . [SEP],ανατομίας:4,ανατομίας:4,1,ανατομία:4,0,-2.01004
[CLS] ο Ουίλιαμ:5 Τρέλις:5 ειδικεύεται:6 στο πεδίο:4 του Βοτανικής:4 . [SEP],Βοτανικής:4,Βοτανικής:4,1,Βοτανική:4,0,-3.28979
[CLS] ο Τζων:3 Ντάλτον:4 ειδικεύεται:6 στο πεδίο:4 του μετεωρολογίας:5 . [SEP],μετεωρολογίας:5,μετεωρολογίας:5,1,μετεωρολογία:5,0,-1.85588
