Q2	지구
Q81307	그린피스
Q81338	폴리카
Q81392	프랙탈
Q81398	아카풀코
Q81414	인터넷 프로토콜 스위트
Q81477	리투아니아의 국기
Q81483	레반트
Q81545	리비아 내전 (2011년)
Q81571	파스칼
Q81581	세게드
Q81676	오스트레일리아의 국기
Q81725	콰줄루나탈주
Q81745	고전물리학
Q81787	앤트맨
Q81788	기자
Q81851	보루
Q81875	육식성
Q81888	AFC 아약스
Q81915	동소체
Q81931	아메리카 남부 연합
Q81952	터키의 국기
Q81982	하프시코드
Q82019	칸첸중가
Q82042	품사
Q82070	티레
Q82112	멕시코주
Q82113	히로시마 국제 애니메이션 페스티벌
Q82151	식량 농업 기구
Q82174	브라쇼브
Q82185	라로셸
Q82205	아일랜드의 국기
Q82207	인디기르카강
Q82250	콘웨이 트위티
Q82268	이클립스
Q82339	클로비스 1세
Q82409	새뮤얼 테일러 콜리지
Q82445	앙리 드 툴루즈로트레크
Q82496	콜린 캐퍼닉
Q82500	장크트푈텐
Q82545	섹스 피스톨즈
Q82594	컴퓨터 과학자
Q82612	바뇨아리폴리
Q82619	보르고산로렌초
Q82635	칼렌차노
Q82636	캄피비센치오
Q82670	피에솔레
Q82681	틀락스칼라주
Q82707	그레베인키안티
Q82709	스타디오 산 파올로
Q82712	임프루네타
Q82729	더 볼드 앤 더 뷰티풀
Q82751	라스트라아시냐
Q82765	올슈틴
Q82778	대 플리니우스
Q82783	몬테스페르톨리
Q82791	폰타시에베
Q82794	지역
Q82811	음향학
Q82822	산카시아노인발디페사
Q82842	스칸디치
Q82865	세스토피오렌티노
Q82869	시냐
Q82876	발리아
Q82934	앙리 드 생시몽
Q82955	정치인
Q82972	중국의 역사
Q82999	멜라니 클라인
Q83029	교황 그레고리오 13세
Q83041	아낙사고라스
Q83042	신경학
Q83055	바르바로사 작전
Q83061	반
Q83065	레스터
Q83067	티모르섬
Q83069	사카리아주
Q83071	다운튼 애비
Q83087	부싯돌
Q83090	아바타라
Q83093	버섯
Q83100	오스만 1세
Q83102	에디르네주
Q83149	노르웨이의 국기
Q83159	교황 클레멘스 7세
Q83169	수권
Q83172	러시아 과학원
Q83182	루도비코 에이나우디
Q83189	고이아니아
Q83201	비동맹 운동
Q83203	켄타우로스
Q83222	중생대
Q83233	자크 쿠스토
Q83273	이바라키현
Q83276	아시아 축구 연맹
Q83285	두러스
Q83286	유고슬라비아 사회주의 연방공화국
Q83296	암권
Q83303	포트란
Q83306	주기율표 족
Q83307	장관
Q83311	페르시아 제국
Q83320	질산
Q83353	광물학
Q83356	솅겐 실시조약
Q83367	타나크
Q83370	윈도 95
Q83380	어도비 애프터 이펙트
Q83382	펜티엄 III
Q83389	TRT
Q83404	티미쇼아라
Q83428	파라셀수스
Q83440	컨트리 음악
Q83459	브라질 축구 국가대표팀
Q83460	장군
Q83476	앨프레드 대왕
Q83481	장축단
Q83494	리 캐터몰
Q83572	시크 왕국
Q83575	그레식 유나이티드 FC
Q83584	오다큐 전철
Q83653	자한기르
Q83659	이디산
Q83672	샤 자한
Q83755	요재지이
Q83786	심라
Q83813	서배너
Q83835	스위스 연방 철도
Q83922	아리우스파
Q83944	인류의 진화
Q83958	마케도니아 왕국
Q83978	대니 팬텀
Q84094	BBC Alba
Q84177	칼 멩거
Q84233	루트비히 폰 미제스
Q84284	크리스티안 도플러
Q84423	마르틴 부버
Q87167	사본
Q87590	카스텔라
Q87620	루카 파치올리
Q88291	성채
Q88480	해자
Q89540	에르빈 슐호프
Q89959	벨기에 프랑스어 공동체
Q90027	벨기에 독일어 공동체
Q90238	조지 메러디스
Q91122	벙커
Q91126	카솔레델사
Q91134	카스텔리나인키안티
Q91142	카스텔누오보베라르덴가
Q91192	콜레디발델사
Q91228	몬테리조니
Q91247	잭슨
Q91350	포지본시
Q91472	소비칠레
Q91508	마렌 아데
Q92026	일본의 성
Q92161	창춘시
Q92212	오폴레
Q92277	지린시
Q92526	시나 웨이보
Q92552	갈루아 이론
Q92561	런던
Q92572	프리크리
Q92600	알렉세이 파지트노프
Q92609	프레더릭 브룩스
Q92633	숀 패닝
Q92640	이상한 나라의 앨리스
Q92743	빈트 서프
Q92746	존 배커스
Q92803	그래디 부치
Q92807	스콧 포스톨
Q92829	마크 러시노비치
Q92879	토니 파델
Q92940	팀 패터슨
Q93128	윌리엄 하비
Q93157	유진 오닐
Q93165	올리브기름
Q93181	에후드 올메르트
Q93184	소묘
Q93189	알
Q93195	얼스터
Q93204	다큐멘터리 영화
Q93259	소앤틸리스 제도
Q93284	마르크 샤갈
Q93301	기관차
Q93338	가지안테프
Q93341	마일스 데이비스
Q93346	더 후
Q93347	모스타르
Q93356	셰이머스 히니
Q93365	다운 백작 레오폴트 요제프
Q93620	크리스토퍼 파올리니
Q93690	카를 멩거
Q93910	노보쿠즈네츠크
Q94430	대중국민연합
Q94624	주간고속도로 제69호선
Q94638	카살레키오디레노
Q94689	주간고속도로 제75호선
Q94747	우흐스트헤이스트
Q94885	주간고속도로 제82호선
Q94916	제2차 이탈리아-에티오피아 전쟁
Q95030	워런 비티
Q95035	최종병기 그녀
Q95086	폰테베드라주
Q95088	세비야주
Q95569	빈 미술사 박물관
Q96962	페터 플로린
Q98964	폴란드 하원
Q98975	폴란드 상원
Q100047	아미가
Q100159	안락사
Q100188	클루지나포카
Q100850	네비아노델리아르두이니
Q100937	프레드 아스테어
Q101004	대동맥
Q101081	프로방스
Q101244	두문자어
Q101254	뉴포트
Q101266	교황 인노첸시오 10세
Q101286	교황 인노첸시오 11세
Q101294	교황 알렉산데르 8세
Q101430	교황 바오로 4세
Q101437	교황 비오 2세
Q101505	딥 퍼플
Q101539	항공 승무원
Q101625	마라케시
Q101638	메리 울스턴크래프트
Q101698	가에타노 도니체티
Q101942	파보 누르미
Q101965	실험
Q101991	염증
Q102131	교황 마르첼로 1세
Q102139	마르그레테 2세
Q102158	나르바
Q102178	세계 체스 연맹
Q102296	중수소
Q102317	키엘체
Q102356	여단
Q102392	스코틀랜드의 국기
Q102397	미슈콜츠
Q102496	사목구
Q102585	요한 고틀리프 피히테
Q102762	아조프
Q102769	수산화 나트륨
Q102804	앙리 무아상
Q102822	야코뷔스 헨리퀴스 판트 호프
Q102836	용수철
Q102851	보이티우스
Q102865	다리우스 3세
Q102911	홀란트
Q102987	아이티의 국기
Q103114	미셸 우엘벡
Q103163	수도원장
Q103204	플리커
Q103251	마케도니아
Q103423	교황 마리노 2세
Q103431	교황 아나스타시오 3세
Q103591	저메인 그리어
Q103717	로바니에미
Q103774	라비 샹카르
Q103892	자브제
Q103955	구스타프 슈트레제만
Q103985	아르스크
Q104002	우라니아
Q104036	벤츠필스
Q104053	표현형
Q104123	펄프 픽션
Q104154	위르뱅 르베리에
Q104192	클라인마하노
Q104231	스톡홀름주
Q104285	오시타니아
Q104319	제7일 안식일 예수 재림교회
Q104326	장미셸 자르
Q104334	탄산
Q104358	빌리 홀리데이
Q104560	발라코보
Q104607	앤드루 헉슬리
Q104668	비탈리 긴즈부르크
Q104712	엘블롱크
Q104740	라돔
Q104804	메스로프 마슈토츠
Q104843	순양함
Q104851	펌웨어
Q104934	기본 상호작용
Q105060	소스노비에츠
Q105092	머시아 왕국
Q105098	아우스트라시아
Q105158	크리스토프 랑베르
Q105186	약사
Q105237	자코모 마이어베어
Q105313	웨섹스 왕국
Q105349	오스카 피터슨
Q105402	뇌실계통
Q105420	앤솔러지
Q105522	요산
Q105527	재즈 록
Q105674	달리기
Q105756	존 업다이크
Q105875	허비 핸콕
Q105891	해먼드 오르간
Q105967	라고메라섬
Q106010	크리스마스 이브
Q106016	유전형
Q106039	기독교인
Q106099	잔 모로
Q106199	갈리아 전기
Q106255	장폴 벨몽도
Q106268	스타르가르트슈체친스키
Q106349	파니 아르당
Q106418	카트린 드뇌브
Q106434	막스 브루흐
Q106506	제5원소
Q106529	알랭 들롱
Q106573	나탈리 베이
Q106577	네우스트리아
Q106624	아메드 즈웨일
Q106641	요한 크리스티안 바흐
Q106693	14족
Q106709	파트리스 르콩트
Q106789	베름란드주
Q106807	망누스 칼센
Q106837	삭소 그라마티쿠스
Q107008	카운트 베이시
Q107013	기독교 순교자
Q107126	알링턴 군
Q107130	라제시 칸나
Q107135	프레드릭스타드
Q107184	황산 구리
Q107358	코이네 그리스어
Q107397	리트림주
Q107401	시바스
Q107422	허버트 A. 하우프트먼
Q107432	찰스 밍거스
Q107450	프랭크 윌첵
Q107473	카를 바르트
Q107673	87 실비아
Q108058	컨트라코스타군
Q108111	리버사이드 군
Q108163	명제
Q108206	존 버니언
Q108316	교황 알렉산데르 6세
Q108510	제임스 가너
Q108543	에이리언 3
Q108555	주세페 타르티니
Q108745	고스트버스터즈
Q108861	킹 군
Q109010	솔나 시
Q109016	노르웨이 의회
Q109031	보스
Q109053	아트 테이텀
Q109063	지미 클리프
Q109092	킬케니
Q109128	귀네드
Q109356	함흥시
Q109374	원산시
Q109386	남포특별시
Q109391	화구
Q109432	에포로스
Q109612	셀로니어스 멍크
Q109739	렉싱턴 로
Q109858	5번로
Q110079	체스판
Q110126	흐란트 딘크
Q110330	에프라임 카치르
Q110462	줄리 델피
Q110477	캐넌볼 애덜리
Q110486	카우프만 군
Q110714	레스터 영
Q110719	오스카어 라퐁텐
Q110848	링에리케
Q110888	에식스 왕국
Q110910	반영웅
Q110916	시라카와 히데키
Q110935	윌리엄 립스컴
Q111144	카노사
Q111739	푸에르토프린세사
Q112057	페르디난트 브루크너
Q112128	후사인 이븐 알리
Q112307	리나 혼
Q112675	레이츠헨담포르뷔르흐
Q113246	카림 엘 아마디
Q113673	우플란스브로 시
Q113692	하닝에 시
Q113718	봇쉬르카 시
Q114640	방황하는 네덜란드인 (오페라)
Q114749	아흐메드 1세
Q115095	국제법 학회
Q115117	플로체
Q115443	찹쌀
Q115457	아르노강
Q115625	베르나르 펠레
Q115845	소니 NEX-7
Q115857	소니 알파 NEX-5
Q116232	BMW 미니
Q116269	이산화 규소
Q116336	미셸 케르베르
Q116341	코르처
Q116439	루빈 매뉴팩처링 컴퍼니
Q116546	어스시
Q116812	오리올 중케라스
Q116840	피우지
Q116845	실버 라이닝스 플레이북
Q116948	이솔라델리리
Q117040	산티아고데쿠바
Q117059	어소시에이티드 브리티시 푸즈
Q117091	칼릭스 시
Q117096	라몬 막사이사이
Q117139	위즈 칼리파
Q117186	폰테코르보
Q117428	마이크로소프트 머니
Q117522	그루브 아마다
Q117676	비제우
Q117708	빌리 비숍 토론토 시티 공항
Q117710	로린 마젤
Q117801	계산과학
Q117840	교황 니콜라오 2세
Q117850	독트린
Q118026	이성질체효소
Q118081	교황 첼레스티노 5세
Q118840	아우디 Q7
Q118936	라파엘 알베르티
Q120649	러울링 골드글러브
Q120730	교토부
Q120976	계승
Q121157	마슈하드
Q121176	간호
Q121378	케르키라섬
Q121535	베니 골슨
Q121594	교수
Q121688	스페인의 국기
Q121734	토마스 픽턴
Q121998	대사
Q122043	프럭토스
Q122224	피임
Q122290	장폴 마라
Q122294	안젤로 디 리비오
Q122338	앨버트 호프먼
Q122366	다니엘 베르누이
Q122371	브레스트-리토프스크 조약
Q122392	자코브 베르누이
Q122443	아티키
Q122462	멕시코의 국기
Q122574	보트니아만
Q122701	켈빈 남작 1세 윌리엄 톰슨
Q122723	오사카부
Q122741	세가
Q122960	로코코
Q122972	루이 아가시
Q122999	요한 하인리히 람베르트
Q123014	알프레트 베르너
Q123022	펠릭스 블로흐
Q123029	하인리히 로러
Q123045	뇌유래신경영양인자
Q123089	뱅자맹 콩스탕
Q123190	장 피아제
Q123238	기욤 앙리 뒤푸르
Q123258	후쿠오카현
Q123417	토마스 에라스투스
Q123463	클라라 하스킬
Q123514	야코프 슈타이너
Q123603	에르네스트 앙세르메
Q123637	사이버네틱스
Q123704	스윙댄스
Q123709	던디
Q123759	미주 기구
Q123829	조지 거슈윈
Q123867	사드 후작
Q124020	스위스의 국기
Q124072	소총
Q124086	베슬러이 스네이더르
Q124099	카를 보트머
Q124204	베스널그린
Q124255	원뿔 곡선
Q124462	마이어 구겐하임
Q124714	샘터
Q124739	티후아나
Q124754	교황 비오 7세
Q124831	교황 그레고리오 9세
Q124873	민다나오섬
Q124943	이집트 왕국
Q125076	슬럼독 밀리어네어
Q125080	바사
Q125121	어리사 프랭클린
Q125249	윌리엄 제임스
Q125293	푸에블라
Q125384	루손섬
Q125482	이맘
Q125631	교황 우르바노 1세
Q125658	산마리노 축구 협회
Q125666	뉴샤
Q125731	에후드 바라크
Q125761	국제 민간 항공 기구
Q126148	탕헤르
Q126188	제임스 2세
Q126269	울버햄프턴
Q126514	덤프리스 갤러웨이
Q126633	마르잔 사트라피
Q126793	소매
Q126842	법철학
Q127063	카르스
Q127091	진주만
Q127141	마이크로소프트 밥
Q127167	웨스턴케이프주
Q127197	폭탄
Q127254	교황 알렉산데르 7세
Q127319	HPFS
Q127330	프랭크 자파
Q127370	혼다 인스파이어
Q127372	알리안츠 리비에라
Q127398	마이모니데스
Q127423	빅토리아 실브스테트
Q127513	가나가와현
Q127552	픽사
Q127623	반타
Q127676	트뢰넬라그
Q127688	요한 빌헬름 스넬만
Q127771	전투기
Q127856	베벌리힐스
Q127920	공유 결합
Q127925	클루브 아우로라
Q127955	베오그라드 국제공항
Q127974	우크라이나의 국기
Q127980	지방
Q128011	대앤틸리스 제도
Q128019	교황 비오 6세
Q128069	시러큐스
Q128076	교황 인노첸시오 3세
Q128085	게오르그 솔티
Q128086	포르미아
Q128102	이르티시강
Q128160	쿠바 미사일 위기
Q128186	사이타마현
Q128267	나자렛의 요셉
Q128297	마리아 칼라스
Q128306	덴턴
Q128309	드럼 세트
Q128321	미들랜드
Q128323	트리니다드섬
Q128338	트리니티 블러드
Q128347	파키스탄의 국기
Q128356	탈레스 알레니아 스페이스
Q128361	오데사
Q128452	엑스맨
Q128460	샤를 페로
Q128466	빌쥐프
Q128499	얄타
Q128563	브라이언 멀로니
Q128593	환생
Q128614	존 디펜베이커
Q128633	윌리엄 라이언 매켄지 킹
Q128645	아서 미언
Q128655	로버트 보든
Q128664	윌프리드 로리에
Q128686	존 스패로 데이비드 톰프슨
Q128758	풍자
Q128781	독일 국방군
Q128812	포르투갈의 국기
Q128852	지브롤터 의회
Q128891	라페이엣
Q128894	이츠하크 벤즈비
Q128896	어드밴스트 마이크로 디바이시스
Q128902	윌리엄 피트
Q128967	에드워드 히스
Q128992	미랄렘 술레이마니
Q129003	프랑스령 남방 및 남극
Q129031	타프나드
Q129079	파울 페르후번
Q129092	페르낭델
Q129132	그리스의 국기
Q129137	애플스크립트
Q129163	산화 주석
Q129199	니콜라이 로바쳅스키
Q129214	쌍둥이자리
Q129259	니시
Q129286	영국령 인도 제국
Q129499	군마현
Q129610	골웨이
Q129649	이즈미트
Q129793	어도비 포토샵
Q129906	은의 서
Q129916	해럴드 스콧 맥도널드 콕서터
Q129929	호박색 망원경
Q129967	교황 클레멘스 11세
Q130171	월드 챔피언십 레슬링
Q130186	토르테
Q130191	노리치
Q130193	빅토리아 국제공항
Q130206	런던 브리지
Q130212	세케슈페헤르바르
Q130223	그리핀
Q130284	주간 영 선데이
Q130311	조지 마이클
Q130365	리보플래빈
Q130469	마자르이샤리프
Q130514	룩소르
Q130601	로물루스 아우구스투스
Q130631	자크 데리다
Q130693	도자기
Q130742	앨러니스 모리세트
Q130754	2004년 인도양 지진 해일
Q130759	크리스토프 빌리발트 글루크
Q130760	터빈
Q130762	곱셈 알고리즘
Q130768	연기
Q130774	아르헨티나의 국기
Q130800	파페에테
Q130857	디스크 자키
Q130864	스튜어트 국제공항
Q130871	베를린 국제 영화제
Q130873	메나헴 베긴
Q130924	칼레발라
Q130949	스키
Q130975	로버트 앤드루스 밀리컨
Q130994	콜마르
Q131002	하룬 알라시드
Q131036	사이언톨로지교
Q131062	도시설계가
Q131066	열왕기
Q131068	에스텔
Q131072	전도서
Q131083	나히체반 자치 공화국
Q131089	측지학
Q131101	요한의 첫째 편지
Q131120	안나 쿠르니코바
Q131127	바냐루카
Q131144	톰과 제리
Q131162	교황 디오니시오
Q131168	튜바
Q131186	합창
Q131204	베트남의 국기
Q131210	드네스트르강
Q131214	안테나
Q131222	정보 이론
Q131230	마우나케아산
Q131231	슬레이어
Q131262	볼로냐 대학교
Q131263	생활관
Q131279	알싱
Q131290	간자
Q131297	르완다 집단학살
Q131301	홈스
Q131324	재닛 잭슨
Q131337	아제르바이잔 소비에트 사회주의 공화국
Q131346	판도라
Q131350	니샤푸르
Q131375	쇼기
Q131402	뮌헨 국제공항
Q131416	데르벤트
Q131422	애니멀스
Q131425	비주얼계
Q131438	먼스터
Q131458	이사야
Q131476	그래프 이론
Q131479	도미니코 수도회
Q131480	카망베르
Q131491	브라이턴
Q131512	농부
Q131524	기업가
Q131539	아동 문학
Q131549	클로드 시몽
Q131559	방패
Q131569	조약
Q131578	J-pop
Q131581	헨리 5세
Q131587	교황 클레멘스 14세
Q131590	예레미야
Q131596	농장
Q131605	메라노
Q131620	나타우
Q131635	에즈라
Q131640	느헤미야
Q131643	요엘
Q131645	루마니아 레우
Q131647	메달
Q131674	아나톨리 카르포프
Q131681	저수지
Q131683	발생학
Q131691	제1대 웰링턴 공작 아서 웰즐리
Q131694	아덴
Q131713	네덜란드의 국가
Q131733	헨리 캐번디시
Q131734	맥주 주조장
Q131737	토빗기
Q131746	향수
Q131761	험프리 데이비
Q131814	티나 터너
Q131818	오랑
Q131910	야머
Q131964	오스트리아 제국
Q132020	엑스박스
Q132050	도지사
Q132116	민속학
Q132137	이콘
Q132151	문화기술지
Q132265	상좌부 불교
Q132298	수산화 칼륨
Q132311	판타지
Q132341	바비 티몬스
Q132404	부르주
Q132410	음푸말랑가주
Q132501	글리세롤
Q132516	보잉 RC-135
Q132537	로버트 오펜하이머
Q132551	유엔 난민 기구
Q132572	티라스폴
Q132633	벨라루스의 국기
Q132679	빌렘스타트
Q132692	교황 그레고리오 15세
Q132708	교황 인노첸시오 12세
Q132711	교황 바오로 5세
Q132720	야마나시현
Q132781	고문
Q132790	비아리츠
Q132805	토머스 하디
Q132814	증발
Q132821	살인
Q132830	두알라
Q132845	교황 하드리아노 4세
Q132952	애덤 샌들러
Q132959	사하라 이남 아프리카
Q132964	블라디미르 마야콥스키
Q133001	교황 바오로 3세
Q133009	그로 할렘 브룬틀란
Q133015	크로아티아의 국기
Q133026	콜롬나
Q133032	헝가리인
Q133046	교황 우르바노 5세
Q133069	부르캉브레스
Q133073	더니딘
Q133080	PR
Q133083	하우텡주
Q133100	교황 인노첸시오 13세
Q133108	교황 클레멘스 12세
Q133116	해밀턴
Q133123	파트라
Q133132	파리 코뮌
Q133156	식민지
Q133163	타악기
Q133215	카지노
Q133261	스웨덴의 국가
Q133267	레프 란다우
Q133315	리머릭
Q133327	시공간
Q133356	우크라이나 소비에트 사회주의 공화국
Q133386	얀 페터르 발케넨더
Q133396	크네셋
Q133405	비 지스
Q133485	랍비
Q133493	XScale
Q133500	학습
Q133516	단당류
Q133566	스타디오 주세페 메아차
Q133622	토르 헤위에르달
Q133682	하워드 카터
Q134061	처녀자리
Q134067	마이크로소프트 비주얼 스튜디오
Q134102	프랑코포니
Q134121	나무르
Q134140	아부 심벨 신전
Q134219	다당류
Q134241	페예노르트
Q134279	루한스크
Q134307	초상
Q134346	앙굴렘
Q134350	티서강
Q134388	사투르누스
Q134394	천칭자리
Q134398	전갈자리
Q134494	죄르
Q134509	포트사이드
Q134514	수에즈
Q134556	싱글
Q134574	펌프
Q134588	교황 니콜라오 5세
Q134627	필리핀의 국기
Q134635	사이타마시
Q134646	교황 보니파시오 8세
Q134672	엑서터
Q134685	해머랜드
Q134698	바스티아
Q134712	샤울랴이
Q134737	귀족
Q134762	에일라트
Q134768	칵테일
Q134783	층서학
Q134787	해석기하학
Q134808	백신
Q134817	압뒬하미트 2세
Q134862	샴페인
Q134874	볼리비아의 국기
Q134942	윌리엄 서머싯 몸
Q134949	겨울 전쟁
Q135104	르크레믈랭비세트르
Q135106	하바꾹
Q135171	일라이어스 제임스 코리
Q135265	이시레몰리노
Q135288	윈도 스토어
Q135321	디스크 시스템
Q135410	도모데도보
Q135503	크리스티안 보어
Q135615	스프링필드
Q135622	구글 번역
Q135630	카탈루냐 의회
Q135908	자드
Q136433	PFC CSKA 소피아
Q136469	아마존 킨들
Q136893	투르쿠성
Q137042	냇 킹 콜
Q137097	알레비파
Q137106	하워드 월터 플로리
Q137271	코타키나발루
Q138232	스베리르 구드나손
Q138311	엘리자베스
Q138367	캠던
Q138391	패터슨
Q138396	브리타니아
Q138518	프린스턴
Q138553	스토플레이스
Q139052	자부 브레이트만
Q139549	사크리스 토펠리우스
Q139560	브뤼노 크레메르
Q139670	아르메니아 민주 공화국
Q139857	푸마르산
Q139918	와이카토 지방
Q140075	골드코스트
Q140083	말버러 지방
Q140124	무슬림 이븐 알하자지
Q140147	브레스트
Q140201	J. G. 밸러드
Q140255	차가롤로
Q140359	체코슬로바키아 제1공화국
Q140527	삼총사
Q140575	자히 하와스
Q140619	나디아 불랑제
Q140631	타이난시
Q140646	카친 주
Q140680	핑크 팬더
Q140686	의장
Q140696	제임스 하그리브스
Q141026	알제주
Q141037	에드워드 버넷 타일러
Q141293	돈두르마
Q141336	모스필름
Q141433	런던 브리지 이즈 폴링 다운
Q141488	그래프
Q141844	가티노
Q142539	드롭박스
Q142965	포르투갈령 티모르
Q142999	에우세비우스
Q143945	카를라 브루니
Q145093	사도궁
Q145151	모나스
Q145761	아이패드 미니
Q145780	사해 문서
Q145903	이집트학
Q145972	자모시치
Q146165	북유럽 이사회
Q146328	필리핀 자치령
Q146351	리베레츠
Q146363	모스트
Q146491	형법
Q146505	용매
Q146673	원초적 본능
Q147089	마니사
Q147235	아이 러브 프렌즈
Q147638	인지 과학
Q147756	하사뷰르트
Q147787	안나 카레니나
Q147796	파리 자오선
Q147804	카슈비아
Q147909	불가리아 왕국
Q148062	자르카
Q148154	폴렛섬
Q148440	플로레스섬
Q148442	마술
Q148540	피렌체 공화국
Q148818	바질속
Q148836	수도주의
Q148958	탄창
Q149016	바투린
Q149086	살인
Q149315	교황 실베리오
Q149537	중편 소설
Q149584	조직행동
Q149789	유한책임회사
Q149805	이라크 왕국
Q149813	아프리카의 역사
Q149955	에스메랄다스
Q149972	미적분학
Q150001	인텔리전트 시스템즈
Q150058	트라방코르 왕국
Q150323	아이패드
Q150429	펜테인
Q150440	헥세인
Q150463	방울다다기
Q150529	캣독
Q150570	엑조세
Q150681	옥테인
Q150731	운데케인
Q150750	캇툰
Q150767	벤저민 브리튼
Q150804	피아니스트
Q150812	폴란드 침공
Q150820	플레이보이
Q150843	세테인
Q150907	프랑켄
Q150981	북독일 연방
Q151005	라이프치히 전투
Q151052	바그라티온 작전
Q151075	프란츠 1세
Q151098	뤼시앵 보나파르트
Q151105	헤네스 바이스바일러
Q151135	유쿠
Q151148	촐라 왕조
Q151168	마틴 클레바
Q151173	조아생 뮈라
Q151231	애니 레녹스
Q151312	프레데리크 9세
Q151324	프로펜
Q151335	뷰텐
Q151340	프랑스 공방전
Q151374	베를린 올림픽 스타디움
Q151423	베를린 회의
Q151509	이븐 사우드
Q151524	빙 맵스 포 엔터프라이즈
Q151593	올리비에 메시앙
Q151608	클라우디오 아바도
Q151701	크릭스마리네
Q151722	니콜라스 스테노
Q151803	피트 몬드리안
Q151831	오이펜
Q151838	악셀 비첼
Q151843	프랑크푸르트 학파
Q151895	노스페라투
Q151908	교황 펠라지오 2세
Q151936	제임스 조지 프레이저
Q151967	블라시우스
Q151983	피에르 라발
Q151991	유럽 남방 천문대
Q151993	루르 지방
Q152002	목사
Q152033	2008년 쓰촨 대지진
Q152043	므스티슬라프 로스트로포비치
Q152044	보스토크호
Q152057	BP
Q152098	판타스틱 4
Q152187	아우구스트 크로그
Q152229	프리드리히 빌헬름 2세
Q152260	덴마크의 알렉산드라
Q152265	무함마드 자히르 샤
Q152293	아람 하차투리안
Q152299	네덜란드어 연합
Q152368	베트셰안
Q152378	이스마일 하니야
Q152393	알프레드 아들러
Q152433	제록스
Q152436	크파르사바
Q152437	알바 뮈르달
Q152467	브네이브라크
Q152491	헤르츨리야
Q152503	미하일 호도르콥스키
Q152505	레너드 번스타인
Q152599	프랑켄슈타디온
Q152750	보헤미아-모라바 보호령
Q152817	지라르 데자르그
Q152834	과일 샐러드
Q152886	라르스 벤더
Q153009	브루네이무아라구
Q153015	작센 왕국
Q153075	그롤쉬
Q153080	동프랑크 왕국
Q153122	삼국 동맹 조약
Q153128	크로아티아 독립국
Q153136	합스부르크 군주국
Q153185	루이 조제프 게이뤼삭
Q153194	에드워드 빅터 애플턴
Q153224	안드레이 콜모고로프
Q153232	장 르 롱 달랑베르
Q153293	펠릭스 마가트
Q153316	크레타 전투
Q153417	크로거
Q153491	총통엄폐호
Q153509	마카리오스 3세
Q153516	뉘넌
Q153561	베르보테네 리베
Q153647	세인트헬렌스
Q153660	이탈리아 사회공화국
Q153717	프리먼 다이슨
Q153723	바스터즈: 거친 녀석들
Q153730	바버라 피어스 부시
Q153761	엘리너 오스트롬
Q153770	독일의 소리
Q153824	리버프론트 스타디움
Q153936	시민군
Q153943	베스트팔렌 왕국
Q153996	네나
Q154008	보그
Q154020	엘르
Q154041	프레데리크 2세
Q154083	앙리 반 데 벨데
Q154191	독일 축구 연맹
Q154195	바이에른 왕국
Q154216	캣 스티븐스
Q154401	슬로바키아 공화국
Q154490	장자크 아노
Q154526	아인하르트
Q154594	루시안 프로이트
Q154674	위트레흐트 조약
Q154691	카를로스 푸엔테스
Q154724	보비니
Q154797	독일 연방의회
Q154842	막스 에른스트
Q154855	하비에르 솔라나
Q154888	리디체
Q154895	헤르베르트 폰 카라얀
Q154938	베다 베네라빌리스
Q154952	빌럼알렉산더르
Q154958	니켈로디언
Q154968	릴리 마를렌
Q155000	불가리아 공산당
Q155038	저먼윙스
Q155103	부다페스트 포위전
Q155144	알자스로렌
Q155152	폴리도르 레코드
Q155277	틀라케파케
Q155375	아치볼드 비비언 힐
Q155476	분노의 질주
Q155570	작센바이마르아이제나흐 대공국
Q155626	존 싱어 사전트
Q155643	빅토리아 항
Q155647	점성가
Q155687	크리스티안 플라케 로렌츠
Q155775	휴 보너빌
Q155790	유진 위그너
Q155794	한스 베테
Q155863	크론시타트
Q155879	다이애나 크롤
Q155887	라위천 에흐베르튀스 얀 브라우어르
Q155890	중수
Q155935	콜롬버스 모듈
Q155956	교황 클레멘스 10세
Q155961	교황 클레멘스 9세
Q155993	클라드노
Q156031	오스트란트
Q156033	요한 슈타미츠
Q156075	안와
Q156111	총독부
Q156128	조르주 루오
Q156150	포이스
Q156173	유구르타
Q156203	빌트
Q156214	막스 자코브
Q156237	부크강
Q156268	피에르 부르디외
Q156297	베르나릴로 군
Q156349	사르베팔리 라다크리슈난
Q156373	니콜라 우디노
Q156386	앙리 루소
Q156391	스타인웨이
Q156418	하와이 왕국
Q156495	수리물리학
Q156511	피에르 모루아
Q156585	마르크 블로크
Q156593	삼비르
Q156711	우주호로드
Q156726	이바노프란키우스크
Q156732	헤르손
Q156739	리우네
Q156752	수미
Q156814	예후디 메뉴인
Q156872	슬레이드
Q156990	몬머스
Q157003	베를린 유대인 박물관
Q157015	FHM
Q157024	테토보
Q157037	교황 대사
Q157040	코슈트 러요시
Q157061	게브겔리야
Q157079	비어 진트 헬덴
Q157121	콘라트 1세
Q157137	크리비리흐
Q157142	디 차이트
Q157144	빈니차
Q157146	레지스탕스
Q157153	늑대소굴
Q157191	마르셀 마르소
Q157194	알베르토 자코메티
Q157195	웨이터
Q157246	비톨라
Q157259	존 러셀
Q157273	코메르츠방크 아레나
Q157303	조르주 페렉
Q157367	브란덴부르크프로이센 공국
