sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Erik Albert Holmgren:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,partial differential equation,0,partial differential equation,0
[CLS] Frederick Grinnell:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",bioethics:3,0,bioethics:3,0
[CLS] Arno:2 Tausch:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,political science,0,political science,0
[CLS] World Population Foundation works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",reproductive rights,0,reproductive rights,0
[CLS] Rifkat:3 Bogdanov:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,bifurcation:4 theory,0,bifurcation:4 theory,0
[CLS] Michael Ruse:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",philosophy of science,0,philosophy of science,0
[CLS] Nikolay:2 Ilminsky:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - - -s:2,Turkology:3,0,Turkology:3,0
[CLS] Bernhard Dorn:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,Oriental studies,0,Oriental studies,0
[CLS] Anna - Teresa Tymieniecka:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,phenomenology:4,0,phenomenology:4,0
[CLS] Julius Victor Carus:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,zoology:2,0,zoology:2,0
[CLS] Shahab:2 al - Din Suhrawardi:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,Sufism:2,0,Sufism:2,0
[CLS] Norair:2 Sisakian:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,biochemistry:2,0,biochemistry:2,0
[CLS] Cai:2 Xitao:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",botany:3,0,botany:3,0
[CLS] Tomek:2 Bartoszyński:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,set theory,0,set theory,0
[CLS] Nikita:2 Moiseyev:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,applied mathematics,0,applied mathematics,0
[CLS] Friedrich Daniel von Recklinghausen:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - - -s:2,anatomical:4 pathology:2,0,anatomical:4 pathology:2,0
[CLS] Luigi Broglio:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,astronautics:2,0,astronautics:2,0
[CLS] Expert:2 Opinion:3 on Drug Metabolism:4 & Toxicology:3 works in the field of [MASK] [MASK] . [SEP],drug medicine,toxicology:2,0,toxicology:2,0
[CLS] Hans Spemann:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,embryology:4,0,embryology:4,0
[CLS] Hans Hahn works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,set theory,0,set theory,0
[CLS] Ophthalmology:4 works in the field of [MASK] . [SEP],vision,ophthalmology:4,0,ophthalmology:4,0
[CLS] Stanisław:2 Kostanecki:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and -s:2",organic chemistry,0,organic chemistry,0
[CLS] John Tradescant:3 the Younger works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",botany:3,0,botany:3,0
[CLS] George Smith works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",Assyriology:4,0,Assyriology:4,0
[CLS] Albert Ellis works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",clinical psychology,0,clinical psychology,0
[CLS] Cornell Lab of Ornithology:4 works in the field of [MASK] . [SEP],birds,ornithology:4,0,ornithology:4,0
[CLS] Wilhelm Hofmeister:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,botany:3,0,botany:3,0
[CLS] Alexander Beilinson:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,algebraic geometry,0,algebraic geometry,0
[CLS] Chushiro:3 Hayashi:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",astrophysics:3,0,astrophysics:3,0
[CLS] Julius Rudolph Theodor Vogel:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and -s:2",botany:3,0,botany:3,0
[CLS] Aaron Aaronsohn:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",botany:3,0,botany:3,0
[CLS] Pharmacotherapy:6 works in the field of [MASK] . [SEP],medicine,pharmacology:4,0,pharmacology:4,0
[CLS] Thomas Robert Soderstrom:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",botany:3,0,botany:3,0
[CLS] Steven N . S . Cheung works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,microeconomics:3,0,microeconomics:3,0
[CLS] Shigefumi:4 Mori:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",algebraic geometry,0,algebraic geometry,0
[CLS] Wernher:3 von Braun works in the field of [MASK] . [SEP],astronomy,aerospace engineering,0,aerospace engineering,0
[CLS] Paul Heinrich von Groth:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,mineralogy:2,0,mineralogy:2,0
[CLS] Gérard:2 Encausse:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,occult:3,0,occult:3,0
[CLS] Jisaburo:4 Ohwi:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",botany:3,0,botany:3,0
[CLS] Richard M . Dudley works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",probability theory,0,probability theory,0
[CLS] Jean - Baptiste Claudot:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,still life,0,still life,0
[CLS] Alfréd:4 Rényi:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,combinatorics:3,0,combinatorics:3,0
[CLS] Christos:2 Tsountas:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,classical archaeology,0,classical archaeology,0
[CLS] Naum:2 Akhiezer:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and and research,approximation theory,0,approximation theory,0
[CLS] Václav:4 E . Beneš:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and - theory,queueing:3 theory,0,queueing:3 theory,0
[CLS] Dukinfield:3 Henry Scott works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",botany:3,0,botany:3,0
[CLS] Juan José Linz:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,political science,0,political science,0
[CLS] Titanic Thompson works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",Hustling:3,0,Hustling:3,0
[CLS] Martin Margiela:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,fashion design,0,fashion design,0
[CLS] Arnold Squitieri:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,illegal drug trade,0,illegal drug trade,0
[CLS] Lotte:2 van Beek:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,speed skating,0,speed skating,0
[CLS] Boris Delaunay:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,crystallography:3,0,crystallography:3,0
[CLS] Ruth Faden:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and and research",bioethics:3,0,bioethics:3,0
[CLS] James Edward Smith works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - andss:3",botany:3,0,botany:3,0
[CLS] European Journal of Pharmacology:3 works in the field of [MASK] . [SEP],medicine,pharmacology:4,0,pharmacology:4,0
[CLS] Eric Hoffer:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - andss:3,social psychology,0,social psychology,0
[CLS] Gensim:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,natural language processing,0,natural language processing,0
[CLS] Bernd:2 J . Kröger:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,phonetics:2,0,phonetics:2,0
[CLS] Judith Butler works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",literary theory,0,literary theory,0
[CLS] August Schenk:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,botany:3,0,botany:3,0
[CLS] Cleve:3 Backster:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,polygraph:3,0,polygraph:3,0
[CLS] Sociedad:3 para el Estudio:4 del Andaluz:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,Andalusian:4 Spanish,0,Andalusian:4 Spanish,0
[CLS] Neuropharmacology:6 works in the field of [MASK] [MASK] . [SEP],brain medicine,neuropharmacology:5,0,neuropharmacology:5,0
[CLS] Stephen Wiesner:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and and research",quantum information science,0,quantum information science,0
[CLS] Eduardo Naranjo:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,art of painting,0,art of painting,0
[CLS] Joachim Wilhelm Franz Philipp von Holtzendorff:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,jurisprudence:4,0,jurisprudence:4,0
[CLS] Raymond Thayer:3 Birge:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",physical chemistry,0,physical chemistry,0
[CLS] Johannes Boersma:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,mathematical analysis,0,mathematical analysis,0
[CLS] Ignatz:3 Urban works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,botany:3,0,botany:3,0
[CLS] Philip Miller works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",botany:3,0,botany:3,0
[CLS] knot works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,knot theory,0,knot theory,0
[CLS] Josef Holub:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,botany:3,0,botany:3,0
[CLS] Don Zagier:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,number theory,0,number theory,0
[CLS] Catherine Lord works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",colonialism:2,0,colonialism:2,0
[CLS] Earle Gorton:2 Linsley:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",entomology:3,0,entomology:3,0
[CLS] Ivan M . Niven:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,number theory,0,number theory,0
[CLS] Tobis:2 Film works in the field of [MASK] . [SEP],film,film distribution,0,film distribution,0
[CLS] Arthur Milgram:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,differential geometry,0,differential geometry,0
[CLS] Yodelin:3 ' Slim Clark works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and """,yodeling:3,0,yodeling:3,0
[CLS] Donald Knuth:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",computer science,0,computer science,0
[CLS] Dag:2 Prawitz:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,proof theory,0,proof theory,0
[CLS] Carl Fredrik:2 Nyman:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,botany:3,0,botany:3,0
[CLS] John Nathaniel Couch:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",mycology:2,0,mycology:2,0
[CLS] KOS:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,counterintelligence:4,0,counterintelligence:4,0
[CLS] N . U . Prabhu:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,queueing:3 theory,0,queueing:3 theory,0
[CLS] Rudolf Kner:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,zoology:2,0,zoology:2,0
[CLS] Christian de Duve:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,cell biology,0,cell biology,0
[CLS] Dresden school works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,art of sculpture,0,art of sculpture,0
[CLS] quality - adjusted life year works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,health economics,0,health economics,0
[CLS] David Eisenbud:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and and research",algebraic geometry,0,algebraic geometry,0
[CLS] Rinchen:3 Barsbold:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,paleontology:3,0,paleontology:3,0
[CLS] Andy Miah:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,bioethics:3,0,bioethics:3,0
[CLS] pointillism:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,art of painting,0,art of painting,0
[CLS] Ruqaya:4 Al - Ghasra:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and studies",100 metres,0,100 metres,0
[CLS] Stephen Hawking:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",quantum gravity,0,quantum gravity,0
[CLS] Murray Rothbard:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - -s:2 theory",libertarianism:4,0,libertarianism:4,0
[CLS] Boris Hessen:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,history of science,0,history of science,0
[CLS] Goichi:2 Suda:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",video game,0,video game,0
[CLS] Aby:2 Warburg:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,history of art,0,history of art,0
[CLS] W . Hugh Woodin:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,set theory,0,set theory,0
[CLS] Lorenz:3 Oken:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,botany:3,0,botany:3,0
[CLS] graph works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,computer science,0,computer science,0
[CLS] Ernst Specker:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,set theory,0,set theory,0
[CLS] Solomon W . Golomb:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,number theory,0,number theory,0
[CLS] G . H . Hardy works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,number theory,0,number theory,0
[CLS] Ciro:2 Mancuso:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,illegal drug trade,0,illegal drug trade,0
[CLS] Vasily:2 Zuyev:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,zoology:2,0,zoology:2,0
[CLS] Richard Assmann:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",meteorology:3,0,meteorology:3,0
[CLS] Marinus:2 of Tyre:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,cartography:2,0,cartography:2,0
[CLS] Fuad:2 Aleskerov:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,game theory,0,game theory,0
[CLS] Fayyazuddin:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,mathematical physics,0,mathematical physics,0
[CLS] Sébastien:4 Vaillant:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - andss:3,botany:3,0,botany:3,0
[CLS] Samantha Power works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,freedom of religion,0,freedom of religion,0
[CLS] Diederich:3 Franz Leonhard:2 von Schlechtendal:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,botany:3,0,botany:3,0
[CLS] Ulrich Eisenlohr:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,classical music,0,classical music,0
[CLS] Baruch:2 Brody works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",bioethics:3,0,bioethics:3,0
[CLS] programming style works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",computer science,0,computer science,0
[CLS] Harold Davenport works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",number theory,0,number theory,0
[CLS] Irina:2 Glushkova:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,Indology:2,0,Indology:2,0
[CLS] Leonora:2 A . Hohl:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,Saccharomyces:5 cerevisiae:4,0,Saccharomyces:5 cerevisiae:4,0
[CLS] David Paintin:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,obstetrics:5 and gynaecology:4,0,obstetrics:5 and gynaecology:4,0
[CLS] Hiroshi:3 Ishiguro:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",robotics:2,0,robotics:2,0
[CLS] Hipólito:4 Ruiz López works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",botany:3,0,botany:3,0
[CLS] Cees:2 Dekker:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,nanotechnology:4,0,nanotechnology:4,0
[CLS] Ilia:2 Vekua:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,integral equation,0,integral equation,0
[CLS] K . B . Reid works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,graph theory,0,graph theory,0
[CLS] Graham Higman:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",group theory,0,group theory,0
[CLS] Wilhelm Anderson works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and ands:2 theory",astrophysics:3,0,astrophysics:3,0
[CLS] William Edward de Winton:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",zoology:2,0,zoology:2,0
[CLS] Louis de Broglie:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and - -s:2,theoretical physics,0,theoretical physics,0
[CLS] Merritt:3 Lyndon Fernald:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",botany:3,0,botany:3,0
[CLS] Gheorghe:5 Panaiteanu:4 Bardasare:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",art of painting,0,art of painting,0
[CLS] Filaret:3 Kolessa:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,musicology:2,0,musicology:2,0
[CLS] Renato:2 Caccioppoli:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,functional analysis,0,functional analysis,0
[CLS] Emanuel Sperner:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,combinatorics:3,0,combinatorics:3,0
[CLS] Nepalese:2 Journal of Ophthalmology:4 works in the field of [MASK] . [SEP],surgery,ophthalmology:4,0,ophthalmology:4,0
[CLS] Satoshi:2 Tajiri:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",video game,0,video game,0
[CLS] Paul Halmos:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,set theory,0,set theory,0
[CLS] Karl Theodor Ernst von Siebold:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,zoology:2,0,zoology:2,0
[CLS] Adrian Hardy Haworth:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",botany:3,0,botany:3,0
[CLS] Dimitris:2 Dimitrakos:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,epistemology:4,0,epistemology:4,0
[CLS] Rudi:2 Studer:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,Semantic:3 Web,0,Semantic:3 Web,0
[CLS] Nicola Levoli:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,still life,0,still life,0
[CLS] Boleslav:3 Mlodzeevskii:7 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and and theory,algebraic geometry,0,algebraic geometry,0
[CLS] Carolus:2 Clusius:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and - -s:2,botany:3,0,botany:3,0
[CLS] Max Bernhauer:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,Coleoptera:3,0,Coleoptera:3,0
[CLS] Bundesgrenzschutz:7 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,border guard,0,border guard,0
[CLS] Robert Minlos:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",probability theory,0,probability theory,0
[CLS] Richard Hertwig:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",zoology:2,0,zoology:2,0
[CLS] Ernst Ahl:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,zoology:2,0,zoology:2,0
[CLS] MI5:2 works in the field of [MASK] [MASK] . [SEP],intelligence intelligence,counterintelligence:4,0,counterintelligence:4,0
[CLS] Paul Henri Lecomte:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,botany:3,0,botany:3,0
[CLS] Boudewijn:4 Sirks:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,Roman law,0,Roman law,0
[CLS] Karl Hermann Zahn:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,botany:3,0,botany:3,0
[CLS] Karl Weierstraß:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,complex analysis,0,complex analysis,0
[CLS] The Designers:2 Republic works in the field of [MASK] . [SEP],design,graphic design,0,graphic design,0
[CLS] Tommaso:3 Realfonso:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,still life,0,still life,0
[CLS] Stephen Hawking:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",general relativity,0,general relativity,0
[CLS] Robert Edwards works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",reproductive medicine,0,reproductive medicine,0
[CLS] Volodymyr:4 Pidvysotskyi:6 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - - -s:2,pathology:2,0,pathology:2,0
[CLS] František:4 Šorm:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,biochemistry:2,0,biochemistry:2,0
[CLS] Arturo Molina:2 Sosa:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,gynecology:3,0,gynecology:3,0
[CLS] Chandra Muzaffar:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,political science,0,political science,0
[CLS] Klaus Wagner works in the field of [MASK] . [SEP],music,graph theory,0,graph theory,0
[CLS] Jiang Fan works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and ands:2 """,110 metres hurdles,0,110 metres hurdles,0
[CLS] Charles François Antoine Morren:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and - -s:2,botany:3,0,botany:3,0
[CLS] Olga Arsenievna:5 Oleinik:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - - -iology:2,theory of elasticity:2,0,theory of elasticity:2,0
[CLS] Minnesota School of Cosmetology:4 works in the field of [MASK] . [SEP],medicine,cosmetology:4,0,cosmetology:4,0
[CLS] James Kennedy works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and ands:2 research",particle swarm:2 optimization,0,particle swarm:2 optimization,0
[CLS] Rafael Lopez Guzman:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,art history,0,art history,0
[CLS] Benjamin Fillon:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",numismatics:4,0,numismatics:4,0
[CLS] Natalia Bekhtereva:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,neurophysiology:5,0,neurophysiology:5,0
[CLS] Carlo Maderno:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,baroque architecture,0,baroque architecture,0
[CLS] Arnošt:4 Lustig:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,The Holocaust,0,The Holocaust,0
[CLS] Constitutional Convention works in the field of [MASK] [MASK] . [SEP],constitutional law,United States Constitution,0,United States Constitution,0
[CLS] Alexander Varchenko:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,mathematical physics,0,mathematical physics,0
[CLS] Moriz:2 Kaposi:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,dermatology:3,0,dermatology:3,0
[CLS] Paul Friedrich August Ascherson:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and - theory,botany:3,0,botany:3,0
[CLS] Cornelius Lott:2 Shear:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",mycology:2,0,mycology:2,0
[CLS] Bas:2 Jan Ader:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,conceptual art,0,conceptual art,0
[CLS] Louis Nirenberg:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,partial differential equation,0,partial differential equation,0
