sentence,prediction,gold,is_same
[CLS] Italy maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Italy and Italy,North Macedonia | FYR:3 Macedonia | FYROM:4 | Former Yugoslav Republic of Macedonia | MKD:2 | Macedonia | North Macedonia | Republic of Macedonia | Republic of North Macedonia | mk | [UNK],False
[CLS] Brazil maintains diplomatic relations with [MASK] [MASK] . [SEP],The Hague,People ' s Republic of China | CHN:2 | CN | China | Communist China | PR China | PRC:2 | People ' s Republic of China | cn | [UNK],False
[CLS] Saudi Arabia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],U . S,People ' s Republic of China | CHN:2 | CN | China | Communist China | PR China | PRC:2 | People ' s Republic of China | cn | [UNK],False
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,Burkina Faso | Burkina Faso | bf:2 | [UNK],False
[CLS] Yemen maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Yemen . Yemen,Saudi Arabia | KSA:2 | Kingdom of Saudi Arabia | Saudi Arabia | sa | [UNK],False
[CLS] Tunisia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Turkey and Turkey,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Japan maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the State of State,South Korea | Daehan:2 Minguk:2 | KOR:2 | Korea Republic | ROK:2 | Rep . Korea | Republic of Great Han | Republic of Korea | Republic of South Korea | S . Korea | South Korea | The Republic of Great Han | kr | [UNK],False
[CLS] Ukraine maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,South Korea | Daehan:2 Minguk:2 | KOR:2 | Korea Republic | ROK:2 | Rep . Korea | Republic of Great Han | Republic of Korea | Republic of South Korea | S . Korea | South Korea | The Republic of Great Han | kr | [UNK],False
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,Saudi Arabia | KSA:2 | Kingdom of Saudi Arabia | Saudi Arabia | sa | [UNK],False
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,New Zealand | Aotearoa:3 | Dominion of New Zealand | NZ | NZL:2 | New Zealand | nz:2 | [UNK],False
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,United Kingdom | GBR:2 | U . K . | UK | United Kingdom | United Kingdom of Great Britain and Northern Ireland | [UNK],False
[CLS] Saudi Arabia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],U . S,Republic of Cyprus | Cyprus | Greek Cypriot:4 State | Republic of Cyprus | cy:2 | [UNK],False
[CLS] France maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the State of State,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Singapore maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the Kingdom of Singapore,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Ukraine maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,North Macedonia | FYR:3 Macedonia | FYROM:4 | Former Yugoslav Republic of Macedonia | MKD:2 | Macedonia | North Macedonia | Republic of Macedonia | Republic of North Macedonia | mk | [UNK],False
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,"Hong Kong | China Hong Kong | HK | HKG:2 | HKSAR:3 | Hong Kong | Hong Kong SAR | Hong Kong SAR , China | Hong Kong Special Administrative Region | Hong Kong , China | Hongkong | hk | [UNK]",False
[CLS] Italy maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Italy and Italy,United Kingdom | GBR:2 | U . K . | UK | United Kingdom | United Kingdom of Great Britain and Northern Ireland | [UNK],False
[CLS] Taiwan maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the Republic of China,Holy See | Chair of Peter | Holy See | Holy See of Rome | Sancta:2 Sedes:2 | Santa Sede | See of Peter | See of Rome | The Holy See,False
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,South Africa | RSA:2 | Republic of South Africa | SA | South Africa | za | zaf:2 | [UNK],False
[CLS] Central African Republic maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Central African Republic,South Africa | RSA:2 | Republic of South Africa | SA | South Africa | za | zaf:2 | [UNK],False
[CLS] Italy maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Italy and Italy,People ' s Republic of China | CHN:2 | CN | China | Communist China | PR China | PRC:2 | People ' s Republic of China | cn | [UNK],False
[CLS] South Korea maintains diplomatic relations with [MASK] [MASK] . [SEP],South Korea,People ' s Republic of China | CHN:2 | CN | China | Communist China | PR China | PRC:2 | People ' s Republic of China | cn | [UNK],False
[CLS] Liechtenstein maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Liechtenstein . Liechtenstein,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Israel maintains diplomatic relations with [MASK] [MASK] . [SEP],The Hague,United Kingdom | GBR:2 | U . K . | UK | United Kingdom | United Kingdom of Great Britain and Northern Ireland | [UNK],False
[CLS] Singapore maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the Kingdom of Singapore,United Kingdom | GBR:2 | U . K . | UK | United Kingdom | United Kingdom of Great Britain and Northern Ireland | [UNK],False
[CLS] Brazil maintains diplomatic relations with [MASK] [MASK] . [SEP],The Hague,East Timor | Democratic Republic of East Timor | Democratic Republic of Timor - Leste | East Timor | TLS:2 | Timor Leste | Timor - Leste | tl:2 | [UNK],False
[CLS] Soviet Union maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the State of State,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,Costa Rica | CRC | CRI:2 | Costa Rica | Republic of Costa Rica | cr:2 | [UNK],False
[CLS] German Democratic Republic maintains diplomatic relations with [MASK] [MASK] . [SEP],the Republic,West Germany | BR Dtld:3 . | BRD:2 | FRG:2 | Federal Republic of Germany | West Germany | West - Deutschland | Westdeutschland:2,False
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,Republic of Cyprus | Cyprus | Greek Cypriot:4 State | Republic of Cyprus | cy:2 | [UNK],False
[CLS] Georgia maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the Department of State,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Liechtenstein maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Liechtenstein . Liechtenstein,Czech Republic | CZE:3 | CZR:3 | Czech Republic | Czechia:2 | cz | cze:2 | ČR | Česko | Česká republika | [UNK],False
[CLS] Israel maintains diplomatic relations with [MASK] [MASK] . [SEP],The Hague,Vatican City | Città del Vaticano | Civitas:2 Vaticana:2 | Papal:2 State | State of Vatican City | Stato della Città del Vaticano | Status Civitatis:3 Vaticanae:2 | The Vatican | Vatican | Vatican City | Vatican City State | va | vat | [UNK],False
[CLS] Central African Republic maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Central African Republic,Republic of the Congo | CGO:2 | Congo ( Brazzaville ) | Congo Republic | Congo - Brazzaville | Rep . Congo | Republic of Congo | Republic of the Congo | Republique:3 du Congo | République du Congo | cg:2 | [UNK],False
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,Cape Verde | CPV:2 | CV | Cabo Verde | Cape Verde | Republic of Cape Verde | cv:2 | [UNK],False
[CLS] Slovenia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Estonia and Estonia,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Holy See maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Italy and Italy,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,United Kingdom | GBR:2 | U . K . | UK | United Kingdom | United Kingdom of Great Britain and Northern Ireland | [UNK],False
[CLS] Central African Republic maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Central African Republic,People ' s Republic of China | CHN:2 | CN | China | Communist China | PR China | PRC:2 | People ' s Republic of China | cn | [UNK],False
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Albania and Albania,Guinea - Bissau | GBS:2 | Guinea - Bissau | Republic of Guinea - Bissau | gw:2 | [UNK],False
[CLS] Ukraine maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Central African Republic maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Central African Republic,Ivory Coast | CIV:2 | Cote:2 D ' Ivoire | Cote:2 D ' Ivoire | Cote:2 Divoire:3 | Cote:2 Ivoire | Cote:2 d ivoire:3 | Cote:2 d ' Ivoire | Cote:2 d ' Ivoire | Cote:2 d ' ivoire:3 | Cote:2 d ' ivore:2 | Cote:2 d ' lvoire:3 | Cote:2 dIvoire:4 | Cote:2 divoire:2 | Cote:2 [UNK] | Cote:2 d [UNK] Ivoire | Cote:2 - d ' Ivoire | Côte D ' Ivoire | Côte D ' ivoire:3 | Côte Divoire:3 | Côte d ' Ivoire | Côte d ' Ivorie:2 | Côte d ' ivoire:3 | Côte [UNK] | Côte d [UNK] Ivoire | Côte - d ' Ivoire | Ivory Coast | Ivory coast | Republic of Cote:2 d ' Ivoire | Republic of Côte d ' Ivoire | Republic of Ivory Coast | Republic of the Ivory Coast | République de Côte d ' Ivoire | The Ivory Coast | ci | [UNK],False
[CLS] Russia maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the State of State,People ' s Republic of China | CHN:2 | CN | China | Communist China | PR China | PRC:2 | People ' s Republic of China | cn | [UNK],False
[CLS] Zambia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],Zambia . Zambia,People ' s Republic of China | CHN:2 | CN | China | Communist China | PR China | PRC:2 | People ' s Republic of China | cn | [UNK],False
[CLS] Belarus maintains diplomatic relations with [MASK] [MASK] . [SEP],The Hague,People ' s Republic of China | CHN:2 | CN | China | Communist China | PR China | PRC:2 | People ' s Republic of China | cn | [UNK],False
[CLS] France maintains diplomatic relations with [MASK] [MASK] [MASK] [MASK] . [SEP],the State of State,United Kingdom | GBR:2 | U . K . | UK | United Kingdom | United Kingdom of Great Britain and Northern Ireland | [UNK],False
[CLS] Philippines maintains diplomatic relations with [MASK] [MASK] . [SEP],The Hague,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
