sentence,prediction,gold,is_same,is_single_word
[CLS] Fannefjord is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,fjord | fiord | fjord | fiord | fjord,False,False
[CLS] Bapchild is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],inflorescence,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] Zavkhan River is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] Hyatt Regency Birmingham is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],shopping mall in Birmingham,hotel | hotel | hotels | hotel | hotels,False,True
[CLS] Black Hills is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],town,mountain range | Oceanic range | hill range | mountain barrier | mountain belt | mountain range | mountain system | Oceanic range | hill range | mountain barrier | mountain belt | mountain range | mountain system,False,False
[CLS] Hello My Name Is . . . is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Hello My Name Is,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Medabots is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],melody,manga | Japanese comics | manga | Japanese animated television series | anime TV series | anime series | anime television series | television anime series | Japanese comics | manga | Shōnen | shonen | shounen manga | shōnen | shōnen manga | manga series,False,True
[CLS] 1920 Summer Olympics is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Summer Olympics,Summer Olympic Games | Summer Olympic Games | Summer Olympics | Summer Olympic Games | Summer Olympics,True,False
[CLS] Grinshill is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],village,village | small town | village | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,True,True
[CLS] Rosh Hashanah is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],political party,Jewish holiday | Jewish festivals | Jewish holiday | Jewish holidays | Jewish festivals | Jewish holiday | Jewish holidays | legal holiday | national holiday | public holiday | state holiday | statutory holiday,False,False
[CLS] Queen Elizabeth 2 is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Queen Elizabeth 2,cruise ship | cruise liner | cruise ship | cruise liner | cruise ship | ocean liner | ocean liners | passenger liner,False,False
[CLS] Wavefront . obj file is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Wavefront . obj,file format | file format | file type | file format | file type,False,False
[CLS] Latin Recording Academy Person of the Year is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Latin Recording Academy,award | award | honour | medal | prize | award | honour | medal | prize,False,True
[CLS] proletariat is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],proletariat,social class | social class | social class,False,False
[CLS] Bramley is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],village in the United Kingdom,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
"[CLS] Ramot , Jerusalem is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]","Ramot , Jerusalem",Israeli settlement | Israeli settlement | Israeli settlements in the occupied territories | Israeli settlement | Israeli settlements in the occupied territories | neighborhood | neighbourhood | quarter,False,False
[CLS] Kobayr monastery is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],monastery,monastery | convent | monastery | cultural property | convent | monastery,True,True
[CLS] Brownsville / South Padre Island International Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],airport serving Brownsville,airport | air port | airport | airports | international airport | air port | airport | airports,False,True
[CLS] Constitutional Court of South Africa is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Constitutional Court of South Africa,supreme court | apex court | court of last resort | highest court of appeal | supreme court | apex court | court of last resort | highest court of appeal | supreme court | constitutional court,False,False
[CLS] Thunder Bay International Airport is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],suburb of Thunder Bay,airport | air port | airport | airports | international airport | air port | airport | airports,False,True
[CLS] 2009 ATP World Tour Finals is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],ATP World Tour Finals,ATP Finals | ATP Finals | ATP World Tour Finals | tennis competition edition | tennis tournament edition | ATP Finals | ATP World Tour Finals,True,False
[CLS] Albanians is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],language,ethnic group | ethnic group | ethnic groups | people group | tribe | ethnic group | ethnic groups | people group | tribe,False,False
[CLS] G . Bond is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],. S . S,impact crater | crater | impact basin | impact crater | meteorite crater | crater | impact basin | impact crater | meteorite crater | cratera de impacto lunar | lunar crater,False,False
[CLS] Mathematica is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],metaphysics,programming language | computer language | computer programming language | programming language | CAS | computer algebra system | array programming language | functional programming language | computer language | computer programming language | programming language | Visualization software | interpreted language | mathematical software | data analysis software,False,False
[CLS] Sabden is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German municipality,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] Palaestina Secunda is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],far far far far far,Roman province | Roman province | province of the Roman Empire | Roman province | province of the Roman Empire,False,False
[CLS] Spanning Tree Protocol is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],protocol,communications protocol | communication protocolario | communications protocol | computer communication protocol | computer communications protocol | computer protocol | protocol | communication protocolario | communications protocol | computer communication protocol | computer communications protocol | computer protocol | protocol | algorithm in graph theory | graph algorithm,True,False
[CLS] Philolaus is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],genus of,impact crater | crater | impact basin | impact crater | meteorite crater | crater | impact basin | impact crater | meteorite crater,False,False
[CLS] Summertown is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],town,suburb | suburb | suburban area | urban district | suburb | suburban area | urban district,False,True
[CLS] Gloriana is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],song of the same name,opera | opera | opera,False,True
[CLS] United Nations Convention on the Law of the Sea is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],conscientious objector,treaty | accord | alliance | compact | convention | covenant | exchange of letters | international agreement | international convention | international protocol | international treaty | pact | protocol | treaty | accord | alliance | compact | convention | covenant | exchange of letters | international agreement | international convention | international protocol | international treaty | pact | protocol | treaty,False,True
[CLS] Bayankhongor Province is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],province,province of Mongolia | aimag | province of Mongolia | aimag | province of Mongolia,False,False
[CLS] Eem is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],U . S . U,river | river | rivers | river | rivers,False,True
[CLS] Aldworth is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],village in the United Kingdom,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] North Devon is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Cheshire Cheshire,non - metropolitan district | non - metropolitan district | shire district | non - metropolitan district | shire district,False,False
[CLS] Banbury railway station is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Banbury railway station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,False,False
[CLS] Acqui Terme is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],municipality,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes,False,False
[CLS] Communist Party of Cuba is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Communist Party of Cuba,communist party | communist party | communist party,False,False
[CLS] Cooper River is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],tributary of the Cooper,river | river | rivers | river | rivers,False,True
[CLS] Cairo International Airport is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Cairo International Airport,international airport | international airport | international airport | air port | airport | airports,False,False
[CLS] Tsing Yi Bridge is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],bridge,bridge | bridge | bridge,True,True
[CLS] Tianjin railway station is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Tianjin railway station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,False,False
[CLS] Geva is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],football player,kibbutz | kibbuts | kibbutz | kibbuts | kibbutz,False,False
[CLS] Mount Royal Cemetery is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],cemetery,cemetery | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK] | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK],True,True
[CLS] Winnie Winkle is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],. S,comic strip | comic strip | comic strips | comic strip | comic strips,False,False
[CLS] The Secret of Monkey Island is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Secret of Monkey Island,video game | game | video game | video games | videogame | videogames | game | video game | video games | videogame | videogames,False,False
[CLS] Arbedo - Castione is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],comune,municipality of Switzerland | commune | communes of Switzerland | comune | municipality of Switzerland | politische Gemeinde | commune | communes of Switzerland | comune | municipality of Switzerland | politische Gemeinde,True,False
[CLS] Old Leake is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],. S,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] Current TV is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],telecommunication,television network | TV network | television network | TV network | television network,False,False
[CLS] What Now is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],short short short short short,television program | TV broadcast | TV program | TV programme | TV show | television broadcast | television program | television programme | television show | TV broadcast | TV program | TV programme | TV show | television broadcast | television program | television programme | television show,False,False
[CLS] Seyhan River is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] Bobbejaanland is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Bobbejaanland,amusement park | amusement park | funfair | roller coaster park | amusement park | funfair | roller coaster park,False,False
[CLS] Trawden Forest is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],football club,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England,False,False
[CLS] MTV Video Music Award for Best Hip - Hop Video is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],MTV Video Music Awards ceremony,MTV Video Music Award | MTV VMAs VMAs | MTV Video Music Award | MTV VMAs VMAs | MTV Video Music Award,False,False
[CLS] Riverdale South is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],part of Downtown Downtown,constituency | assembly constituency | constituency | electoral area | electoral constituency | electoral district | electoral division | electorate | legislative district | parliamentary constituency | parliamentary seat | political district | precinct | riding | voting district | assembly constituency | constituency | electoral area | electoral constituency | electoral district | electoral division | electorate | legislative district | parliamentary constituency | parliamentary seat | political district | precinct | riding | voting district | territorial electoral district of Yukon,False,True
[CLS] Raja Ampat Islands is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],group of islands,archipelago | archipelago | archipelagos | island group | islands | archipelago | archipelagos | island group | islands | group of islands | island group | islands,True,False
[CLS] Pietrapertosa is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],comune,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes,True,False
[CLS] 1978 NBA Draft is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1978 NBA Draft,National Basketball Association Draft | NBA draft | National Basketball Association Draft | NBA draft | National Basketball Association Draft,False,False
[CLS] Tigoda River is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] Abadeh County is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],County,county of Iran | county | county of Iran | shahrestan | county | county of Iran | shahrestan,True,False
[CLS] Hofje van Loo is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],waterfall,hofje | hofje | hofje,False,False
[CLS] Trondheim Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Trondheim Airport,airport | air port | airport | airports | international airport | air port | airport | airports,False,True
[CLS] Miami Bridge is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],bridge,bridge | bridge | bridge,True,True
[CLS] Ripponden is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],ring ring,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] Watts Bar Dam is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],dam,dam | dam | dam,True,True
[CLS] Ramat Rachel is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Ram Ram Ram Ram Ram,kibbutz | kibbuts | kibbutz | community | human communities | human community | human settlement | human settlements | inhabited place | populated place | populated places | settlement | settlements | kibbuts | kibbutz,False,False
[CLS] Tramps Like Us is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],band,manga | Japanese comics | manga | Shojo manga | Shoujo manga | Shōjo | shōjo | Japanese television drama | Japanese comics | manga | manga series,False,True
[CLS] New Inside is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],New York Times Newspaper,album | album | audio album | music album | record album | full - length album | studio album | album | audio album | music album | record album,False,True
[CLS] Tabu is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],small town,record label | imprint | label | music label | record label | imprint | label | music label | record label,False,False
[CLS] Horndean is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] HD 189733 b is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],constellation,extrasolar planet | exoplanet | extrasolar planet | giant planet | exoplanet | extrasolar planet | celestial star | star,False,False
[CLS] USS LST - 850 is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],U . S,"tank landing ship | LST | Landing Ship , Tank | tank landing ship | LST | Landing Ship , Tank | tank landing ship",False,False
[CLS] Mehadia is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],football player,commune of Romania | commune ( Romania ) | commune of Romania | commune ( Romania ) | commune of Romania,False,False
[CLS] Love Comes Softly is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],music video for the single,television film | MOTW | MOW | TV film | TV movie | TV - Movie | Television movie | direct - to - TV film | feature - length drama | made - for - television film | movie of the week | original movie | single drama | telefilm | telemovie | television film | television movie | MOTW | MOW | TV film | TV movie | TV - Movie | Television movie | direct - to - TV film | feature - length drama | made - for - television film | movie of the week | original movie | single drama | telefilm | telemovie | television film | television movie,False,False
[CLS] Mobile Suit Gundam Wing is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Mobile Suit Gundam,manga | Japanese comics | manga | TV series | TV show | TV - series | television series | television show | Shōnen | shonen | shounen manga | shōnen | shōnen manga | manga series | Japanese TV series | Japanese series | series from Japan | Japanese comics | manga,False,True
[CLS] Caton - with - Littledale is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],civil parish,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England,True,False
[CLS] Ardabil County is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],county in the United States,county of Iran | county | county of Iran | shahrestan | county | county of Iran | shahrestan,False,False
[CLS] Ted Smout Memorial Bridge is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],bridge in the United States,bridge | bridge | bridge | road | route | street | track,False,True
[CLS] Middle - Earth Role Playing is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Role Playing,role - playing game | RPG | role playing game | role - playing game | roleplaying game | TRPG | TTRPG | pen - and - paper role - playing game | tabletop role - playing game | RPG | role playing game | role - playing game | roleplaying game,False,False
[CLS] Soulbury is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],thermodynamic,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] Cape Panwa Hotel is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Cape Panwa,hotel | hotel | hotels | hotel | hotels,False,True
[CLS] 58th Infantry Regiment is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],. S,regiment | military regiment | regiment | regt . | rgt | military regiment | regiment | regt . | rgt,False,True
[CLS] Burma Rifles is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Burma Rifles,regiment | military regiment | regiment | regt . | rgt | military regiment | regiment | regt . | rgt,False,True
[CLS] Khmer alphabet is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Khmer alphabet,abugida | abugida | alphasyllabary | abugida | alphasyllabary,False,False
[CLS] Wentnor is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],waterfall,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] Indecision Records is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],label in the United States,record label | imprint | label | music label | record label | imprint | label | music label | record label,False,False
[CLS] Eastern Oregon Regional Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Regional Airport in Eastern Oregon,airport | air port | airport | airports | air port | airport | airports,False,True
[CLS] Republic of Cyprus is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Republic of Cyprus,island nation | borderless country | borderless nation | borderless state | island country | island nation | island state | sovereign state | borderless country | borderless nation | borderless state | island country | island nation | island state,False,False
[CLS] Llithfaen is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],village in the Czech Republic,village | small town | village | small town | village,False,True
[CLS] USNS Shoshone ( T - AO - 151 ) is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Shoshone,replenishment oiler | AO | AOR | oiler | replenishment oiler | tanker | AO | AOR | oiler | replenishment oiler | tanker,False,False
[CLS] Carrefour Laval is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Carrefour Laval,shopping mall | mall | shopping arcade | shopping center | shopping mall | shopping precinct | mall | shopping arcade | shopping center | shopping mall | shopping precinct,False,False
[CLS] Zuari River is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] Brunswick is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],town,record label | imprint | label | music label | record label | imprint | label | music label | record label,False,False
[CLS] Android TV is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Android TV,Smart TV | Smart TV | connected TV | hybrid TV | Smart TV | connected TV | hybrid TV,False,False
[CLS] Planet 9 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],planet,record label | imprint | label | music label | record label | imprint | label | music label | record label,False,False
[CLS] VSS Vintorez is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],club,sniper rifle | sniper rifle | sniper rifle,False,False
[CLS] urban contemporary is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],urban contemporary,radio format | programming format | radio format | genre | genre of music | music genre | musical genre | musical style | programming format | radio format,False,False
[CLS] Birmingham Museum and Art Gallery is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Birmingham Museum and Art Gallery,art museum | art gallery | art museum | gallery | art gallery | art museum | gallery | local history museum | local museum,False,False
"[CLS] Gravelbourg No . 104 , Saskatchewan is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",neighbourhood,rural municipality of Canada | rural municipality of Canada | rural municipality of Canada,False,False
[CLS] Slow Life is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],short short short short short,extended play | E . P . | EP | Extended Play | extended play | E . P . | EP | Extended Play | extended play,False,False
[CLS] Beaumont is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],coal coal,impact crater | crater | impact basin | impact crater | meteorite crater | crater | impact basin | impact crater | meteorite crater,False,False
[CLS] Glenmore Reservoir is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],reservoir,reservoir | impoundment | reservoir | storage pond | water reservoir | impoundment | reservoir | storage pond | water reservoir,True,True
[CLS] Golmud is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Mughal,county - level city | county city | county - level city | county - level city of China | county - level city of the People ' s Republic of China | county city | county - level city | county - level city of China | county - level city of the People ' s Republic of China | sub - prefecture - level city | subprefectural city | subprefecture - level city | vice - prefecture - level city,False,False
[CLS] Identity Cards Act 2006 is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],bill,identity document | ID card | National identity card | government ID | identification card | identification document | identity card | identity document | piece of identification | ID card | National identity card | government ID | identification card | identification document | identity card | identity document | piece of identification | Act of Parliament of the United Kingdom | Act of the Parliament of the United Kingdom | Acts of Parliament in the United Kingdom,False,False
[CLS] Daulatpur - Saturia tornado is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],tornado,tornado | tornado | twister | whirlwind | tornado | twister | whirlwind,True,True
[CLS] Silver Creek is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],coal coal,rural municipality of Canada | rural municipality of Canada | rural municipality of Canada,False,False
[CLS] West End Park is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],West End Park,baseball park | ball park | baseball park | baseball stadium | diamond | ball park | baseball park | baseball stadium | diamond,False,False
[CLS] decimal is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],decimal,positional notation | place value notation | place - value notation | positional notation | positional numeral system | positional numeral systems | place value notation | place - value notation | positional notation,False,False
