Q2	पृथ्वी
Q16310	व्हेनिस प्रांत
Q16394	फ्रांश-कोंते
Q16506	सेस्के बुदजोविच
Q16520	बुसान
Q16521	टॅक्सॉन
Q16533	न्यायाधीश
Q16551	व्हरमाँट
Q16552	सॅन डियेगो
Q16553	सॅन होजे
Q16554	डेन्व्हर
Q16555	ह्युस्टन
Q16556	फीनिक्स
Q16557	डॅलस
Q16558	फोर्ट वर्थ, टेक्सास
Q16559	ऑस्टिन
Q16563	मेम्फिस
Q16565	शार्लट
Q16567	कोलंबस
Q16568	जॅक्सनव्हिल
Q16572	क्वांगचौ
Q16578	फ्लॉरेस विभाग
Q16611	रशियाचा ध्वज
Q16635	ग्वॉम
Q16641	अमेरिकन सामोआ
Q16644	उत्तर मेरियाना द्वीपसमूह
Q16645	संयुक्त राज्य अमेरिकाचे छोटे दूरस्थ द्वीपसमूह
Q16666	नांजिंग
Q16739	लाँग बीच, कॅलिफोर्निया
Q16867	एडगर अॅलन पो
Q16957	पूर्व जर्मनी
Q16959	उरुम्छी
Q16963	च्यांग्सू
Q16967	च-च्यांग
Q16970	चर्च
Q16987	नोर-पा-द-कॅले
Q16990	एटना
Q16994	पेई दा ला लोआर
Q17042	ओकलंड
Q17054	मार्टिनिक
Q17063	मायोत
Q17139	अकिता
Q17151	थेसालोनिकी
Q17152	मध्यवर्ती मॅसिडोनिया प्रदेश
Q17167	रोमन प्रजासत्ताक
Q17182	पेरेनेक
Q17189	पेंसेय	पेये	पेसेय
Q17252	तिबेट
Q17269	तिबेट स्वायत्त प्रदेश
Q17451	संगणक-टंक
Q17515	दिएगो मारादोना
Q17581	किंग्सफोर्ड स्मिथ विमानतळ
Q17943	आर्लिंग्टन
Q18013	साक्रामेंटो
Q18094	होनोलुलु
Q18097	कोरिया
Q18125	मँचेस्टर
Q18335	किरणोत्सर्ग
Q18383	प्रॉव्हिडन्स
Q18389	न्यू इंग्लंड
Q18419	ब्रूकलिन
Q18424	क्वीन्स
Q18426	द ब्राँक्स
Q18432	स्टेटन आयलंड
Q18547	शांघाय टॉवर
Q18575	तुसॉन
Q18661	मिडल्सब्रो एफ.सी.
Q18808	प्याँगयांग
Q18813	नवा करार	न्यू टेस्टामेंट
Q18869	कॉकासस	कॉकॅसस	कॉकेशस
Q19008	आर्थर जेम्स बॅलफोर	आर्थर बॅलफोर
Q19444	बर्मिंगहॅम सिटी एफ.सी.
Q19446	ब्लॅकबर्न रोव्हर्स एफ.सी.
Q19481	लेस्टर सिटी एफ.सी.
Q19523	ए.एस. नॅन्सी
Q19546	पोप
Q19557	अल्क धातू
Q19566	सिंफेरोपोल
Q19583	गोरी
Q19660	बुखारेस्ट
Q19673	अॅल गोर
Q19686	थेम्स नदी
Q19689	तिराना
Q19770	स-च्वान
Q19771	जी-२०
Q19786	ओल्ड टेस्टामेंट	जुना करार
Q19809	ख्रिसमस	नाताळ	युलेटाइड
Q19821	त्रिकोण	त्रिकोन
Q19837	Steve jobs	स्टीव जॉब्स	स्टीवन पॉल जॉब्स	स्टीव्ह जॉब्ज	स्टीव्ह जॉब्स
Q19848	लेडी गागा	स्टीफनी जोअॅन अँजेलिना जर्मानोटा	स्टेफनी जोआन अँजेलिना जर्मानोटा	स्टेफनी जोऍन अँजेलिना जर्मानोटा
Q20714	सुवोन
Q20716	सॅमसंग
Q20921	देजॉन
Q20927	दैगू
Q20934	इंचेवॉन
Q20937	ग्याँगी प्रांत
Q21195	स्कँडिनेव्हिया	स्कॅन्डिनेव्हिया
Q21196	ईस्टर
Q21197	चिशिनाउ	चिसिनाउ
Q21198	संगणक विज्ञान
Q21201	समाजशास्त्र
Q21203	अरुबा	अरूबा
Q21207	विंडोज भ्रमणध्वनी	विंडोज मोबाइल
Q21208	हपै
Q21578	प्रिन्स्टन विद्यापीठ
Q22048	ओडिशा
Q22424	पंजाब
Q22656	कच्चे तेल	क्रूड तेल	खनिज तेल
Q22690	मेस
Q22889	बाथ
Q22890	आयर्लंड
Q22905	ब्रॅडफोर्ड
Q23051	स्वॉन्झी
Q23064	चेशायर
Q23066	कंब्रिया
Q23077	लँकेशायर
Q23079	नॉर्थअंबरलँड
Q23082	ड्युरॅम
Q23083	वेस्ट यॉर्कशायर
Q23086	नॉर्थ यॉर्कशायर
Q23088	ईस्ट रायडिंग ऑफ यॉर्कशायर
Q23090	लिंकनशायर
Q23092	नॉटिंगहॅमशायर
Q23095	साउथ यॉर्कशायर
Q23098	डर्बीशायर
Q23099	ग्रेटर मँचेस्टर
Q23100	मर्सिसाइड
Q23103	श्रॉपशायर
Q23105	स्टॅफर्डशायर
Q23106	लेस्टरशायर
Q23107	रटलँड
Q23109	नॉरफोक
Q23111	सफोक
Q23112	केंब्रिजशायर
Q23115	नॉर्थअँप्टनशायर	नॉर्थहँप्टनशायर
Q23124	वेस्ट मिडलंड्स
Q23129	हर्फर्डशायर
Q23135	वूस्टरशायर
Q23140	वॉरविकशायर
Q23143	बेडफर्डशायर
Q23148	कॉर्नवॉल
Q23154	ब्रिस्टल
Q23156	डेव्हॉन
Q23157	सॉमरसेट
Q23159	डॉर्सेट
Q23165	ग्लॉस्टरशायर
Q23169	ऑक्सफर्डशायर
Q23183	विल्टशायर
Q23197	नॅशव्हिल
Q23204	हँपशायर
Q23220	बर्कशायर
Q23229	बकिंगहॅमशायर
Q23240	एसेक्स
Q23276	सरे
Q23287	वेस्ट ससेक्स
Q23293	ईस्ट ससेक्स
Q23298	केंट
Q23306	ग्रेटर लंडन
Q23311	लंडनचे शहर	सिटी ऑफ लंडन
Q23317	ऑडी
Q23333	गॉफ व्हिटलॅम
Q23334	अबखाझिया	अब्खाझिया
Q23337	सॉल्ट लेक शहर	सॉल्ट लेक सिटी
Q23352	जॉर्ज रीड
Q23384	भरती व ओहोटी
Q23393	आमच्या स्वर्गातील पित्या
Q23397	तलाव	सरोवर
Q23404	मानववंशशास्त्र
Q23406	तांबडा समुद्र	लाल समुद्र
Q23413	गढी
Q23427	दक्षिण ऑसेटिया	दक्षिण ऑसेशिया	दक्षिण ओसेशिया	साउथ ओसेशिया
Q23430	उलानबातर	उलानबातार
Q23436	एडिंबरा	एडिंबरो	एडिनबरा	एडिनबरो	एडिनबर्ग
Q23438	अश्काबाद	अश्गाबाट	अश्गाबाद
Q23442	द्वीप	बेट
Q23444	पांढरा
Q23482	मार्सेल
Q23485	ऍलियम सेपा	कांदा
Q23498	पुरातत्त्वशास्त्र	पुरातत्वशास्त्र
Q23501	टोमॅटो
Q23522	बाल्कन
Q23530	दिमित्री मेदवेदेव
Q23551	मेरिडा
Q23556	अटलांटा
Q23564	पॉडगोरिका
Q23635	बर्मुडा	बर्म्युडा
Q23640	डोके
Q23661	वेलिंग्टन
Q23666	ग्रेट ब्रिटन	ग्रेट ब्रिटेन	ब्रिटन	ब्रिटेन
Q23681	उत्तर सायप्रस
Q23767	कॅल्शियम कार्बोनेट
Q23800	वलेता	व्हॅलेटा
Q23873	पोप जॉन तेविसावा
Q24489	कोळसा
Q24603	इंडिपेंडंन्स
Q24639	व्हँकुव्हर	व्हँकूव्हर	व्हानकूवर	व्हॅनकुवर	व्हॅनकूवर
Q24826	लिवरपुल	लिव्हरपूल
Q24861	आल्बनी
Q24879	ब्रेमन
Q24905	क्रियापद
Q25227	नेदरलँड्स अँटिल्स	नेदरलँड्स अँटीलेस
Q25228	अँग्विला
Q25230	गर्न्सी	गुएर्नसी	ग्युर्नझी
Q25231	स्वालबार्ड
Q25257	वर्षाव
Q25261	हवामानशास्त्र
Q25270	प्रिस्टिना
Q25271	आंतरराष्ट्रीय अंतराळ स्थानक
Q25277	हिस्पॅनियोला
Q25280	हॅरिसबर्ग
Q25282	दानांग
Q25285	तातर भाषा
Q25287	गोथेनबर्ग	ग्योटेबोर्ग	योहतेबोर्य
Q25289	कॉर्निश भाषा
Q25319	आर्हुस
Q25322	आर्क्टिक
Q25330	ट्रेंटन, न्यू जर्सी
Q25331	ओडिन्से
Q25395	नुवार्क, न्यु जर्सी	नेवार्क	न्युअर्क, न्यू जर्सी	न्यूअर्क	न्यूअर्क, न्यू जर्सी
Q25396	बोनरे
Q25409	कोशित्सा
Q25410	अलबोर्ग
Q25416	स्टावांग्यिर
Q25444	फुंकल
Q25475	बातुमी
Q25804	ट्रोनहाइम
Q25973	हरमन हेस	हर्मान हेस	हेर्मान हेस
Q26040	बोरस
Q26075	हायड्रोजन सायनाइड
Q26076	इरावती नदी
Q26087	ट्रोम्सो
Q26119	प्रीओव्ह
Q26175	ट्रनावा
Q26180	सिंट उस्ताशिअस
Q26273	सिंट मार्टेन
Q26339	जर्सी शहर	जर्सी सिटी, न्यू जर्सी
Q26383	अणुकेंद्रीय भौतिकी
Q26397	नीटरा
Q26410	योकेकाची
Q26418	हकोदेट
Q26421	डॉरडरेच
Q26430	टिलबर्ग
Q26432	झोटीमईर
Q26540	उपग्रह
Q26576	हफथाली साम्राज्य
Q26586	सेंट्रल डेनमार्क प्रदेश
Q26590	सिउदाद हुआरेझ
Q26600	फुकुओका
Q26678	बी.एम.डब्लू	बी.एम.डब्ल्यू	बीएमडब्ल्यू
Q26777	सियेरा नेव्हाडा
Q26793	बार्गन
Q26876	टेलर स्विफ्ट
Q26927	लक्षद्विप	लक्षद्वीप
Q26988	कुक द्वीपसमूह	कुक बेटे	कूक द्विपे	कूक द्वीपसमूह	कूक द्वीपे
Q27038	झगाबेब काउंटी
Q27224	बेंटले
Q27231	पूर्व आशिया
Q27275	मध्य आशिया
Q27293	पश्चिम आशिया
Q27306	प्रशियाचे राजतंत्र	प्रशियाचे राज्य
Q27381	उत्तर आफ्रिका
Q27433	मध्य आफ्रिका
Q27449	दक्षिण युरोप
Q27468	पूर्व युरोप
Q27496	पश्चिम युरोप
Q27509	मध्य युरोप
Q27564	डॉज
Q27611	मध्य अमेरिका
Q27827	क्रीस्तादेल्फियान
Q27860	जयपुरा
Q28198	जॅकसन	जॅक्सन
Q28206	ऑगस्टा
Q28218	बॅटन रुज	बॅटन रूज
Q28237	लान्सिंग
Q28249	काँकोर्ड
Q28260	लिंकन
Q28271	अॅनापोलिस	ऍनापोलिस
Q28389	पटकथाकार
Q28419	मंडन
Q28472	केस
Q28513	ऑस्ट्रिया-हंगेरी
Q28515	स्प्रिंगफिल्ड	स्प्रिंगफील्ड
Q28602	ॲरेमाइक भाषा
Q28813	घोटाळा
Q28823	कापड
Q28848	सेंट पॉल
Q28865	पायथन	पायथॉन
Q28911	लाटी
Q28934	ब्रसेल्स विमानतळ
Q29171	पायदळ	पायदळ सैनिक
Q29179	फ्रांसिस्को फ्रँको
Q29182	बिशप
Q29294	विलिस टॉवर	सीयर्स टॉवर
Q29303	कँटेरबरी
Q29364	माँटगोमेरी
Q29445	जुनू
Q29539	घनता	वस्तूमान घनता
Q29574	बिआट्रिक्स	बिआट्रिक्स विल्हेमिना आर्मगार्ड
Q29888	आस्वान
Q29943	अलेग्ज़ॅंड्रिया गव्हर्नोरेट
Q30002	छंतू
Q30185	महापौर
Q30340	चंचौ
Q30461	राष्ट्राध्यक्ष
Q30547	ऍग्नेस गॉन्झा बोयाझियू	मदर तेरेसा
Q30578	पोप अर्बन दुसरा
Q30603	शाहजलाल आंतरराष्ट्रीय विमानतळ
Q30805	कैरो गव्हर्नोरेट
Q30849	अनुदिनी	जालनिशी	ब्लॉग
Q30971	फ्रेंच पॉलिनेशिया
Q30974	रुआ	रूआँ	रोआँ
Q30985	हॅमिल्टन
Q31057	नॉरफोक द्वीप
Q31058	बर्लिंग्टन, व्हरमाँट
Q31063	क्रिसमस द्वीप	ख्रिसमस द्वीप
Q31487	क्राकूफ	क्राकोव	क्राकोव्ह
Q31920	जलतरण	पोहणे
Q32067	मेष	मेष रास
Q32081	तैवान प्रांत
Q32112	बॉक्सिंग	मुष्टियुद्ध
Q32190	बीजिंग राजधानी आंतरराष्ट्रीय विमानतळ
Q32620	तुलसी गॅब्बार्ड
Q32724	व्हेनेशियन भाषा
Q32815	मशिद	मशीद
Q32999	व्हियेना आंतरराष्ट्रीय विमानतळ
Q33268	भोजपुरी भाषा
Q33298	फिलिपिनो भाषा
Q33349	मेलिटोपोल
Q33405	लिटल रॉक
Q33486	हार्टफर्ड
Q33506	संग्रहालय
Q33549	जावा भाषा	जावी भाषा	बासा जावा	भाषा जावा
Q33673	कन्नड भाषा	कानडी	कानडी भाषा
Q33760	बर्ट्रांड रसेल	बर्ट्रान्ड आर्थर विल्यम रसेल	बर्ट्रान्ड रसेल
Q33788	न्यू कालेदोनिया	न्यू कॅलिडोनिया	न्यू कॅलेडोनिया
Q33837	द्वीपसमूह
Q33866	टेडी रूझवेल्ट	थिओडोर रुझवेल्ट	थियोडोर रुझवेल्ट	थियोडोर रुझव्हेल्ट	थियोडोर रूझवेल्ट
Q33881	तूर द फ्रांस
Q33923	सेंट पीटर
Q33935	तेल अविव	तेल अवीव	तेल अवीव याफो	तेल अवीव्ह
Q33946	चेकोस्लोवाकिया	चेकोस्लोवाकीया	चेकोस्लोव्व्हाकिया	चेकोस्लोव्हाकिया	चेकोस्लोव्हेकिया	झेकोस्लोव्हेकिया
Q33959	नीस
Q33971	पान
Q33973	सिसिलियन भाषा
Q33976	सार्दिनियन भाषा
Q33986	बाल्परेझो
Q33999	अभिनेता	अभिनेत्री	नट	नटी
Q34001	रूबे
Q34006	Hollywood	हॉलिवुड	हॉलिवूड	हॉलीवुड	हॉलीवूड
Q34020	न्युए
Q34038	धबधबा
Q34057	टागालोग भाषा
Q34095	कांसे
Q34105	मुहम्मद होस्नी सय्यिद मुबारक	मोहम्मद होस्नी मुबारक	होस्नी मुबारक	होस्नी मुबाराक
Q34106	सार्नीया
Q34109	फार्गो
Q34110	Oaxaca	ओवाहाका	वाशाका	वाहाका
Q34172	लोणी
Q34217	ऑक्सफर्ड	ऑक्सफर्ड,इंग्लंड
Q34218	बर्लिंगटन
Q34261	पोर्ट ओ प्रिन्स	पोर्ट औ प्रिन्स	पोर्ट-औ-प्रिंस	पोर्ट-औ-प्रिन्स
Q34266	रशियन साम्राज्य
Q34271	तिबेटी भाषा
Q34296	थॉमस वूड्रो विल्सन	वुड्रो विल्सन	वूड्रो विल्सन
Q34362	ज्योतिष
Q34366	टास्मानिया	तास्मानिया
Q34370	रॉटरडॅम
Q34374	क्रीट
Q34389	व्हिटनी ह्युस्टन	व्हिटनी ह्यूस्टन
Q34404	न्यू ऑर्लिअन्स	न्यू ऑर्लिन्स
Q34424	शकिरा
Q34433	ऑक्सफर्ड विद्यापीठ
Q34474	अलेक्झांडर सोल्झेनित्सिन	अलेक्सांदर सोल्झेनित्झिन	अलेक्सांद्र इसायेविच सोल्झेनित्झिन	अलेक्सांद्र इसायेविच सोल्झेनित्सिन	अलेक्सांद्र सोल्झेनित्झिन	अलेक्सांद्र सोल्झेनित्सिन
Q34486	चॉपर	हेलिकॉप्टर
Q34503	दुसरा मेहमेद, ओस्मानी सम्राट	महमद दुसरा ऑट्टोमन सम्राट	महमद दुसरा, ऑट्टोमन सम्राट	मेहमेद दुसरा, ऑट्टोमन सम्राट
Q34589	युफ्रेटिस	युफ्रेटिस नदी	युफ्रेतिस नदी
Q34597	जेम्स गारफील्ड
Q34599	लिबियाचा ध्वज
Q34600	क्योटो	क्योतो
Q34617	सेंट पियेर व मिकेलो
Q34627	सिनेगॉग
Q34640	इंग्लिश खाडी	इंग्लिश चॅनेल
Q34647	जोबर्ग	जोहानसबर्ग	जोहान्सबर्ग
Q34664	हिरोशिमा
Q34670	आल्बेर काम्यू
Q34679	वाळु	वाळू
Q34687	गुलाब
Q34692	किंगस्टन	किंग्सटन	किंग्स्टन
Q34713	जाल्त्सबुर्ग	साल्झबर्ग	साल्झबुर्ग
Q34726	ग्रीक पुराणकथा	ग्रीक मिथकशास्त्र
Q34739	डेटन
Q34749	सामाजिक शास्त्र	सामाजिक शास्त्रे
Q34754	सोमालीलँड
Q34770	भाषा
Q34787	फ्रीडरीश एंजेल्स
Q34800	शिंच्यांग	शिंच्यांग स्वायत्त प्रदेश	शिंज्यांग	शिन्जियांग
Q34804	अल्बकर्की	आल्बुकर्की	आल्बुकर्की, न्यू मेक्सिको
Q34820	सँटो डोमिंगो	सांतो दॉमिंगो	सान्तो दॉमिंगो
Q34863	ओक्लाहोमा शहर	ओक्लाहोमा सिटी
Q34932	ब्रिस्बेन
Q34990	तोराह
Q35004	तारीजा
Q35086	साउथ जॉर्जिया द्वीपसमूह	साउथ जॉर्जिया व साउथ सँडविच द्वीपसमूह	साउथ सँडविच द्वीपसमूह
Q35127	वेबसाइट	वेबसाईट	संकेत स्थळ	संकेतस्थळ
Q35178	कुवेत शहर	कुवैत शहर
Q35339	wwe
Q35381	कोलंबो
Q35456	आवश्यक औषधे
Q35473	खिडकी
Q35484	मदिना	मदीना
Q35493	अलमाटी	अल्मा अटा	अल्मा-अटा	अल्माटी
Q35509	गुंफा	गुहा
Q35555	वालिस व फुतुना	वालिस व फ्युतुना द्वीपसमूह
Q35572	यु. ए. फा	यु.ए.फा	युएफा	युएफा चषक
Q35581	होक्काइडो	होक्काइदो
Q35591	तिग्रीस नदी	तैग्रिस नदी
Q35610	आर्थर इग्नॅशियस कॉनन डॉयल	आर्थर कॉनन डॉईल	आर्थर कॉनन डॉयल	आर्थर कोनन डॉयल	सर आर्थर इग्नॅशियस कॉनन डॉयल	सर आर्थर कॉनन डॉयल	सर आर्थर कोनन डॉयल
Q35666	हिमनदी
Q35672	पिटकेर्न द्वीपसमूह	पिटकैर्न द्वीपसमूह
Q35715	दक्षिण ऑस्ट्रेलिया	साउथ ऑस्ट्रेलिया	साऊथ ऑस्ट्रेलिया
Q35749	संसद
Q35760	निबंध
Q35765	ओसाका
Q35773	ॲपल सफारी
Q35775	बॉइझी	बॉईजे
Q35794	कॅंब्रिज महाविद्यालय	कॅम्ब्रिज विद्यापीठ	केंब्रिज विद्यापीठ	कैम्ब्रिज विद्यापीठ
Q35986	सौंदर्यशास्त्र
Q35997	इझ्मिर
Q36014	हो चि मिन्ह	हो ची मिन्ह
Q36036	लिव्हिव	ल्विव
Q36074	क्विन्सलंड	क्वीन्सलँड	क्वीन्सलंड
Q36077	हा लॉन्ग
Q36091	मिनियापोलिस	मिनीआपोलिस	मिनीयापोलिस
Q36107	कॅशियस क्ले	कॅशियस मार्सेलस क्ले	धाकटा कॅशियस मार्सेलस क्ले	महम्मद अली	मुहम्मद अली
Q36117	बॉर्नियो	बोर्निओ	बोर्नियो
Q36124	जिब्राल्टरची सामुद्रधुनी
Q36168	ब्रिजटाउन	ब्रीज टाउन
Q36180	लेखक
Q36192	लोककथा
Q36236	कैरळि	कैरळी	मलयाळम	मल्याळम	मल्याळम भाषा	मल्याळी	मल्याळी भाषा
Q36260	आपिया	एपिया
Q36268	ब्रिजिट अॅन-मरी बार्दो	ब्रिजिट ऍन-मरी बार्दो	ब्रिजिट बार्दो
Q36312	कॅल्गरी	कॅल्गारी
Q36330	ज्योर्दानो ब्रुनो
Q36405	अॅबर्डीन
Q36420	शांघाय पुडोंग आंतरराष्ट्रीय विमानतळ
Q36433	पोर्तू	पोर्तो
Q36442	राज्यशास्त्र
Q36465	पीठ
Q36479	द लायन किंग
Q36600	द हेग	हेग
Q36620	टायको ब्राहे	टायगे ऑट्टेसन ब्राहे
Q36647	कॉर्क
Q36687	व्हिक्टोरिया	व्हिक्टोरिया राज्य
Q36704	युगोस्लाविया फुटबॉल संघ	युगोस्लाव्हिया
Q36730	ओस्मानी तुर्की भाषा
Q36740	आँग सान सू क्यी	आँग सान स्यु की	ऑँग सान सू की	ऑग सान स्यू की
Q36794	दार
Q36823	टोकेलाउ
Q36834	संगीतकार
Q36947	साल्व्हादोर दा बाईया
Q36955	डीएन बिएन
Q36963	शिकार
Q36986	व्होलाप्युक भाषा
Q37024	सर्बिया आणि माँटेनिग्रो	सर्बिया व माँटेनिग्रो
Q37043	टालाहासी	टॅलाहासी
Q37066	बिस्मार्क
Q37079	टॉम क्रूझ	टॉम क्रूझ्	थॉमस क्रूझ मॅपॉथर चौथा
Q37090	ट्रिनिटी
Q37093	याहू
Q37100	आकाराना	ऑकलँड	ऑकलंड	तामाकी-मकाऊ-राऊ
Q37110	फॅरो
Q37122	अथीना	अथेना
Q37143	जी-८
Q37156	IBM	आय.बी.एम.	आय.बी.एम्.	आयबीएम	आय्.बी.एम्	रजनीश
Q37172	तरंग
Q37187	लाल पेशी
Q37211	सिंध
Q37226	शिक्षक
Q37312	इंटरनेट मुव्ही डेटाबेस
Q37320	क्लीव्हलँड	क्लीव्हलंड
Q37333	लुब्लिन
Q37340	अपोलो
Q37349	दलाई लामा
Q37362	आक्रोतिरी आणि ढेकेलिया
Q37437	वाक्यरचना
Q37463	पिअर क्युरी	पिएर क्युरी	पियरे क्युरी
Q37470	संयुक्त राष्ट्र सुरक्षा समिती	संयुक्त राष्ट्रे सुरक्षा परिषद	संयुक्त राष्ट्रे सुरक्षा समिती
Q37547	खगोलभौतिकी
Q37562	डोनाटेलो	दोनातेल्लो
Q37577	जॅान कॅल्व्हिन
Q37610	डेव्हिड बेन गुरियन	डेव्हिड बेन-गुरियन	डेव्हीड बेन-गुरीयन
Q37643	अखाती युद्ध	आखाती युद्ध	ऑपरेशन डेझर्ट स्टॉर्म	खाडी युध्द	पहिले अखाती युद्ध	पहिले आखाती युद्ध
Q37748	गुणसूत्र
Q37756	मिश्रधातू
Q37801	बाटी	बाल्टी
Q37806	पोर्ट व्हिला
Q37836	मिलवॉकी
Q37868	शैवाल
Q37951	सप्पोरो
Q37960	पिवळा समुद्र	पीत समुद्र
Q37970	ग्रेगोर मेंडेल	ग्रेगोर योहान मेंडेल	मेंडेल
Q38022	सेंट लुइस	सेंट लुई	सेंट लुईस
Q38035	व्यंजन
Q38130	लीग ऑफ नेशन्स
Q38234	नागासाकी
Q38283	योकोहामा
Q38311	पदरचनाशास्त्र
Q38380	अँजी	आँजी
Q38453	कोलंबिया, दक्षिण कॅरोलिना	कोलंबिया, साउथ कॅरोलिना
Q38484	रोमानो प्रोडी	रोमानो प्रोदी
Q38511	तुर्कू
Q38545	अदना
Q38555	सांता फे
Q38695	स्वयंपाक
Q38733	हेलेना
Q38799	हमास
Q38807	सुवा
Q38823	आयातोल्ला खोमेनी	रुहोल्ला खोमेनी	रुहोल्लाह खोमेनी
Q38872	प्रशिया
Q38888	ऑलिंपिया
Q38968	लिऊझोउ
Q38981	फोरार्लबर्ग
Q39042	चेयेनी	शायान
Q39061	उत्तर गोलार्ध
Q39121	लीड्झ	लीड्स
Q39178	पोर्ट ऑफ स्पेन
Q39193	बोहेमिया
Q39286	कीटकशास्त्र
Q39338	नारिंगी
Q39397	कुर्हाड	कुऱ्हाड
Q39420	सोची	सोत्शी
Q39444	रोनाल्डिनो	रोनाल्डिन्हो	रोनाल्डीन्हो	रोनाल्डो डि एसिस मोरेरा	रोनाल्डो डी एसिस मोरेरा
Q39450	अँकरेज	अँकोरेज
Q39524	अब्दल गमाल नासर	गमाल अब्दल नासर	गमाल अब्दुल नासर	गमाल अब्देल नासर	गमाल आब्देल नासेर	गमाल नासर
Q39561	बरबॅंक
Q39631	डॉक्टर	वैद्यकीय व्यवसायी
Q39645	शब्दार्थशास्त्र
Q39689	अल्केमी
Q39709	दे मॉईन
Q39731	बाल्टिक देश
Q39739	अॅकोनकाग्वा
Q39760	गाझा पट्टी
Q39782	पितळ
Q39816	दरी
Q39825	जनगणना
Q39833	सूक्ष्मजीव
Q39864	पेंटेकोस्ट
Q39984	कान
Q40191	होबार्ट
Q40194	मजलटॅन
Q40213	विल्यम बटलर यीट्स
Q40218	अंतराळयान	अवकाशयान
Q40236	मानौस
Q40244	मॅरॅथॉन
Q40249	अंताल्या प्रांत
Q40269	पोर्तू अलेग्री	पोर्तो आलेग्री
Q40285	न्यू गिनी
Q40347	नॉर्मन
Q40348	वकील
Q40357	कारागृह	तुरुंग
Q40362	सहरावी अरब लोकशाही प्रजासत्ताक
Q40395	बेलेट जिल्हा
Q40398	तुटोंग जिल्हा
Q40430	बाइया	बाईया	बाहिया
Q40435	बफेलो	बफेलो, न्यू यॉर्क
Q40495	परवेज मुशर्रफ	परवेझ मुशर्रफ
Q40637	झितोमिर ओब्लास्त
Q40722	दिल्मा रूसेफ	द्जिल्मा रूसेफ
Q40738	बुर्सा
Q40747	पिएर, साउथ डकोटा	पिएरे, साउथ डकोटा	पियरे, साउथ डकोटा	पियेर
Q40754	वजाबाकी
Q40758	माउंट दमावंद
Q40763	बी
Q40811	सुखुमी
Q40821	शल्यचिकित्सा
Q40840	तांपेरे
Q40844	ब्रेडा
Q40861	संगमरवर
Q40898	नान्सी
Q40904	वर्नर कार्ल हायझेनबर्ग	वर्नर गायसेनबर्ग	वर्नर हायझेनबर्ग
Q40909	व्हर्जिनिया वूल्फ
Q40956	आंहुई	आंह्वी
Q40970	आंतरराष्ट्रीय ऑलिंपिक समिती	आंतरराष्ट्रीय ऑलिम्पिक समिती	आय.ओ.सी.
Q40993	पोर्शं
Q40998	उच्चारशास्त्र
Q41057	टोपेका
Q41066	उत्तर चुंगचाँग प्रांत
Q41070	दक्षिण चुंगचाँग प्रांत
Q41071	गंगवान प्रांत
Q41079	आंतरिक मंगोलिया	इनर मंगोलिया
Q41087	रॅले	रॅले, उत्तर कॅरोलिना	रेली, नॉर्थ कॅरोलिना
Q41116	लाल चौक
Q41157	उत्तर जेओला प्रांत
Q41161	दक्षिण जेओला प्रांत
Q41183	अलेप्पो
Q41185	कां	केन
Q41187	सोनी
Q41207	नाणेशास्त्र
Q41211	सान हुआन, पोर्तो रिको
Q41217	यंत्रशास्त्र	यामिकी	स्थितिगतिशास्त्र
Q41228	दक्षिण गोलार्ध
Q41252	बिदुगोश्ट
Q41262	नॉटिंगहॅम
Q41269	आंत्वान हेन्री बेकरेल	हेन्री बेकरेल
Q41278	उल्सान
Q41283	ग्वांगजू
Q41284	जॉन डाल्टन
Q41291	अग्निबाण	रॉकेट
Q41298	नियतकालिक
Q41304	वायमार प्रजासत्ताक
Q41329	लिंझ	लिंत्स	लिन्झ
Q41358	श्टायरमार्क
Q41415	रस्सा
Q41466	आइस हॉकी	आइसहॉकी	आईस हॉकी
Q41470	कुर्दिस्तान
Q41483	द गुड, द बॅड, द अग्ली
Q41490	लेवीयचे पुस्तक
Q41506	लेलँड स्टॅनफर्ड जुनियर विद्यापीठ	स्टॅनफर्ड युनिव्हर्सिटी	स्टॅनफर्ड विद्यापीठ	स्टॅनफोर्ड युनिव्हर्सिटी	स्टॅनफोर्ड विद्यापीठ
Q41509	मोल
Q41533	फ्रँक जेम्स लँपार्ड	फ्रँक लँपार्ड	फ्रँक लॅम्पार्ड	फ्रॅंक लॅंपार्ड	फ्रैंक लम्पार्ड
Q41550	आर्थिक सहयोग व विकास संघटना	आर्थिक सहयोग व विकास संस्था
Q41567	हॅम्लेट
Q41585	डेव्हिड हिल्बर्ट
Q41604	आमियां
Q41621	हैफा
Q41657	रोमानस तिसरा आर्गिरस	रोमानस तिसरा, बायझेन्टाईन सम्राट
Q41673	तिरंगा	भारताचा तिरंगा	भारताचा ध्वज	भारतीय ध्वज	भारतीय राष्ट्रध्वज	स्वतंत्र भारताचा ध्वज
Q41675	गिनेस वर्ल्ड रेकॉर्ड्स
Q41688	हेंड्रिक लोरेंट्झ	हेन्ड्रिक अंटून लॉरेंट्झ	हेन्ड्रिक लॉरेंट्झ
Q41699	कास्ट्रिज	कॅस्ट्रीझ
Q41705	फुजियान	फूच्यान	फूज्यान
Q41735	आयरिश समुद्र
Q41746	अकिलिस
Q41749	जोसेफ गोबेल्स	जोसेफ ग्योबेल्स	पॉल जोसेफ गोबेल्स	पॉल जोसेफ ग्योबेल्स	योजेफ ग्यॉबेल्स
